,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_pca__n_components,param_rf__class_weight,param_rf__criterion,param_rf__max_features,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.053966522216797,0.08383585550108567,0.029579782485961915,0.00029471053938744774,5,balanced,entropy,sqrt,100,"{'pca__n_components': 5, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",-0.533466045868751,-0.5581496070921835,-0.5521453573491132,-0.5410352863301237,-0.5886390387000249,-0.5546870670680393,0.019015197645409865,20
1,9.661276531219482,0.10439376810274019,0.1337141990661621,0.0010995833540786623,5,balanced,entropy,sqrt,500,"{'pca__n_components': 5, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 500}",-0.5277894164472805,-0.5537577198779291,-0.5489920694982654,-0.5398322933214766,-0.5842428537994201,-0.5509228705888743,0.018868721467760054,19
2,28.726663732528685,0.23457563202327372,0.39429845809936526,0.003845665892593183,5,balanced,entropy,sqrt,1500,"{'pca__n_components': 5, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 1500}",-0.5261951914784877,-0.5520399585423595,-0.5487459326045191,-0.5363136387056234,-0.5830552101179314,-0.5492699862897842,0.019233833866227013,16
3,57.35157723426819,0.6818816502886256,0.7889098167419434,0.005399013807078873,5,balanced,entropy,sqrt,3000,"{'pca__n_components': 5, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 3000}",-0.5264839634750829,-0.5521189250503309,-0.5477498341710392,-0.5369972968191333,-0.5841924775805715,-0.5495084994192315,0.019491254513094348,17
4,96.16691575050353,0.9089648982894605,1.3136051177978516,0.014032539467298436,5,balanced,entropy,sqrt,5000,"{'pca__n_components': 5, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 5000}",-0.5270597520039035,-0.5524625432434372,-0.5475441970966416,-0.5378703667298743,-0.5848242590651401,-0.5499522236277994,0.019484330499369904,18
5,2.6620596408843995,0.041592339931567406,0.05079050064086914,0.006422160341991108,10,balanced,entropy,sqrt,100,"{'pca__n_components': 10, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",-0.511862587266102,-0.5393643658173233,-0.5285768016436543,-0.5212137829746545,-0.5737237731312778,-0.5349482621666024,0.021378596939493948,15
6,12.668262815475464,0.22317797500835337,0.17135210037231446,0.002821762154383602,10,balanced,entropy,sqrt,500,"{'pca__n_components': 10, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 500}",-0.5112921277799087,-0.5309720441890304,-0.5255058635704944,-0.5135811909362386,-0.5633057667312736,-0.5289313986413892,0.01867762543509128,13
7,37.76891956329346,0.5911495478713561,0.4345808982849121,0.019544537370479398,10,balanced,entropy,sqrt,1500,"{'pca__n_components': 10, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 1500}",-0.5107592270611903,-0.5294054352484988,-0.524484408819681,-0.5139717711546864,-0.56400558722942,-0.5285252859026953,0.01899153901602743,12
8,75.71632823944091,1.4732866134525138,0.8006961822509766,0.02269812345774113,10,balanced,entropy,sqrt,3000,"{'pca__n_components': 10, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 3000}",-0.5106818662654709,-0.5291565911049174,-0.5264806803675139,-0.5125297990499313,-0.5636908176295217,-0.5285079508834711,0.019054843484929772,11
9,125.5734748840332,1.8462518357788877,1.2856754302978515,0.014603446322396947,10,balanced,entropy,sqrt,5000,"{'pca__n_components': 10, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 5000}",-0.5102470157261167,-0.5295521599235065,-0.5252495443007117,-0.5126907216293537,-0.5626647859330145,-0.5280808455025406,0.018767692269673897,10
10,2.7487260341644286,0.08168516052840626,0.05901522636413574,0.0007671095815447793,15,balanced,entropy,sqrt,100,"{'pca__n_components': 15, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",-0.5142250893727321,-0.5253202303412748,-0.5289503465903075,-0.5153505263126263,-0.5654869374252547,-0.529866626008439,0.01868523848213002,14
11,12.758464860916138,0.166984448729766,0.1766659736633301,0.002824810947647628,15,balanced,entropy,sqrt,500,"{'pca__n_components': 15, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 500}",-0.5092167393339354,-0.5266834843343731,-0.5176628423149279,-0.5130264693541647,-0.5609976273115,-0.5255174325297802,0.018674234901182276,8
12,38.68410978317261,0.6693954216076059,0.42389516830444335,0.0069364108711957775,15,balanced,entropy,sqrt,1500,"{'pca__n_components': 15, 'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__max_features': 'sqrt', 'rf__n_estimators': 1500}",-0.5072831043423057,-0.5228438816768817,-0.5198523459912632,-0.5148600278348652,-0.5614331468952628,-0.5252545013481156,0.01884093921906825,7
