,DATE,RESULT,HOME_PRIOR_WIN_V_OPP,AWAY_PRIOR_WIN_V_OPP,PRIOR_GAME_V_OPP,HOME_IP_AVAIL,AWAY_IP_AVAIL,Bookie Number,Home Team,Away Team,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close,Home All Stars,Away All Stars,Home Median Age,Away Median Age,Away Win,Away Underdog,Underdog Win
12,2018-10-16,Boston Celtics,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,2.0,Boston Celtics,Philadelphia 76ers,1.48,1.48,2.7,2.7,2.0,2.0,25.0,22.5,0,1,0
13,2018-10-16,Boston Celtics,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,383.0,Boston Celtics,Philadelphia 76ers,1.38,1.45,3.1,2.8,2.0,2.0,25.0,22.5,0,1,0
14,2018-10-16,Boston Celtics,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,1.0,Boston Celtics,Philadelphia 76ers,1.35,1.45,2.95,2.65,2.0,2.0,25.0,22.5,0,1,0
15,2018-10-16,Boston Celtics,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,18.0,Boston Celtics,Philadelphia 76ers,1.51,1.49,2.75,2.82,2.0,2.0,25.0,22.5,0,1,0
16,2018-10-16,Boston Celtics,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,5.0,Boston Celtics,Philadelphia 76ers,1.41,1.48,3.05,2.7,2.0,2.0,25.0,22.5,0,1,0
17,2018-10-16,Boston Celtics,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,15.0,Boston Celtics,Philadelphia 76ers,1.47,1.50,2.75,2.75,2.0,2.0,25.0,22.5,0,1,0
18,2018-10-16,Boston Celtics,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,128.0,Boston Celtics,Philadelphia 76ers,1.38,1.40,2.7,2.65,2.0,2.0,25.0,22.5,0,1,0
19,2018-10-16,Boston Celtics,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,44.0,Boston Celtics,Philadelphia 76ers,1.01,1.46,1.01,2.95,2.0,2.0,25.0,22.5,0,1,0
20,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,14.0,Golden State Warriors,Oklahoma City Thunder,1.25,1.08,4.1,8.5,2.0,2.0,28.0,25.0,0,1,0
21,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,56.0,Golden State Warriors,Oklahoma City Thunder,1.13,1.08,5.7,7.7,2.0,2.0,28.0,25.0,0,1,0
22,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,417.0,Golden State Warriors,Oklahoma City Thunder,1.28,1.11,3.84,8.4,2.0,2.0,28.0,25.0,0,1,0
23,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,27.0,Golden State Warriors,Oklahoma City Thunder,1.27,1.09,4.0,9.0,2.0,2.0,28.0,25.0,0,1,0
24,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,3.0,Golden State Warriors,Oklahoma City Thunder,1.10,1.07,6.49,7.84,2.0,2.0,28.0,25.0,0,1,0
25,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,16.0,Golden State Warriors,Oklahoma City Thunder,1.12,1.08,6.5,8.5,2.0,2.0,28.0,25.0,0,1,0
26,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,32.0,Golden State Warriors,Oklahoma City Thunder,1.25,1.09,4.2,9.2,2.0,2.0,28.0,25.0,0,1,0
27,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,429.0,Golden State Warriors,Oklahoma City Thunder,1.30,1.13,3.75,7.0,2.0,2.0,28.0,25.0,0,1,0
28,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,24.0,Golden State Warriors,Oklahoma City Thunder,1.13,1.08,6.0,8.45,2.0,2.0,28.0,25.0,0,1,0
29,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,43.0,Golden State Warriors,Oklahoma City Thunder,1.13,1.08,6.0,8.45,2.0,2.0,28.0,25.0,0,1,0
30,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,76.0,Golden State Warriors,Oklahoma City Thunder,1.14,1.11,5.0,7.0,2.0,2.0,28.0,25.0,0,1,0
31,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,26.0,Golden State Warriors,Oklahoma City Thunder,1.14,1.09,6.2,8.1,2.0,2.0,28.0,25.0,0,1,0
32,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,2.0,Golden State Warriors,Oklahoma City Thunder,1.09,1.07,7.75,9.25,2.0,2.0,28.0,25.0,0,1,0
33,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,383.0,Golden State Warriors,Oklahoma City Thunder,1.25,1.08,4.05,8.25,2.0,2.0,28.0,25.0,0,1,0
34,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,1.0,Golden State Warriors,Oklahoma City Thunder,1.12,1.07,5.5,7.5,2.0,2.0,28.0,25.0,0,1,0
35,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,18.0,Golden State Warriors,Oklahoma City Thunder,1.14,1.10,6.87,8.41,2.0,2.0,28.0,25.0,0,1,0
36,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,5.0,Golden State Warriors,Oklahoma City Thunder,1.27,1.09,4.0,9.0,2.0,2.0,28.0,25.0,0,1,0
37,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,15.0,Golden State Warriors,Oklahoma City Thunder,1.12,1.10,6.67,9.0,2.0,2.0,28.0,25.0,0,1,0
38,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,128.0,Golden State Warriors,Oklahoma City Thunder,1.08,1.06,6.5,7.5,2.0,2.0,28.0,25.0,0,1,0
39,2018-10-16,Golden State Warriors,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,44.0,Golden State Warriors,Oklahoma City Thunder,1.01,1.10,1.01,9.17,2.0,2.0,28.0,25.0,0,1,0
40,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,14.0,Charlotte Hornets,Milwaukee Bucks,1.87,2.40,1.95,1.61,1.0,1.0,25.0,27.0,1,0,0
41,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,56.0,Charlotte Hornets,Milwaukee Bucks,2.16,2.35,1.72,1.62,1.0,1.0,25.0,27.0,1,0,0
42,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,417.0,Charlotte Hornets,Milwaukee Bucks,1.89,2.46,1.94,1.58,1.0,1.0,25.0,27.0,1,0,0
43,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,27.0,Charlotte Hornets,Milwaukee Bucks,1.88,2.32,1.96,1.64,1.0,1.0,25.0,27.0,1,0,0
44,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,3.0,Charlotte Hornets,Milwaukee Bucks,2.01,2.29,1.78,1.6,1.0,1.0,25.0,27.0,1,0,0
45,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,16.0,Charlotte Hornets,Milwaukee Bucks,2.10,2.40,1.76,1.62,1.0,1.0,25.0,27.0,1,0,0
46,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,32.0,Charlotte Hornets,Milwaukee Bucks,1.90,2.32,1.75,1.68,1.0,1.0,25.0,27.0,1,0,0
47,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,429.0,Charlotte Hornets,Milwaukee Bucks,1.90,2.30,1.95,1.67,1.0,1.0,25.0,27.0,1,0,0
48,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,24.0,Charlotte Hornets,Milwaukee Bucks,2.03,2.39,1.8,1.59,1.0,1.0,25.0,27.0,1,0,0
49,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,43.0,Charlotte Hornets,Milwaukee Bucks,2.03,2.39,1.8,1.59,1.0,1.0,25.0,27.0,1,0,0
50,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,76.0,Charlotte Hornets,Milwaukee Bucks,1.85,2.38,1.87,1.62,1.0,1.0,25.0,27.0,1,0,0
51,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,26.0,Charlotte Hornets,Milwaukee Bucks,2.15,2.40,1.74,1.61,1.0,1.0,25.0,27.0,1,0,0
52,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,2.0,Charlotte Hornets,Milwaukee Bucks,2.10,2.35,1.75,1.62,1.0,1.0,25.0,27.0,1,0,0
53,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,383.0,Charlotte Hornets,Milwaukee Bucks,1.87,2.40,1.95,1.59,1.0,1.0,25.0,27.0,1,0,0
54,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,1.0,Charlotte Hornets,Milwaukee Bucks,1.90,2.25,1.85,1.6,1.0,1.0,25.0,27.0,1,0,0
55,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,18.0,Charlotte Hornets,Milwaukee Bucks,2.14,2.43,1.79,1.63,1.0,1.0,25.0,27.0,1,0,0
56,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,5.0,Charlotte Hornets,Milwaukee Bucks,1.88,2.32,1.96,1.64,1.0,1.0,25.0,27.0,1,0,0
57,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,15.0,Charlotte Hornets,Milwaukee Bucks,2.05,2.40,1.7,1.62,1.0,1.0,25.0,27.0,1,0,0
58,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,128.0,Charlotte Hornets,Milwaukee Bucks,2.05,2.30,1.7,1.53,1.0,1.0,25.0,27.0,1,0,0
59,2018-10-17,Milwaukee Bucks,0.0,0.0,0.0,1.0,0.8571428571428571,44.0,Charlotte Hornets,Milwaukee Bucks,1.82,2.39,1.68,1.64,1.0,1.0,25.0,27.0,1,0,0
60,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,14.0,Detroit Pistons,Brooklyn Nets,1.49,1.38,2.7,3.1,1.0,1.0,26.5,25.5,0,1,0
61,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,56.0,Detroit Pistons,Brooklyn Nets,1.44,1.45,2.9,2.85,1.0,1.0,26.5,25.5,0,1,0
62,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,417.0,Detroit Pistons,Brooklyn Nets,1.46,1.38,2.78,3.19,1.0,1.0,26.5,25.5,0,1,0
63,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,27.0,Detroit Pistons,Brooklyn Nets,1.49,1.40,2.7,3.05,1.0,1.0,26.5,25.5,0,1,0
64,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,3.0,Detroit Pistons,Brooklyn Nets,1.48,1.38,2.6,2.97,1.0,1.0,26.5,25.5,0,1,0
65,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,16.0,Detroit Pistons,Brooklyn Nets,1.47,1.40,2.75,3.1,1.0,1.0,26.5,25.5,0,1,0
66,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,32.0,Detroit Pistons,Brooklyn Nets,1.40,1.41,2.6,3.1,1.0,1.0,26.5,25.5,0,1,0
67,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,429.0,Detroit Pistons,Brooklyn Nets,1.50,1.40,2.75,3.1,1.0,1.0,26.5,25.5,0,1,0
68,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,24.0,Detroit Pistons,Brooklyn Nets,1.51,1.40,2.55,3.0,1.0,1.0,26.5,25.5,0,1,0
69,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,43.0,Detroit Pistons,Brooklyn Nets,1.51,1.40,2.55,3.0,1.0,1.0,26.5,25.5,0,1,0
70,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,76.0,Detroit Pistons,Brooklyn Nets,1.50,1.40,2.45,3.0,1.0,1.0,26.5,25.5,0,1,0
71,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,26.0,Detroit Pistons,Brooklyn Nets,1.53,1.39,2.6,3.0,1.0,1.0,26.5,25.5,0,1,0
72,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,2.0,Detroit Pistons,Brooklyn Nets,1.45,1.38,2.8,3.1,1.0,1.0,26.5,25.5,0,1,0
73,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,383.0,Detroit Pistons,Brooklyn Nets,1.48,1.38,2.7,3.1,1.0,1.0,26.5,25.5,0,1,0
74,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,1.0,Detroit Pistons,Brooklyn Nets,1.50,1.35,2.5,2.95,1.0,1.0,26.5,25.5,0,1,0
75,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,18.0,Detroit Pistons,Brooklyn Nets,1.51,1.41,2.75,3.16,1.0,1.0,26.5,25.5,0,1,0
76,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,5.0,Detroit Pistons,Brooklyn Nets,1.49,1.40,2.7,3.05,1.0,1.0,26.5,25.5,0,1,0
77,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,15.0,Detroit Pistons,Brooklyn Nets,1.44,1.40,2.62,3.1,1.0,1.0,26.5,25.5,0,1,0
78,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,128.0,Detroit Pistons,Brooklyn Nets,1.48,1.33,2.5,2.9,1.0,1.0,26.5,25.5,0,1,0
79,2018-10-17,Detroit Pistons,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,44.0,Detroit Pistons,Brooklyn Nets,1.41,1.40,2.32,3.14,1.0,1.0,26.5,25.5,0,1,0
80,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,14.0,Houston Rockets,New Orleans Pelicans,1.34,1.27,3.4,3.95,1.0,1.0,27.0,26.0,1,1,1
81,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,56.0,Houston Rockets,New Orleans Pelicans,1.30,1.27,3.7,3.9,1.0,1.0,27.0,26.0,1,1,1
82,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,417.0,Houston Rockets,New Orleans Pelicans,1.33,1.28,3.46,4.04,1.0,1.0,27.0,26.0,1,1,1
83,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,27.0,Houston Rockets,New Orleans Pelicans,1.33,1.30,3.45,3.7,1.0,1.0,27.0,26.0,1,1,1
84,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,3.0,Houston Rockets,New Orleans Pelicans,1.32,1.26,3.33,3.77,1.0,1.0,27.0,26.0,1,1,1
85,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,16.0,Houston Rockets,New Orleans Pelicans,1.31,1.27,3.6,3.8,1.0,1.0,27.0,26.0,1,1,1
86,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,32.0,Houston Rockets,New Orleans Pelicans,1.28,1.30,3.1,3.85,1.0,1.0,27.0,26.0,1,1,1
87,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,429.0,Houston Rockets,New Orleans Pelicans,1.36,1.30,3.4,3.75,1.0,1.0,27.0,26.0,1,1,1
88,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,24.0,Houston Rockets,New Orleans Pelicans,1.33,1.28,3.35,3.75,1.0,1.0,27.0,26.0,1,1,1
89,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,43.0,Houston Rockets,New Orleans Pelicans,1.33,1.28,3.35,3.75,1.0,1.0,27.0,26.0,1,1,1
90,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,76.0,Houston Rockets,New Orleans Pelicans,1.30,1.29,3.3,3.8,1.0,1.0,27.0,26.0,1,1,1
91,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,26.0,Houston Rockets,New Orleans Pelicans,1.30,1.28,3.55,3.75,1.0,1.0,27.0,26.0,1,1,1
92,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,2.0,Houston Rockets,New Orleans Pelicans,1.30,1.28,3.6,3.8,1.0,1.0,27.0,26.0,1,1,1
93,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,383.0,Houston Rockets,New Orleans Pelicans,1.33,1.26,3.45,3.95,1.0,1.0,27.0,26.0,1,1,1
94,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,1.0,Houston Rockets,New Orleans Pelicans,1.30,1.25,3.25,3.65,1.0,1.0,27.0,26.0,1,1,1
95,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,18.0,Houston Rockets,New Orleans Pelicans,1.33,1.29,3.7,3.98,1.0,1.0,27.0,26.0,1,1,1
96,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,5.0,Houston Rockets,New Orleans Pelicans,1.33,1.30,3.45,3.7,1.0,1.0,27.0,26.0,1,1,1
97,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,15.0,Houston Rockets,New Orleans Pelicans,1.25,1.29,3.75,3.8,1.0,1.0,27.0,26.0,1,1,1
98,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,128.0,Houston Rockets,New Orleans Pelicans,1.25,1.22,3.3,3.6,1.0,1.0,27.0,26.0,1,1,1
99,2018-10-17,New Orleans Pelicans,0.0,0.0,0.0,0.8571428571428571,1.0,44.0,Houston Rockets,New Orleans Pelicans,1.01,1.29,1.01,3.95,1.0,1.0,27.0,26.0,1,1,1
100,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,14.0,Indiana Pacers,Memphis Grizzlies,1.44,1.33,2.85,3.45,0.0,1.0,24.5,26.5,0,1,0
101,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,56.0,Indiana Pacers,Memphis Grizzlies,1.38,1.34,3.15,3.45,0.0,1.0,24.5,26.5,0,1,0
102,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,417.0,Indiana Pacers,Memphis Grizzlies,1.44,1.34,2.88,3.54,0.0,1.0,24.5,26.5,0,1,0
103,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,27.0,Indiana Pacers,Memphis Grizzlies,1.45,1.33,2.85,3.5,0.0,1.0,24.5,26.5,0,1,0
104,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,3.0,Indiana Pacers,Memphis Grizzlies,1.43,1.30,2.78,3.43,0.0,1.0,24.5,26.5,0,1,0
105,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,16.0,Indiana Pacers,Memphis Grizzlies,1.38,1.32,3.15,3.5,0.0,1.0,24.5,26.5,0,1,0
106,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,32.0,Indiana Pacers,Memphis Grizzlies,1.38,1.33,2.7,3.6,0.0,1.0,24.5,26.5,0,1,0
107,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,429.0,Indiana Pacers,Memphis Grizzlies,1.44,1.36,3.0,3.4,0.0,1.0,24.5,26.5,0,1,0
108,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,24.0,Indiana Pacers,Memphis Grizzlies,1.45,1.33,2.75,3.4,0.0,1.0,24.5,26.5,0,1,0
109,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,43.0,Indiana Pacers,Memphis Grizzlies,1.45,1.33,2.75,3.4,0.0,1.0,24.5,26.5,0,1,0
110,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,76.0,Indiana Pacers,Memphis Grizzlies,1.44,1.33,2.63,3.4,0.0,1.0,24.5,26.5,0,1,0
111,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,26.0,Indiana Pacers,Memphis Grizzlies,1.39,1.32,3.05,3.4,0.0,1.0,24.5,26.5,0,1,0
112,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,2.0,Indiana Pacers,Memphis Grizzlies,1.36,1.33,3.2,3.4,0.0,1.0,24.5,26.5,0,1,0
113,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,383.0,Indiana Pacers,Memphis Grizzlies,1.43,1.32,2.9,3.45,0.0,1.0,24.5,26.5,0,1,0
114,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,1.0,Indiana Pacers,Memphis Grizzlies,1.40,1.30,2.75,3.35,0.0,1.0,24.5,26.5,0,1,0
115,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,18.0,Indiana Pacers,Memphis Grizzlies,1.40,1.36,3.22,3.48,0.0,1.0,24.5,26.5,0,1,0
116,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,5.0,Indiana Pacers,Memphis Grizzlies,1.45,1.33,2.85,3.5,0.0,1.0,24.5,26.5,0,1,0
117,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,15.0,Indiana Pacers,Memphis Grizzlies,1.30,1.33,3.4,3.5,0.0,1.0,24.5,26.5,0,1,0
118,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,128.0,Indiana Pacers,Memphis Grizzlies,1.30,1.29,3.05,3.25,0.0,1.0,24.5,26.5,0,1,0
119,2018-10-17,Indiana Pacers,0.0,0.0,0.0,1.0,0.7142857142857143,44.0,Indiana Pacers,Memphis Grizzlies,1.35,1.33,2.5,3.61,0.0,1.0,24.5,26.5,0,1,0
120,2018-10-17,Denver Nuggets,0.0,0.0,0.0,0.8571428571428571,1.0,14.0,Los Angeles Clippers,Denver Nuggets,1.87,2.15,1.95,1.71,1.0,1.0,28.0,23.0,1,0,0
121,2018-10-17,Denver Nuggets,0.0,0.0,0.0,0.8571428571428571,1.0,417.0,Los Angeles Clippers,Denver Nuggets,1.89,2.21,1.94,1.77,1.0,1.0,28.0,23.0,1,0,0
122,2018-10-17,Denver Nuggets,0.0,0.0,0.0,0.8571428571428571,1.0,27.0,Los Angeles Clippers,Denver Nuggets,1.88,2.15,1.96,1.74,1.0,1.0,28.0,23.0,1,0,0
123,2018-10-17,Denver Nuggets,0.0,0.0,0.0,0.8571428571428571,1.0,3.0,Los Angeles Clippers,Denver Nuggets,1.90,2.11,1.87,1.71,1.0,1.0,28.0,23.0,1,0,0
124,2018-10-17,Denver Nuggets,0.0,0.0,0.0,0.8571428571428571,1.0,16.0,Los Angeles Clippers,Denver Nuggets,1.90,2.10,1.9,1.76,1.0,1.0,28.0,23.0,1,0,0
125,2018-10-17,Denver Nuggets,0.0,0.0,0.0,0.8571428571428571,1.0,32.0,Los Angeles Clippers,Denver Nuggets,1.82,2.18,1.82,1.75,1.0,1.0,28.0,23.0,1,0,0
