DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,HOME_WIN,WINNING_TEAM,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2011-12-25,Boston Celtics,104,New York Knicks,106,True,New York Knicks,0.5,0.5,0.5,0.5
2011-12-25,Miami Heat,105,Dallas Mavericks,94,False,Miami Heat,0.5,0.5,0.5,0.5
2011-12-25,Chicago Bulls,88,Los Angeles Lakers,87,False,Chicago Bulls,0.5,0.5,0.5,0.5
2011-12-25,Orlando Magic,89,Oklahoma City Thunder,97,True,Oklahoma City Thunder,0.5,0.5,0.5,0.5
2011-12-25,Los Angeles Clippers,105,Golden State Warriors,86,False,Los Angeles Clippers,0.5,0.5,0.5,0.5
2011-12-26,Toronto Raptors,104,Cleveland Cavaliers,96,False,Toronto Raptors,0.5,0.5,0.5,0.5
2011-12-26,Brooklyn Nets,90,Washington Wizards,84,False,Brooklyn Nets,0.5,0.5,0.5,0.5
2011-12-26,Houston Rockets,95,Orlando Magic,104,True,Orlando Magic,0.0,0.5,0.0,0.5
2011-12-26,Detroit Pistons,79,Indiana Pacers,91,True,Indiana Pacers,0.5,0.5,0.5,0.5
2011-12-26,Milwaukee Bucks,95,Charlotte Hornets,96,True,Charlotte Hornets,0.5,0.5,0.5,0.5
2011-12-26,Oklahoma City Thunder,104,Minnesota Timberwolves,100,False,Oklahoma City Thunder,0.5,1.0,0.5,1.0
2011-12-26,Denver Nuggets,115,Dallas Mavericks,93,False,Denver Nuggets,0.0,0.5,0.0,0.5
2011-12-26,Memphis Grizzlies,82,San Antonio Spurs,95,True,San Antonio Spurs,0.5,0.5,0.5,0.5
2011-12-26,New Orleans Pelicans,85,Phoenix Suns,84,False,New Orleans Pelicans,0.5,0.5,0.5,0.5
2011-12-26,Philadelphia 76ers,103,Portland Trail Blazers,107,True,Portland Trail Blazers,0.5,0.5,0.5,0.5
2011-12-26,Los Angeles Lakers,91,Sacramento Kings,100,True,Sacramento Kings,0.5,0.0,0.5,0.0
2011-12-26,Chicago Bulls,91,Golden State Warriors,99,True,Golden State Warriors,0.0,1.0,0.0,1.0
2011-12-27,Atlanta Hawks,106,Brooklyn Nets,70,False,Atlanta Hawks,1.0,0.5,1.0,0.5
2011-12-27,Boston Celtics,107,Miami Heat,115,True,Miami Heat,1.0,0.0,1.0,0.0
2011-12-27,Minnesota Timberwolves,95,Milwaukee Bucks,98,True,Milwaukee Bucks,0.0,0.0,0.0,0.0
2011-12-27,Sacramento Kings,79,Portland Trail Blazers,101,True,Portland Trail Blazers,1.0,1.0,1.0,1.0
2011-12-27,Utah Jazz,71,Los Angeles Lakers,96,True,Los Angeles Lakers,0.0,0.5,0.0,0.5
2011-12-28,Indiana Pacers,90,Toronto Raptors,85,False,Indiana Pacers,1.0,1.0,1.0,1.0
2011-12-28,Miami Heat,96,Charlotte Hornets,95,False,Miami Heat,1.0,1.0,1.0,1.0
2011-12-28,Washington Wizards,83,Atlanta Hawks,101,True,Atlanta Hawks,1.0,0.0,1.0,0.0
2011-12-28,Cleveland Cavaliers,105,Detroit Pistons,89,False,Cleveland Cavaliers,0.0,0.0,0.0,0.0
2011-12-28,Boston Celtics,78,New Orleans Pelicans,97,True,New Orleans Pelicans,1.0,0.0,1.0,0.0
2011-12-28,Oklahoma City Thunder,98,Memphis Grizzlies,95,False,Oklahoma City Thunder,0.0,1.0,0.0,1.0
2011-12-28,Los Angeles Clippers,90,San Antonio Spurs,115,True,San Antonio Spurs,1.0,1.0,1.0,1.0
2011-12-28,Philadelphia 76ers,103,Phoenix Suns,83,False,Philadelphia 76ers,0.0,0.0,0.0,0.0
2011-12-28,Utah Jazz,100,Denver Nuggets,117,True,Denver Nuggets,1.0,0.0,1.0,0.0
2011-12-28,New York Knicks,78,Golden State Warriors,92,True,Golden State Warriors,0.5,1.0,0.5,1.0
2011-12-29,Brooklyn Nets,78,Orlando Magic,94,True,Orlando Magic,0.5,0.5,0.5,0.5
2011-12-29,San Antonio Spurs,85,Houston Rockets,105,True,Houston Rockets,0.0,1.0,0.0,1.0
2011-12-29,Dallas Mavericks,102,Oklahoma City Thunder,104,True,Oklahoma City Thunder,1.0,0.0,1.0,0.0
2011-12-29,Denver Nuggets,102,Portland Trail Blazers,111,True,Portland Trail Blazers,1.0,1.0,1.0,1.0
2011-12-29,Chicago Bulls,108,Sacramento Kings,98,False,Chicago Bulls,0.5,0.5,0.5,0.5
2011-12-29,New York Knicks,82,Los Angeles Lakers,99,True,Los Angeles Lakers,0.3333333333333333,0.5,0.3333333333333333,0.5
2011-12-30,Orlando Magic,100,Charlotte Hornets,79,False,Orlando Magic,0.5,0.6666666666666666,0.5,0.6666666666666666
2011-12-30,Cleveland Cavaliers,91,Indiana Pacers,98,True,Indiana Pacers,1.0,0.5,1.0,0.5
2011-12-30,Brooklyn Nets,98,Atlanta Hawks,105,True,Atlanta Hawks,1.0,0.3333333333333333,1.0,0.3333333333333333
2011-12-30,Detroit Pistons,85,Boston Celtics,96,True,Boston Celtics,0.0,0.0,0.0,0.0
2011-12-30,Phoenix Suns,93,New Orleans Pelicans,78,False,Phoenix Suns,1.0,0.0,1.0,0.0
2011-12-30,Houston Rockets,93,Memphis Grizzlies,113,True,Memphis Grizzlies,0.0,0.5,0.0,0.5
2011-12-30,Miami Heat,103,Minnesota Timberwolves,101,False,Miami Heat,0.0,1.0,0.0,1.0
2011-12-30,Toronto Raptors,86,Dallas Mavericks,99,True,Dallas Mavericks,0.0,0.5,0.0,0.5
2011-12-30,Washington Wizards,81,Milwaukee Bucks,102,True,Milwaukee Bucks,0.5,0.0,0.5,0.0
2011-12-30,Philadelphia 76ers,99,Utah Jazz,102,True,Utah Jazz,0.0,0.5,0.0,0.5
2011-12-30,Chicago Bulls,114,Los Angeles Clippers,101,False,Chicago Bulls,0.5,0.6666666666666666,0.5,0.6666666666666666
2011-12-31,Denver Nuggets,89,Los Angeles Lakers,92,True,Los Angeles Lakers,0.5,0.6666666666666666,0.5,0.6666666666666666
2011-12-31,Indiana Pacers,88,Detroit Pistons,96,True,Detroit Pistons,0.0,1.0,0.0,1.0
2011-12-31,Atlanta Hawks,84,Houston Rockets,95,True,Houston Rockets,0.3333333333333333,1.0,0.3333333333333333,1.0
2011-12-31,Phoenix Suns,97,Oklahoma City Thunder,107,True,Oklahoma City Thunder,1.0,0.3333333333333333,1.0,0.3333333333333333
2011-12-31,New York Knicks,114,Sacramento Kings,92,False,New York Knicks,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2011-12-31,Utah Jazz,89,San Antonio Spurs,104,True,San Antonio Spurs,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
2011-12-31,Philadelphia 76ers,107,Golden State Warriors,79,False,Philadelphia 76ers,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
2012-01-01,Brooklyn Nets,82,Cleveland Cavaliers,98,True,Cleveland Cavaliers,0.3333333333333333,0.25,0.3333333333333333,0.25
2012-01-01,Charlotte Hornets,90,Miami Heat,129,True,Miami Heat,1.0,0.3333333333333333,1.0,0.3333333333333333
2012-01-01,Toronto Raptors,96,Orlando Magic,102,True,Orlando Magic,0.75,0.3333333333333333,0.75,0.3333333333333333
2012-01-01,Boston Celtics,94,Washington Wizards,86,False,Boston Celtics,0.0,0.25,0.0,0.25
2012-01-01,Dallas Mavericks,82,Minnesota Timberwolves,99,True,Minnesota Timberwolves,0.0,0.25,0.0,0.25
2012-01-01,Memphis Grizzlies,64,Chicago Bulls,104,True,Chicago Bulls,0.75,0.3333333333333333,0.75,0.3333333333333333
2012-01-01,Los Angeles Lakers,90,Denver Nuggets,99,True,Denver Nuggets,0.5,0.6,0.5,0.6
2012-01-01,New Orleans Pelicans,80,Sacramento Kings,96,True,Sacramento Kings,0.25,0.6666666666666666,0.25,0.6666666666666666
2012-01-01,Portland Trail Blazers,88,Los Angeles Clippers,93,True,Los Angeles Clippers,0.3333333333333333,1.0,0.3333333333333333,1.0
2012-01-02,Golden State Warriors,91,Phoenix Suns,102,True,Phoenix Suns,0.25,0.5,0.25,0.5
2012-01-02,Washington Wizards,92,Boston Celtics,100,True,Boston Celtics,0.4,0.0,0.4,0.0
2012-01-02,Orlando Magic,78,Detroit Pistons,89,True,Detroit Pistons,0.25,0.8,0.25,0.8
2012-01-02,Atlanta Hawks,100,Miami Heat,92,False,Atlanta Hawks,1.0,0.75,1.0,0.75
2012-01-02,Indiana Pacers,108,Brooklyn Nets,94,False,Indiana Pacers,0.2,0.75,0.2,0.75
2012-01-02,Toronto Raptors,90,New York Knicks,85,False,Toronto Raptors,0.5,0.25,0.5,0.25
2012-01-02,San Antonio Spurs,96,Minnesota Timberwolves,106,True,Minnesota Timberwolves,0.25,0.75,0.25,0.75
2012-01-02,Oklahoma City Thunder,87,Dallas Mavericks,100,True,Dallas Mavericks,0.2,1.0,0.2,1.0
2012-01-02,Milwaukee Bucks,86,Denver Nuggets,91,True,Denver Nuggets,0.6,0.6666666666666666,0.6,0.6666666666666666
2012-01-02,New Orleans Pelicans,90,Utah Jazz,94,True,Utah Jazz,0.25,0.5,0.25,0.5
2012-01-03,Charlotte Hornets,101,Cleveland Cavaliers,115,True,Cleveland Cavaliers,0.5,0.25,0.5,0.25
2012-01-03,Atlanta Hawks,74,Chicago Bulls,76,True,Chicago Bulls,0.8,0.8,0.8,0.8
2012-01-03,Sacramento Kings,96,Memphis Grizzlies,113,True,Memphis Grizzlies,0.25,0.4,0.25,0.4
