index,DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,HOME_WIN,WINNING_TEAM,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
1080,2020-08-06,New Orleans Pelicans,125,Sacramento Kings,140,True,Sacramento Kings,0.417910447761194,0.43283582089552236,0.2,0.6
1081,2020-08-06,Miami Heat,116,Milwaukee Bucks,130,True,Milwaukee Bucks,0.7941176470588235,0.6323529411764706,0.2,0.6
1082,2020-08-07,Boston Celtics,122,Toronto Raptors,100,False,Boston Celtics,0.7313432835820896,0.6617647058823529,1.0,0.6
1083,2020-08-07,Utah Jazz,111,San Antonio Spurs,119,True,San Antonio Spurs,0.43283582089552236,0.6323529411764706,0.6,0.4
1084,2020-08-07,Oklahoma City Thunder,92,Memphis Grizzlies,121,True,Memphis Grizzlies,0.463768115942029,0.6268656716417911,0.0,0.8
1085,2020-08-07,Sacramento Kings,106,Brooklyn Nets,119,True,Brooklyn Nets,0.47058823529411764,0.4264705882352941,0.6,0.2
1086,2020-08-07,Orlando Magic,101,Philadelphia 76ers,108,True,Philadelphia 76ers,0.6029411764705882,0.463768115942029,0.6,0.6
1087,2020-08-07,Washington Wizards,107,New Orleans Pelicans,118,True,New Orleans Pelicans,0.4264705882352941,0.35294117647058826,0.4,0.2
1088,2020-08-08,Milwaukee Bucks,132,Dallas Mavericks,136,True,Dallas Mavericks,0.5774647887323944,0.7971014492753623,0.4,0.4
1089,2020-08-08,Phoenix Suns,119,Miami Heat,112,False,Phoenix Suns,0.6231884057971014,0.43478260869565216,0.4,0.8
1090,2020-08-08,Los Angeles Lakers,111,Indiana Pacers,116,True,Indiana Pacers,0.6086956521739131,0.75,0.6,0.4
1091,2020-08-08,Utah Jazz,132,Denver Nuggets,134,True,Denver Nuggets,0.6521739130434783,0.6231884057971014,0.4,0.4
1092,2020-08-08,Los Angeles Clippers,122,Portland Trail Blazers,117,False,Los Angeles Clippers,0.45714285714285713,0.6764705882352942,0.8,0.6
1093,2020-08-09,Brooklyn Nets,129,Los Angeles Clippers,120,False,Brooklyn Nets,0.6811594202898551,0.4782608695652174,0.6,0.6
1094,2020-08-09,Washington Wizards,103,Oklahoma City Thunder,121,True,Oklahoma City Thunder,0.6176470588235294,0.34782608695652173,0.6,0.0
1095,2020-08-09,Memphis Grizzlies,99,Toronto Raptors,108,True,Toronto Raptors,0.7205882352941176,0.4714285714285714,0.8,0.2
1096,2020-08-09,San Antonio Spurs,122,New Orleans Pelicans,113,False,San Antonio Spurs,0.43478260869565216,0.4411764705882353,0.4,0.6
1097,2020-08-09,Orlando Magic,119,Boston Celtics,122,True,Boston Celtics,0.6666666666666666,0.45714285714285713,0.6,0.4
1098,2020-08-09,Philadelphia 76ers,121,Portland Trail Blazers,124,True,Portland Trail Blazers,0.4507042253521127,0.6086956521739131,0.6,0.8
1099,2020-08-09,Houston Rockets,129,Sacramento Kings,112,False,Houston Rockets,0.42028985507246375,0.6323529411764706,0.2,0.8
1100,2020-08-10,Indiana Pacers,92,Miami Heat,114,True,Miami Heat,0.6142857142857143,0.6142857142857143,0.4,0.8
1101,2020-08-10,Toronto Raptors,114,Milwaukee Bucks,106,False,Toronto Raptors,0.7857142857142857,0.7246376811594203,0.4,0.8
1102,2020-08-10,Dallas Mavericks,122,Utah Jazz,114,False,Dallas Mavericks,0.6142857142857143,0.5833333333333334,0.2,0.4
1103,2020-08-10,Denver Nuggets,121,Los Angeles Lakers,124,True,Los Angeles Lakers,0.7391304347826086,0.6571428571428571,0.2,0.6
1104,2020-08-10,Oklahoma City Thunder,101,Phoenix Suns,128,True,Phoenix Suns,0.44285714285714284,0.6231884057971014,1.0,0.6
1105,2020-08-11,Brooklyn Nets,108,Orlando Magic,96,False,Brooklyn Nets,0.4507042253521127,0.4857142857142857,0.2,0.8
1106,2020-08-11,Houston Rockets,105,San Antonio Spurs,123,True,San Antonio Spurs,0.4492753623188406,0.6376811594202898,0.6,0.8
1107,2020-08-11,Phoenix Suns,130,Philadelphia 76ers,117,False,Phoenix Suns,0.6,0.4507042253521127,0.6,1.0
1108,2020-08-11,Boston Celtics,122,Memphis Grizzlies,107,False,Boston Celtics,0.4647887323943662,0.6714285714285714,0.2,0.8
1109,2020-08-11,Portland Trail Blazers,134,Dallas Mavericks,131,False,Portland Trail Blazers,0.589041095890411,0.4583333333333333,0.6,0.6
1110,2020-08-11,Milwaukee Bucks,126,Washington Wizards,113,False,Milwaukee Bucks,0.34285714285714286,0.7746478873239436,0.0,0.2
1111,2020-08-11,New Orleans Pelicans,106,Sacramento Kings,112,True,Sacramento Kings,0.4142857142857143,0.42857142857142855,0.2,0.4
1112,2020-08-12,Toronto Raptors,125,Philadelphia 76ers,121,False,Toronto Raptors,0.5915492957746479,0.7285714285714285,0.6,0.8
1113,2020-08-12,Los Angeles Clippers,124,Denver Nuggets,111,False,Los Angeles Clippers,0.647887323943662,0.6714285714285714,0.6,0.6
1114,2020-08-12,Miami Heat,115,Oklahoma City Thunder,116,True,Oklahoma City Thunder,0.6142857142857143,0.6197183098591549,0.4,0.4
1115,2020-08-12,Indiana Pacers,108,Houston Rockets,104,False,Indiana Pacers,0.6285714285714286,0.6056338028169014,0.6,0.6
1116,2020-08-13,Portland Trail Blazers,134,Brooklyn Nets,133,False,Portland Trail Blazers,0.49295774647887325,0.4657534246575342,0.8,0.8
1117,2020-08-13,Washington Wizards,96,Boston Celtics,90,False,Washington Wizards,0.676056338028169,0.3380281690140845,0.8,0.0
1118,2020-08-13,Sacramento Kings,136,Los Angeles Lakers,122,False,Sacramento Kings,0.7428571428571429,0.4225352112676056,0.4,0.4
1119,2020-08-13,Dallas Mavericks,102,Phoenix Suns,128,True,Phoenix Suns,0.4583333333333333,0.581081081081081,1.0,0.6
1120,2020-08-13,Milwaukee Bucks,106,Memphis Grizzlies,119,True,Memphis Grizzlies,0.4583333333333333,0.7777777777777778,0.2,0.4
1121,2020-08-13,San Antonio Spurs,112,Utah Jazz,118,True,Utah Jazz,0.6056338028169014,0.45714285714285713,0.2,0.6
1122,2020-08-13,New Orleans Pelicans,127,Orlando Magic,133,True,Orlando Magic,0.4444444444444444,0.4225352112676056,0.0,0.4
1123,2020-08-14,Miami Heat,92,Indiana Pacers,109,True,Indiana Pacers,0.6111111111111112,0.6111111111111112,0.6,0.4
1124,2020-08-14,Denver Nuggets,109,Toronto Raptors,117,True,Toronto Raptors,0.7323943661971831,0.6388888888888888,0.8,0.4
1125,2020-08-14,Oklahoma City Thunder,103,Los Angeles Clippers,107,True,Los Angeles Clippers,0.676056338028169,0.6197183098591549,0.6,0.6
1126,2020-08-14,Philadelphia 76ers,134,Houston Rockets,96,False,Philadelphia 76ers,0.6197183098591549,0.5833333333333334,0.4,0.4
1127,2020-08-15,Memphis Grizzlies,122,Portland Trail Blazers,126,True,Portland Trail Blazers,0.47297297297297297,0.4657534246575342,0.8,0.4
