index,DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,HOME_WIN,WINNING_TEAM,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
0,2019-10-22,New Orleans Pelicans,122,Toronto Raptors,130,True,Toronto Raptors,0.5,0.5,0.5,0.5
1,2019-10-22,Los Angeles Lakers,102,Los Angeles Clippers,112,True,Los Angeles Clippers,0.5,0.5,0.5,0.5
4,2019-10-23,Detroit Pistons,119,Indiana Pacers,110,False,Detroit Pistons,0.5,0.5,0.5,0.5
5,2019-10-23,Chicago Bulls,125,Charlotte Hornets,126,True,Charlotte Hornets,0.5,0.5,0.5,0.5
6,2019-10-23,Oklahoma City Thunder,95,Utah Jazz,100,True,Utah Jazz,0.5,0.5,0.5,0.5
7,2019-10-23,Denver Nuggets,108,Portland Trail Blazers,100,False,Denver Nuggets,0.5,0.5,0.5,0.5
8,2019-10-23,Sacramento Kings,95,Phoenix Suns,124,True,Phoenix Suns,0.5,0.5,0.5,0.5
9,2019-10-23,Washington Wizards,100,Dallas Mavericks,108,True,Dallas Mavericks,0.5,0.5,0.5,0.5
11,2019-10-23,Boston Celtics,93,Philadelphia 76ers,107,True,Philadelphia 76ers,0.5,0.5,0.5,0.5
12,2019-10-23,Memphis Grizzlies,101,Miami Heat,120,True,Miami Heat,0.5,0.5,0.5,0.5
13,2019-10-23,Minnesota Timberwolves,127,Brooklyn Nets,126,False,Minnesota Timberwolves,0.5,0.5,0.5,0.5
15,2019-10-23,Cleveland Cavaliers,85,Orlando Magic,94,True,Orlando Magic,0.5,0.5,0.5,0.5
16,2019-10-23,New York Knicks,111,San Antonio Spurs,120,True,San Antonio Spurs,0.5,0.5,0.5,0.5
26,2019-10-24,Los Angeles Clippers,141,Golden State Warriors,122,False,Los Angeles Clippers,0.5,1.0,0.5,1.0
27,2019-10-24,Atlanta Hawks,117,Detroit Pistons,100,False,Atlanta Hawks,1.0,0.5,1.0,0.5
28,2019-10-24,Milwaukee Bucks,117,Houston Rockets,111,False,Milwaukee Bucks,0.5,0.5,0.5,0.5
32,2019-10-25,Washington Wizards,97,Oklahoma City Thunder,85,False,Washington Wizards,0.0,0.0,0.0,0.0
33,2019-10-25,Phoenix Suns,107,Denver Nuggets,108,True,Denver Nuggets,1.0,1.0,1.0,1.0
34,2019-10-25,Portland Trail Blazers,122,Sacramento Kings,112,False,Portland Trail Blazers,0.0,0.0,0.0,0.0
35,2019-10-25,Utah Jazz,86,Los Angeles Lakers,95,True,Los Angeles Lakers,0.0,1.0,0.0,1.0
36,2019-10-25,New York Knicks,109,Brooklyn Nets,113,True,Brooklyn Nets,0.0,0.0,0.0,0.0
37,2019-10-25,Minnesota Timberwolves,121,Charlotte Hornets,99,False,Minnesota Timberwolves,1.0,1.0,1.0,1.0
38,2019-10-25,Toronto Raptors,106,Boston Celtics,112,True,Boston Celtics,0.0,1.0,0.0,1.0
39,2019-10-25,Chicago Bulls,110,Memphis Grizzlies,102,False,Chicago Bulls,0.0,0.0,0.0,0.0
40,2019-10-25,Dallas Mavericks,123,New Orleans Pelicans,116,False,Dallas Mavericks,0.0,1.0,0.0,1.0
50,2019-10-26,Sacramento Kings,81,Utah Jazz,113,True,Utah Jazz,0.5,0.0,0.5,0.0
51,2019-10-26,Washington Wizards,122,San Antonio Spurs,124,True,San Antonio Spurs,1.0,0.5,1.0,0.5
52,2019-10-26,Miami Heat,131,Milwaukee Bucks,126,False,Miami Heat,1.0,1.0,1.0,1.0
53,2019-10-26,Philadelphia 76ers,117,Detroit Pistons,111,False,Philadelphia 76ers,0.5,1.0,0.5,1.0
54,2019-10-26,Orlando Magic,99,Atlanta Hawks,103,True,Atlanta Hawks,1.0,1.0,1.0,1.0
55,2019-10-26,Boston Celtics,118,New York Knicks,95,False,Boston Celtics,0.0,0.5,0.0,0.5
57,2019-10-26,Indiana Pacers,99,Cleveland Cavaliers,110,True,Cleveland Cavaliers,0.0,0.0,0.0,0.0
58,2019-10-26,New Orleans Pelicans,123,Houston Rockets,126,True,Houston Rockets,0.0,0.0,0.0,0.0
61,2019-10-26,Toronto Raptors,108,Chicago Bulls,84,False,Toronto Raptors,0.5,0.5,0.5,0.5
63,2019-10-26,Los Angeles Clippers,122,Phoenix Suns,130,True,Phoenix Suns,0.5,1.0,0.5,1.0
70,2019-10-27,Brooklyn Nets,133,Memphis Grizzlies,134,True,Memphis Grizzlies,0.0,0.5,0.0,0.5
71,2019-10-27,Portland Trail Blazers,121,Dallas Mavericks,119,False,Portland Trail Blazers,1.0,0.5,1.0,0.5
72,2019-10-27,Miami Heat,109,Minnesota Timberwolves,116,True,Minnesota Timberwolves,1.0,1.0,1.0,1.0
73,2019-10-27,Charlotte Hornets,101,Los Angeles Lakers,120,True,Los Angeles Lakers,0.5,0.5,0.5,0.5
74,2019-10-27,Golden State Warriors,92,Oklahoma City Thunder,120,True,Oklahoma City Thunder,0.0,0.0,0.0,0.0
80,2019-10-28,Philadelphia 76ers,105,Atlanta Hawks,103,False,Philadelphia 76ers,1.0,1.0,1.0,1.0
81,2019-10-28,Indiana Pacers,94,Detroit Pistons,96,True,Detroit Pistons,0.3333333333333333,0.0,0.3333333333333333,0.0
82,2019-10-28,Chicago Bulls,98,New York Knicks,105,True,New York Knicks,0.0,0.3333333333333333,0.0,0.3333333333333333
83,2019-10-28,Orlando Magic,95,Toronto Raptors,104,True,Toronto Raptors,0.6666666666666666,0.5,0.6666666666666666,0.5
84,2019-10-28,Cleveland Cavaliers,112,Milwaukee Bucks,129,True,Milwaukee Bucks,0.5,0.5,0.5,0.5
85,2019-10-28,Golden State Warriors,134,New Orleans Pelicans,123,False,Golden State Warriors,0.0,0.0,0.0,0.0
86,2019-10-28,Oklahoma City Thunder,112,Houston Rockets,116,True,Houston Rockets,0.5,0.3333333333333333,0.5,0.3333333333333333
87,2019-10-28,Portland Trail Blazers,110,San Antonio Spurs,113,True,San Antonio Spurs,1.0,0.6666666666666666,1.0,0.6666666666666666
88,2019-10-28,Utah Jazz,96,Phoenix Suns,95,False,Utah Jazz,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
89,2019-10-28,Denver Nuggets,101,Sacramento Kings,94,False,Denver Nuggets,0.0,1.0,0.0,1.0
90,2019-10-28,Charlotte Hornets,96,Los Angeles Clippers,111,True,Los Angeles Clippers,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
102,2019-10-29,Dallas Mavericks,109,Denver Nuggets,106,False,Dallas Mavericks,1.0,0.6666666666666666,1.0,0.6666666666666666
103,2019-10-29,Memphis Grizzlies,91,Los Angeles Lakers,120,True,Los Angeles Lakers,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
105,2019-10-29,Atlanta Hawks,97,Miami Heat,112,True,Miami Heat,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
108,2019-10-30,New York Knicks,83,Orlando Magic,95,True,Orlando Magic,0.3333333333333333,0.25,0.3333333333333333,0.25
109,2019-10-30,Chicago Bulls,111,Cleveland Cavaliers,117,True,Cleveland Cavaliers,0.3333333333333333,0.25,0.3333333333333333,0.25
110,2019-10-30,Indiana Pacers,118,Brooklyn Nets,108,False,Indiana Pacers,0.3333333333333333,0.0,0.3333333333333333,0.0
111,2019-10-30,Milwaukee Bucks,105,Boston Celtics,116,True,Boston Celtics,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
112,2019-10-30,Detroit Pistons,113,Toronto Raptors,125,True,Toronto Raptors,0.75,0.5,0.75,0.5
113,2019-10-30,Portland Trail Blazers,102,Oklahoma City Thunder,99,False,Portland Trail Blazers,0.25,0.5,0.25,0.5
114,2019-10-30,Minnesota Timberwolves,95,Philadelphia 76ers,117,True,Philadelphia 76ers,1.0,1.0,1.0,1.0
115,2019-10-30,Houston Rockets,159,Washington Wizards,158,False,Houston Rockets,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
116,2019-10-30,Charlotte Hornets,118,Sacramento Kings,111,False,Charlotte Hornets,0.0,0.25,0.0,0.25
118,2019-10-30,Los Angeles Clippers,96,Utah Jazz,110,True,Utah Jazz,0.75,0.75,0.75,0.75
125,2019-10-30,Phoenix Suns,121,Golden State Warriors,110,False,Phoenix Suns,0.3333333333333333,0.5,0.3333333333333333,0.5
130,2019-10-31,Miami Heat,106,Atlanta Hawks,97,False,Miami Heat,0.5,0.75,0.5,0.75
131,2019-10-31,San Antonio Spurs,97,Los Angeles Clippers,103,True,Los Angeles Clippers,0.6,1.0,0.6,1.0
133,2019-10-31,Denver Nuggets,107,New Orleans Pelicans,122,True,New Orleans Pelicans,0.0,0.75,0.0,0.75
136,2019-11-01,Houston Rockets,116,Brooklyn Nets,123,True,Brooklyn Nets,0.25,0.75,0.25,0.75
137,2019-11-01,Cleveland Cavaliers,95,Indiana Pacers,102,True,Indiana Pacers,0.25,0.5,0.25,0.5
138,2019-11-01,Milwaukee Bucks,123,Orlando Magic,91,False,Milwaukee Bucks,0.5,0.5,0.5,0.5
139,2019-11-01,New York Knicks,102,Boston Celtics,104,True,Boston Celtics,0.75,0.2,0.75,0.2
140,2019-11-01,Detroit Pistons,106,Chicago Bulls,112,True,Chicago Bulls,0.2,0.4,0.2,0.4
141,2019-11-01,Los Angeles Lakers,119,Dallas Mavericks,110,False,Los Angeles Lakers,0.75,0.75,0.75,0.75
142,2019-11-01,Utah Jazz,101,Sacramento Kings,102,True,Sacramento Kings,0.0,0.8,0.0,0.8
143,2019-11-01,San Antonio Spurs,127,Golden State Warriors,110,False,San Antonio Spurs,0.25,0.75,0.25,0.75
144,2019-11-02,New Orleans Pelicans,104,Oklahoma City Thunder,115,True,Oklahoma City Thunder,0.2,0.2,0.2,0.2
145,2019-11-02,Brooklyn Nets,109,Detroit Pistons,113,True,Detroit Pistons,0.3333333333333333,0.4,0.2,0.4
146,2019-11-02,Phoenix Suns,114,Memphis Grizzlies,105,False,Phoenix Suns,0.25,0.6,0.25,0.6
147,2019-11-02,Denver Nuggets,91,Orlando Magic,87,False,Denver Nuggets,0.4,0.6,0.4,0.6
148,2019-11-02,Minnesota Timberwolves,131,Washington Wizards,109,False,Minnesota Timberwolves,0.25,0.75,0.25,0.75
149,2019-11-02,Toronto Raptors,105,Milwaukee Bucks,115,True,Milwaukee Bucks,0.6,0.8,0.6,0.8
150,2019-11-02,Philadelphia 76ers,129,Portland Trail Blazers,128,False,Philadelphia 76ers,0.6,1.0,0.6,1.0
151,2019-11-02,Charlotte Hornets,93,Golden State Warriors,87,False,Charlotte Hornets,0.2,0.4,0.2,0.4
152,2019-11-03,Houston Rockets,100,Miami Heat,129,True,Miami Heat,0.8,0.6,0.8,0.6
153,2019-11-03,Sacramento Kings,113,New York Knicks,92,False,Sacramento Kings,0.16666666666666666,0.16666666666666666,0.2,0.2
154,2019-11-03,Los Angeles Lakers,103,San Antonio Spurs,96,False,Los Angeles Lakers,0.8,0.8,0.8,0.8
155,2019-11-03,Dallas Mavericks,131,Cleveland Cavaliers,111,False,Dallas Mavericks,0.4,0.6,0.4,0.6
156,2019-11-03,Utah Jazz,94,Los Angeles Clippers,105,True,Los Angeles Clippers,0.6666666666666666,0.6666666666666666,0.6,0.6
157,2019-11-03,Chicago Bulls,95,Indiana Pacers,108,True,Indiana Pacers,0.4,0.3333333333333333,0.4,0.4
158,2019-11-04,Portland Trail Blazers,118,Golden State Warriors,127,True,Golden State Warriors,0.16666666666666666,0.5,0.2,0.6
159,2019-11-04,Philadelphia 76ers,109,Phoenix Suns,114,True,Phoenix Suns,0.6666666666666666,1.0,0.6,1.0
160,2019-11-04,New Orleans Pelicans,125,Brooklyn Nets,135,True,Brooklyn Nets,0.3333333333333333,0.16666666666666666,0.4,0.2
161,2019-11-04,Detroit Pistons,99,Washington Wizards,115,True,Washington Wizards,0.2,0.42857142857142855,0.2,0.4
162,2019-11-04,Houston Rockets,107,Memphis Grizzlies,100,False,Houston Rockets,0.2,0.5,0.2,0.6
163,2019-11-04,Milwaukee Bucks,134,Minnesota Timberwolves,106,False,Milwaukee Bucks,0.8,0.6666666666666666,0.8,0.6
164,2019-11-05,Indiana Pacers,120,Charlotte Hornets,122,True,Charlotte Hornets,0.5,0.5,0.4,0.6
165,2019-11-05,Boston Celtics,119,Cleveland Cavaliers,113,False,Boston Celtics,0.3333333333333333,0.8,0.4,0.8
166,2019-11-05,San Antonio Spurs,100,Atlanta Hawks,108,True,Atlanta Hawks,0.4,0.6666666666666666,0.4,0.6
167,2019-11-05,Los Angeles Lakers,118,Chicago Bulls,112,False,Los Angeles Lakers,0.2857142857142857,0.8333333333333334,0.2,1.0
168,2019-11-05,Orlando Magic,94,Oklahoma City Thunder,102,True,Oklahoma City Thunder,0.3333333333333333,0.3333333333333333,0.4,0.2
169,2019-11-05,Miami Heat,89,Denver Nuggets,109,True,Denver Nuggets,0.6666666666666666,0.8333333333333334,0.6,0.8
170,2019-11-06,Milwaukee Bucks,129,Los Angeles Clippers,124,False,Milwaukee Bucks,0.7142857142857143,0.7142857142857143,0.6,0.8
171,2019-11-06,Philadelphia 76ers,104,Utah Jazz,106,True,Utah Jazz,0.5714285714285714,0.8333333333333334,0.6,0.8
172,2019-11-06,Washington Wizards,106,Indiana Pacers,121,True,Indiana Pacers,0.42857142857142855,0.3333333333333333,0.6,0.4
173,2019-11-06,Chicago Bulls,113,Atlanta Hawks,93,False,Chicago Bulls,0.5,0.25,0.4,0.2
174,2019-11-06,Golden State Warriors,112,Houston Rockets,129,True,Houston Rockets,0.5714285714285714,0.2857142857142857,0.6,0.4
175,2019-11-06,Sacramento Kings,120,Toronto Raptors,124,True,Toronto Raptors,0.6666666666666666,0.2857142857142857,0.6,0.4
176,2019-11-06,Minnesota Timberwolves,121,Memphis Grizzlies,137,True,Memphis Grizzlies,0.16666666666666666,0.6666666666666666,0.2,0.6
177,2019-11-06,New York Knicks,102,Detroit Pistons,122,True,Detroit Pistons,0.375,0.14285714285714285,0.4,0.2
178,2019-11-06,Orlando Magic,106,Dallas Mavericks,107,True,Dallas Mavericks,0.6666666666666666,0.2857142857142857,0.6,0.2
179,2019-11-07,Boston Celtics,108,Charlotte Hornets,87,False,Boston Celtics,0.5714285714285714,0.8333333333333334,0.6,1.0
180,2019-11-07,Oklahoma City Thunder,112,San Antonio Spurs,121,True,San Antonio Spurs,0.5714285714285714,0.42857142857142855,0.4,0.6
181,2019-11-07,Miami Heat,124,Phoenix Suns,108,False,Miami Heat,0.7142857142857143,0.7142857142857143,0.8,0.6
182,2019-11-07,Portland Trail Blazers,101,Los Angeles Clippers,107,True,Los Angeles Clippers,0.625,0.42857142857142855,0.6,0.4
183,2019-11-08,Miami Heat,80,Los Angeles Lakers,95,True,Los Angeles Lakers,0.8571428571428571,0.75,1.0,0.8
184,2019-11-08,Brooklyn Nets,119,Portland Trail Blazers,115,False,Brooklyn Nets,0.375,0.42857142857142855,0.2,0.4
185,2019-11-08,Milwaukee Bucks,100,Utah Jazz,103,True,Utah Jazz,0.625,0.75,0.6,0.8
186,2019-11-08,New York Knicks,106,Dallas Mavericks,102,False,New York Knicks,0.7142857142857143,0.125,0.6,0.2
187,2019-11-08,Toronto Raptors,122,New Orleans Pelicans,104,False,Toronto Raptors,0.14285714285714285,0.7142857142857143,0.2,0.8
188,2019-11-08,Philadelphia 76ers,97,Denver Nuggets,100,True,Denver Nuggets,0.7142857142857143,0.7142857142857143,0.6,0.6
189,2019-11-08,Sacramento Kings,121,Atlanta Hawks,109,False,Sacramento Kings,0.42857142857142855,0.25,0.2,0.4
190,2019-11-08,Cleveland Cavaliers,113,Washington Wizards,100,False,Cleveland Cavaliers,0.2857142857142857,0.2857142857142857,0.2,0.2
191,2019-11-08,Memphis Grizzlies,86,Orlando Magic,118,True,Orlando Magic,0.25,0.2857142857142857,0.2,0.4
192,2019-11-08,Detroit Pistons,106,Indiana Pacers,112,True,Indiana Pacers,0.5,0.4444444444444444,0.8,0.4
193,2019-11-08,Golden State Warriors,119,Minnesota Timberwolves,125,True,Minnesota Timberwolves,0.5714285714285714,0.25,0.4,0.2
194,2019-11-09,New Orleans Pelicans,115,Charlotte Hornets,110,False,New Orleans Pelicans,0.5,0.125,0.6,0.2
195,2019-11-09,Houston Rockets,117,Chicago Bulls,94,False,Houston Rockets,0.3333333333333333,0.625,0.4,0.6
196,2019-11-09,Dallas Mavericks,138,Memphis Grizzlies,122,False,Dallas Mavericks,0.25,0.625,0.2,0.6
197,2019-11-09,Golden State Warriors,108,Oklahoma City Thunder,114,True,Oklahoma City Thunder,0.375,0.2222222222222222,0.4,0.2
198,2019-11-09,Boston Celtics,135,San Antonio Spurs,115,False,Boston Celtics,0.625,0.8571428571428571,0.4,1.0
199,2019-11-10,Atlanta Hawks,113,Portland Trail Blazers,124,True,Portland Trail Blazers,0.3333333333333333,0.375,0.2,0.2
200,2019-11-10,Toronto Raptors,113,Los Angeles Lakers,104,False,Toronto Raptors,0.875,0.75,1.0,0.8
201,2019-11-10,Brooklyn Nets,112,Phoenix Suns,138,True,Phoenix Suns,0.625,0.5,0.6,0.6
202,2019-11-10,Indiana Pacers,109,Orlando Magic,102,False,Indiana Pacers,0.3333333333333333,0.5555555555555556,0.2,0.8
203,2019-11-10,Milwaukee Bucks,121,Oklahoma City Thunder,119,False,Milwaukee Bucks,0.4444444444444444,0.6666666666666666,0.6,0.8
204,2019-11-10,Charlotte Hornets,106,Philadelphia 76ers,114,True,Philadelphia 76ers,0.625,0.4444444444444444,0.4,0.6
205,2019-11-10,Denver Nuggets,100,Minnesota Timberwolves,98,False,Denver Nuggets,0.625,0.75,0.4,0.6
206,2019-11-10,Cleveland Cavaliers,108,New York Knicks,87,False,Cleveland Cavaliers,0.2222222222222222,0.375,0.2,0.4
207,2019-11-11,Minnesota Timberwolves,120,Detroit Pistons,114,False,Minnesota Timberwolves,0.4,0.5555555555555556,0.4,0.4
208,2019-11-11,Dallas Mavericks,106,Boston Celtics,116,True,Boston Celtics,0.875,0.6666666666666666,1.0,0.6
209,2019-11-11,Memphis Grizzlies,113,San Antonio Spurs,109,False,Memphis Grizzlies,0.5555555555555556,0.2222222222222222,0.4,0.2
210,2019-11-11,Houston Rockets,122,New Orleans Pelicans,116,False,Houston Rockets,0.2222222222222222,0.6666666666666666,0.4,0.6
211,2019-11-11,Utah Jazz,122,Golden State Warriors,108,False,Utah Jazz,0.2,0.6666666666666666,0.2,0.6
212,2019-11-11,Toronto Raptors,88,Los Angeles Clippers,98,True,Los Angeles Clippers,0.6666666666666666,0.7777777777777778,0.6,0.8
213,2019-11-12,Oklahoma City Thunder,85,Indiana Pacers,111,True,Indiana Pacers,0.6,0.4,0.8,0.6
214,2019-11-12,Cleveland Cavaliers,97,Philadelphia 76ers,98,True,Philadelphia 76ers,0.6666666666666666,0.4444444444444444,0.4,0.4
215,2019-11-12,Detroit Pistons,108,Miami Heat,117,True,Miami Heat,0.6666666666666666,0.36363636363636365,0.6,0.4
216,2019-11-12,Atlanta Hawks,125,Denver Nuggets,121,False,Atlanta Hawks,0.7777777777777778,0.3333333333333333,0.8,0.2
217,2019-11-12,New York Knicks,102,Chicago Bulls,120,True,Chicago Bulls,0.3,0.2,0.4,0.2
218,2019-11-12,Brooklyn Nets,114,Utah Jazz,119,True,Utah Jazz,0.7,0.4444444444444444,0.6,0.6
219,2019-11-12,Portland Trail Blazers,99,Sacramento Kings,107,True,Sacramento Kings,0.3333333333333333,0.4,0.6,0.2
220,2019-11-12,Los Angeles Lakers,123,Phoenix Suns,115,False,Los Angeles Lakers,0.6666666666666666,0.7777777777777778,0.8,0.8
221,2019-11-13,Toronto Raptors,114,Portland Trail Blazers,106,False,Toronto Raptors,0.36363636363636365,0.7,0.2,0.6
222,2019-11-13,Golden State Warriors,94,Los Angeles Lakers,120,True,Los Angeles Lakers,0.8,0.18181818181818182,0.8,0.2
223,2019-11-13,Washington Wizards,133,Boston Celtics,140,True,Boston Celtics,0.8888888888888888,0.25,1.0,0.2
224,2019-11-13,Los Angeles Clippers,93,Houston Rockets,102,True,Houston Rockets,0.7,0.7,0.8,0.8
225,2019-11-13,Philadelphia 76ers,97,Orlando Magic,112,True,Orlando Magic,0.3,0.7,0.2,0.4
226,2019-11-13,San Antonio Spurs,114,Minnesota Timberwolves,129,True,Minnesota Timberwolves,0.6,0.5,0.4,0.2
227,2019-11-13,Memphis Grizzlies,119,Charlotte Hornets,117,False,Memphis Grizzlies,0.4,0.3,0.4,0.4
228,2019-11-14,Brooklyn Nets,93,Denver Nuggets,101,True,Denver Nuggets,0.7,0.4,0.8,0.4
229,2019-11-14,Atlanta Hawks,112,Phoenix Suns,128,True,Phoenix Suns,0.6,0.4,0.6,0.4
230,2019-11-14,Dallas Mavericks,103,New York Knicks,106,True,New York Knicks,0.18181818181818182,0.6,0.2,0.6
231,2019-11-14,Chicago Bulls,115,Milwaukee Bucks,124,True,Milwaukee Bucks,0.7,0.36363636363636365,0.8,0.4
232,2019-11-14,Miami Heat,108,Cleveland Cavaliers,97,False,Miami Heat,0.4,0.7,0.4,0.6
233,2019-11-14,Los Angeles Clippers,127,New Orleans Pelicans,132,True,New Orleans Pelicans,0.2,0.6363636363636364,0.2,0.6
234,2019-11-15,San Antonio Spurs,109,Orlando Magic,111,True,Orlando Magic,0.36363636363636365,0.45454545454545453,0.4,0.2
235,2019-11-15,Indiana Pacers,102,Houston Rockets,111,True,Houston Rockets,0.7272727272727273,0.6363636363636364,1.0,0.8
236,2019-11-15,Utah Jazz,106,Memphis Grizzlies,107,True,Memphis Grizzlies,0.36363636363636365,0.7272727272727273,0.6,0.8
237,2019-11-15,Washington Wizards,137,Minnesota Timberwolves,116,False,Washington Wizards,0.6363636363636364,0.2222222222222222,0.6,0.2
238,2019-11-15,Philadelphia 76ers,119,Oklahoma City Thunder,127,True,Oklahoma City Thunder,0.36363636363636365,0.6363636363636364,0.4,0.4
239,2019-11-15,Boston Celtics,105,Golden State Warriors,100,False,Boston Celtics,0.16666666666666666,0.9,0.0,1.0
240,2019-11-15,Sacramento Kings,97,Los Angeles Lakers,99,True,Los Angeles Lakers,0.8181818181818182,0.4,0.8,0.8
241,2019-11-15,Detroit Pistons,106,Charlotte Hornets,109,True,Charlotte Hornets,0.36363636363636365,0.3333333333333333,0.2,0.2
242,2019-11-16,Charlotte Hornets,103,New York Knicks,102,False,Charlotte Hornets,0.25,0.4166666666666667,0.4,0.2
243,2019-11-16,Brooklyn Nets,117,Chicago Bulls,111,False,Brooklyn Nets,0.3333333333333333,0.36363636363636365,0.4,0.4
244,2019-11-16,Portland Trail Blazers,121,San Antonio Spurs,116,False,Portland Trail Blazers,0.4166666666666667,0.3333333333333333,0.2,0.2
245,2019-11-16,Toronto Raptors,102,Dallas Mavericks,110,True,Dallas Mavericks,0.5454545454545454,0.7272727272727273,0.4,0.8
246,2019-11-16,Houston Rockets,125,Minnesota Timberwolves,105,False,Houston Rockets,0.5833333333333334,0.75,0.6,1.0
247,2019-11-16,New Orleans Pelicans,94,Miami Heat,109,True,Miami Heat,0.7272727272727273,0.2727272727272727,0.6,0.4
248,2019-11-16,Milwaukee Bucks,102,Indiana Pacers,83,False,Milwaukee Bucks,0.5833333333333334,0.7272727272727273,0.8,0.8
249,2019-11-16,Atlanta Hawks,101,Los Angeles Clippers,150,True,Los Angeles Clippers,0.5833333333333334,0.36363636363636365,0.4,0.2
250,2019-11-17,Atlanta Hawks,101,Los Angeles Lakers,122,True,Los Angeles Lakers,0.8333333333333334,0.3333333333333333,0.8,0.2
251,2019-11-17,Golden State Warriors,100,New Orleans Pelicans,108,True,New Orleans Pelicans,0.25,0.15384615384615385,0.4,0.0
252,2019-11-17,Washington Wizards,121,Orlando Magic,125,True,Orlando Magic,0.4166666666666667,0.3,0.6,0.4
253,2019-11-17,Denver Nuggets,131,Memphis Grizzlies,114,False,Denver Nuggets,0.4166666666666667,0.7272727272727273,0.6,0.8
254,2019-11-17,Boston Celtics,99,Sacramento Kings,100,True,Sacramento Kings,0.36363636363636365,0.9090909090909091,0.6,1.0
255,2019-11-17,Philadelphia 76ers,114,Cleveland Cavaliers,95,False,Philadelphia 76ers,0.36363636363636365,0.5833333333333334,0.4,0.4
256,2019-11-18,Indiana Pacers,115,Brooklyn Nets,86,False,Indiana Pacers,0.4166666666666667,0.5384615384615384,0.4,0.6
257,2019-11-18,Oklahoma City Thunder,88,Los Angeles Clippers,90,True,Los Angeles Clippers,0.6153846153846154,0.4166666666666667,0.6,0.4
258,2019-11-18,Cleveland Cavaliers,105,New York Knicks,123,True,New York Knicks,0.23076923076923078,0.3333333333333333,0.4,0.4
259,2019-11-18,Charlotte Hornets,96,Toronto Raptors,132,True,Toronto Raptors,0.6666666666666666,0.46153846153846156,0.6,0.4
260,2019-11-18,Milwaukee Bucks,115,Chicago Bulls,101,False,Milwaukee Bucks,0.3076923076923077,0.75,0.4,0.8
261,2019-11-18,Portland Trail Blazers,108,Houston Rockets,132,True,Houston Rockets,0.7692307692307693,0.38461538461538464,1.0,0.4
262,2019-11-18,San Antonio Spurs,110,Dallas Mavericks,117,True,Dallas Mavericks,0.5833333333333334,0.38461538461538464,0.4,0.0
263,2019-11-18,Boston Celtics,99,Phoenix Suns,85,False,Boston Celtics,0.6363636363636364,0.8333333333333334,0.6,0.8
264,2019-11-18,Minnesota Timberwolves,112,Utah Jazz,102,False,Minnesota Timberwolves,0.6666666666666666,0.5384615384615384,0.8,0.4
265,2019-11-19,Phoenix Suns,116,Sacramento Kings,120,True,Sacramento Kings,0.4166666666666667,0.5833333333333334,0.6,0.4
266,2019-11-19,Portland Trail Blazers,104,New Orleans Pelicans,115,True,New Orleans Pelicans,0.3076923076923077,0.35714285714285715,0.6,0.4
267,2019-11-19,Oklahoma City Thunder,107,Los Angeles Lakers,112,True,Los Angeles Lakers,0.8461538461538461,0.38461538461538464,0.8,0.4
268,2019-11-19,Golden State Warriors,114,Memphis Grizzlies,95,False,Golden State Warriors,0.38461538461538464,0.14285714285714285,0.6,0.0
269,2019-11-20,Orlando Magic,97,Toronto Raptors,113,True,Toronto Raptors,0.6923076923076923,0.46153846153846156,0.6,0.8
270,2019-11-20,Boston Celtics,104,Los Angeles Clippers,107,True,Los Angeles Clippers,0.6428571428571429,0.8461538461538461,0.6,0.8
271,2019-11-20,Houston Rockets,95,Denver Nuggets,105,True,Denver Nuggets,0.75,0.7857142857142857,0.8,1.0
272,2019-11-20,Utah Jazz,103,Minnesota Timberwolves,95,False,Utah Jazz,0.5714285714285714,0.6153846153846154,0.6,0.6
273,2019-11-20,Detroit Pistons,89,Chicago Bulls,109,True,Chicago Bulls,0.2857142857142857,0.3076923076923077,0.2,0.2
274,2019-11-20,Cleveland Cavaliers,100,Miami Heat,124,True,Miami Heat,0.75,0.3076923076923077,0.8,0.2
275,2019-11-20,San Antonio Spurs,132,Washington Wizards,138,True,Washington Wizards,0.2727272727272727,0.35714285714285715,0.2,0.0
276,2019-11-20,Charlotte Hornets,91,Brooklyn Nets,101,True,Brooklyn Nets,0.38461538461538464,0.42857142857142855,0.2,0.4
277,2019-11-20,Milwaukee Bucks,135,Atlanta Hawks,127,False,Milwaukee Bucks,0.3076923076923077,0.7692307692307693,0.2,0.8
278,2019-11-20,New York Knicks,104,Philadelphia 76ers,109,True,Philadelphia 76ers,0.6153846153846154,0.2857142857142857,0.6,0.4
279,2019-11-20,Golden State Warriors,94,Dallas Mavericks,142,True,Dallas Mavericks,0.6153846153846154,0.2,0.6,0.2
280,2019-11-21,Portland Trail Blazers,129,Milwaukee Bucks,137,True,Milwaukee Bucks,0.7857142857142857,0.3333333333333333,1.0,0.2
