DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,HOME_WIN,WINNING_TEAM,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2017-10-17,Boston Celtics,99,Cleveland Cavaliers,102,True,Cleveland Cavaliers,0.5,0.5,0.5,0.5
2017-10-17,Houston Rockets,122,Golden State Warriors,121,False,Houston Rockets,0.5,0.5,0.5,0.5
2017-10-18,Charlotte Hornets,90,Detroit Pistons,102,True,Detroit Pistons,0.5,0.5,0.5,0.5
2017-10-18,Brooklyn Nets,131,Indiana Pacers,140,True,Indiana Pacers,0.5,0.5,0.5,0.5
2017-10-18,Miami Heat,109,Orlando Magic,116,True,Orlando Magic,0.5,0.5,0.5,0.5
2017-10-18,Philadelphia 76ers,115,Washington Wizards,120,True,Washington Wizards,0.5,0.5,0.5,0.5
2017-10-18,Milwaukee Bucks,108,Boston Celtics,100,False,Milwaukee Bucks,0.0,0.5,0.0,0.5
2017-10-18,New Orleans Pelicans,91,Memphis Grizzlies,103,True,Memphis Grizzlies,0.5,0.5,0.5,0.5
2017-10-18,Atlanta Hawks,117,Dallas Mavericks,111,False,Atlanta Hawks,0.5,0.5,0.5,0.5
2017-10-18,Denver Nuggets,96,Utah Jazz,106,True,Utah Jazz,0.5,0.5,0.5,0.5
2017-10-18,Minnesota Timberwolves,99,San Antonio Spurs,107,True,San Antonio Spurs,0.5,0.5,0.5,0.5
2017-10-18,Portland Trail Blazers,124,Phoenix Suns,76,False,Portland Trail Blazers,0.5,0.5,0.5,0.5
2017-10-18,Houston Rockets,105,Sacramento Kings,100,False,Houston Rockets,0.5,1.0,0.5,1.0
2017-10-19,Chicago Bulls,100,Toronto Raptors,117,True,Toronto Raptors,0.5,0.5,0.5,0.5
2017-10-19,New York Knicks,84,Oklahoma City Thunder,105,True,Oklahoma City Thunder,0.5,0.5,0.5,0.5
2017-10-19,Los Angeles Clippers,108,Los Angeles Lakers,92,False,Los Angeles Clippers,0.5,0.5,0.5,0.5
2017-10-20,Atlanta Hawks,91,Charlotte Hornets,109,True,Charlotte Hornets,0.0,1.0,0.0,1.0
2017-10-20,Portland Trail Blazers,114,Indiana Pacers,96,False,Portland Trail Blazers,1.0,1.0,1.0,1.0
2017-10-20,Cleveland Cavaliers,116,Milwaukee Bucks,97,False,Cleveland Cavaliers,1.0,1.0,1.0,1.0
2017-10-20,Boston Celtics,102,Philadelphia 76ers,92,False,Boston Celtics,0.0,0.0,0.0,0.0
2017-10-20,Detroit Pistons,111,Washington Wizards,115,True,Washington Wizards,1.0,1.0,1.0,1.0
2017-10-20,Orlando Magic,121,Brooklyn Nets,126,True,Brooklyn Nets,0.0,1.0,0.0,1.0
2017-10-20,Utah Jazz,97,Minnesota Timberwolves,100,True,Minnesota Timberwolves,0.0,1.0,0.0,1.0
2017-10-20,Sacramento Kings,93,Dallas Mavericks,88,False,Sacramento Kings,0.0,0.0,0.0,0.0
2017-10-20,Golden State Warriors,128,New Orleans Pelicans,120,False,Golden State Warriors,0.0,0.0,0.0,0.0
2017-10-20,Los Angeles Lakers,132,Phoenix Suns,130,False,Los Angeles Lakers,0.0,0.0,0.0,0.0
2017-10-21,Philadelphia 76ers,94,Toronto Raptors,128,True,Toronto Raptors,1.0,0.0,1.0,0.0
2017-10-21,San Antonio Spurs,87,Chicago Bulls,77,False,San Antonio Spurs,0.0,1.0,0.0,1.0
2017-10-21,Orlando Magic,114,Cleveland Cavaliers,93,False,Orlando Magic,1.0,0.5,1.0,0.5
2017-10-21,Dallas Mavericks,91,Houston Rockets,107,True,Houston Rockets,1.0,0.0,1.0,0.0
