DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,HOME_WIN,WINNING_TEAM,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2010-10-26,Miami Heat,80,Boston Celtics,88,True,Boston Celtics,0.5,0.5,0.5,0.5
2010-10-26,Phoenix Suns,92,Portland Trail Blazers,106,True,Portland Trail Blazers,0.5,0.5,0.5,0.5
2010-10-26,Houston Rockets,110,Los Angeles Lakers,112,True,Los Angeles Lakers,0.5,0.5,0.5,0.5
2010-10-27,Boston Celtics,87,Cleveland Cavaliers,95,True,Cleveland Cavaliers,0.5,1.0,0.5,1.0
2010-10-27,New York Knicks,98,Toronto Raptors,93,False,New York Knicks,0.5,0.5,0.5,0.5
2010-10-27,Miami Heat,97,Philadelphia 76ers,87,False,Miami Heat,0.5,0.0,0.5,0.0
2010-10-27,Detroit Pistons,98,Brooklyn Nets,101,True,Brooklyn Nets,0.5,0.5,0.5,0.5
2010-10-27,Chicago Bulls,95,Oklahoma City Thunder,106,True,Oklahoma City Thunder,0.5,0.5,0.5,0.5
2010-10-27,Milwaukee Bucks,91,New Orleans Pelicans,95,True,New Orleans Pelicans,0.5,0.5,0.5,0.5
2010-10-27,Sacramento Kings,117,Minnesota Timberwolves,116,False,Sacramento Kings,0.5,0.5,0.5,0.5
2010-10-27,Atlanta Hawks,119,Memphis Grizzlies,104,False,Atlanta Hawks,0.5,0.5,0.5,0.5
2010-10-27,Indiana Pacers,109,San Antonio Spurs,122,True,San Antonio Spurs,0.5,0.5,0.5,0.5
2010-10-27,Charlotte Hornets,86,Dallas Mavericks,101,True,Dallas Mavericks,0.5,0.5,0.5,0.5
2010-10-27,Utah Jazz,88,Denver Nuggets,110,True,Denver Nuggets,0.5,0.5,0.5,0.5
2010-10-27,Portland Trail Blazers,98,Los Angeles Clippers,88,False,Portland Trail Blazers,0.5,1.0,0.5,1.0
