DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,HOME_WIN,WINNING_TEAM,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2009-10-27,Boston Celtics,95,Cleveland Cavaliers,89,False,Boston Celtics,0.5,0.5,0.5,0.5
2009-10-27,Washington Wizards,102,Dallas Mavericks,91,False,Washington Wizards,0.5,0.5,0.5,0.5
2009-10-27,Houston Rockets,87,Portland Trail Blazers,96,True,Portland Trail Blazers,0.5,0.5,0.5,0.5
2009-10-27,Los Angeles Clippers,92,Los Angeles Lakers,99,True,Los Angeles Lakers,0.5,0.5,0.5,0.5
2009-10-28,Indiana Pacers,109,Atlanta Hawks,120,True,Atlanta Hawks,0.5,0.5,0.5,0.5
2009-10-28,Cleveland Cavaliers,91,Toronto Raptors,101,True,Toronto Raptors,0.5,0.0,0.5,0.0
2009-10-28,Philadelphia 76ers,106,Orlando Magic,120,True,Orlando Magic,0.5,0.5,0.5,0.5
2009-10-28,Charlotte Hornets,59,Boston Celtics,92,True,Boston Celtics,1.0,0.5,1.0,0.5
2009-10-28,New York Knicks,93,Miami Heat,115,True,Miami Heat,0.5,0.5,0.5,0.5
2009-10-28,Sacramento Kings,89,Oklahoma City Thunder,102,True,Oklahoma City Thunder,0.5,0.5,0.5,0.5
2009-10-28,New Orleans Pelicans,96,San Antonio Spurs,113,True,San Antonio Spurs,0.5,0.5,0.5,0.5
2009-10-28,Brooklyn Nets,93,Minnesota Timberwolves,95,True,Minnesota Timberwolves,0.5,0.5,0.5,0.5
2009-10-28,Detroit Pistons,96,Memphis Grizzlies,74,False,Detroit Pistons,0.5,0.5,0.5,0.5
2009-10-28,Phoenix Suns,109,Los Angeles Clippers,107,False,Phoenix Suns,0.0,0.5,0.0,0.5
2009-10-28,Houston Rockets,108,Golden State Warriors,107,False,Houston Rockets,0.5,0.0,0.5,0.0
2009-10-28,Utah Jazz,105,Denver Nuggets,114,True,Denver Nuggets,0.5,0.5,0.5,0.5
2009-10-29,San Antonio Spurs,85,Chicago Bulls,92,True,Chicago Bulls,0.5,1.0,0.5,1.0
2009-10-29,Denver Nuggets,97,Portland Trail Blazers,94,False,Denver Nuggets,1.0,1.0,1.0,1.0
2009-10-30,New York Knicks,100,Charlotte Hornets,102,True,Charlotte Hornets,0.0,0.0,0.0,0.0
2009-10-30,Milwaukee Bucks,86,Philadelphia 76ers,99,True,Philadelphia 76ers,0.0,0.5,0.0,0.5
2009-10-30,Washington Wizards,89,Atlanta Hawks,100,True,Atlanta Hawks,1.0,1.0,1.0,1.0
2009-10-30,Chicago Bulls,90,Boston Celtics,118,True,Boston Celtics,1.0,1.0,1.0,1.0
2009-10-30,Sacramento Kings,92,New Orleans Pelicans,97,True,New Orleans Pelicans,0.0,0.0,0.0,0.0
2009-10-30,Orlando Magic,95,Brooklyn Nets,85,False,Orlando Magic,0.0,1.0,0.0,1.0
2009-10-30,Cleveland Cavaliers,104,Minnesota Timberwolves,87,False,Cleveland Cavaliers,1.0,0.0,1.0,0.0
2009-10-30,Toronto Raptors,107,Memphis Grizzlies,115,True,Memphis Grizzlies,0.0,1.0,0.0,1.0
2009-10-30,Miami Heat,96,Indiana Pacers,83,False,Miami Heat,0.0,1.0,0.0,1.0
2009-10-30,Oklahoma City Thunder,91,Detroit Pistons,83,False,Oklahoma City Thunder,1.0,1.0,1.0,1.0
2009-10-30,Los Angeles Clippers,98,Utah Jazz,111,True,Utah Jazz,0.0,0.0,0.0,0.0
2009-10-30,Golden State Warriors,101,Phoenix Suns,123,True,Phoenix Suns,1.0,0.0,1.0,0.0
