DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS,HOME_WIN,WINNING_TEAM,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2015-10-27,Cleveland Cavaliers,95,Chicago Bulls,97,True,Chicago Bulls,0.5,0.5,0.5,0.5
2015-10-27,Detroit Pistons,106,Atlanta Hawks,94,False,Detroit Pistons,0.5,0.5,0.5,0.5
2015-10-27,New Orleans Pelicans,95,Golden State Warriors,111,True,Golden State Warriors,0.5,0.5,0.5,0.5
2015-10-28,Washington Wizards,88,Orlando Magic,87,False,Washington Wizards,0.5,0.5,0.5,0.5
2015-10-28,Philadelphia 76ers,95,Boston Celtics,112,True,Boston Celtics,0.5,0.5,0.5,0.5
2015-10-28,Chicago Bulls,115,Brooklyn Nets,100,False,Chicago Bulls,0.5,1.0,0.5,1.0
2015-10-28,Utah Jazz,87,Detroit Pistons,92,True,Detroit Pistons,1.0,0.5,1.0,0.5
2015-10-28,Indiana Pacers,99,Toronto Raptors,106,True,Toronto Raptors,0.5,0.5,0.5,0.5
2015-10-28,Charlotte Hornets,94,Miami Heat,104,True,Miami Heat,0.5,0.5,0.5,0.5
2015-10-28,New York Knicks,122,Milwaukee Bucks,97,False,New York Knicks,0.5,0.5,0.5,0.5
2015-10-28,San Antonio Spurs,106,Oklahoma City Thunder,112,True,Oklahoma City Thunder,0.5,0.5,0.5,0.5
2015-10-28,Cleveland Cavaliers,106,Memphis Grizzlies,76,False,Cleveland Cavaliers,0.5,0.0,0.5,0.0
2015-10-28,Denver Nuggets,105,Houston Rockets,85,False,Denver Nuggets,0.5,0.5,0.5,0.5
2015-10-28,Dallas Mavericks,111,Phoenix Suns,95,False,Dallas Mavericks,0.5,0.5,0.5,0.5
2015-10-28,New Orleans Pelicans,94,Portland Trail Blazers,112,True,Portland Trail Blazers,0.5,0.0,0.5,0.0
2015-10-28,Los Angeles Clippers,111,Sacramento Kings,104,False,Los Angeles Clippers,0.5,0.5,0.5,0.5
2015-10-28,Minnesota Timberwolves,112,Los Angeles Lakers,111,False,Minnesota Timberwolves,0.5,0.5,0.5,0.5
2015-10-29,Memphis Grizzlies,112,Indiana Pacers,103,False,Memphis Grizzlies,0.0,0.0,0.0,0.0
2015-10-29,Atlanta Hawks,112,New York Knicks,101,False,Atlanta Hawks,1.0,0.0,1.0,0.0
2015-10-29,Dallas Mavericks,88,Los Angeles Clippers,104,True,Los Angeles Clippers,1.0,1.0,1.0,1.0
2015-10-30,Miami Heat,92,Cleveland Cavaliers,102,True,Cleveland Cavaliers,0.5,1.0,0.5,1.0
2015-10-30,Utah Jazz,99,Philadelphia 76ers,71,False,Utah Jazz,0.0,0.0,0.0,0.0
2015-10-30,Oklahoma City Thunder,139,Orlando Magic,136,False,Oklahoma City Thunder,0.0,1.0,0.0,1.0
2015-10-30,Toronto Raptors,113,Boston Celtics,103,False,Toronto Raptors,1.0,1.0,1.0,1.0
2015-10-30,Chicago Bulls,94,Detroit Pistons,98,True,Detroit Pistons,1.0,1.0,1.0,1.0
2015-10-30,Charlotte Hornets,94,Atlanta Hawks,97,True,Atlanta Hawks,0.5,0.0,0.5,0.0
2015-10-30,Washington Wizards,118,Milwaukee Bucks,113,False,Washington Wizards,0.0,1.0,0.0,1.0
2015-10-30,Brooklyn Nets,75,San Antonio Spurs,102,True,San Antonio Spurs,0.0,0.0,0.0,0.0
2015-10-30,Minnesota Timberwolves,95,Denver Nuggets,78,False,Minnesota Timberwolves,1.0,1.0,1.0,1.0
2015-10-30,Golden State Warriors,112,Houston Rockets,92,False,Golden State Warriors,0.0,1.0,0.0,1.0
2015-10-30,Los Angeles Lakers,114,Sacramento Kings,132,True,Sacramento Kings,0.0,0.0,0.0,0.0
2015-10-30,Portland Trail Blazers,92,Phoenix Suns,110,True,Phoenix Suns,0.0,1.0,0.0,1.0
2015-10-31,Utah Jazz,97,Indiana Pacers,76,False,Utah Jazz,0.0,0.5,0.0,0.5
2015-10-31,New York Knicks,117,Washington Wizards,110,False,New York Knicks,1.0,0.5,1.0,0.5
2015-10-31,Golden State Warriors,134,New Orleans Pelicans,120,False,Golden State Warriors,0.0,1.0,0.0,1.0
2015-10-31,Brooklyn Nets,91,Memphis Grizzlies,101,True,Memphis Grizzlies,0.5,0.0,0.5,0.0
2015-10-31,Phoenix Suns,101,Portland Trail Blazers,90,False,Phoenix Suns,0.5,0.5,0.5,0.5
2015-10-31,Sacramento Kings,109,Los Angeles Clippers,114,True,Los Angeles Clippers,1.0,0.5,1.0,0.5
2015-11-01,Atlanta Hawks,94,Charlotte Hornets,92,False,Atlanta Hawks,0.0,0.6666666666666666,0.0,0.6666666666666666
2015-11-01,San Antonio Spurs,95,Boston Celtics,87,False,San Antonio Spurs,0.5,0.5,0.5,0.5
2015-11-01,Houston Rockets,89,Miami Heat,109,True,Miami Heat,0.5,0.0,0.5,0.0
2015-11-01,Milwaukee Bucks,87,Toronto Raptors,106,True,Toronto Raptors,1.0,0.0,1.0,0.0
2015-11-01,Orlando Magic,87,Chicago Bulls,92,True,Chicago Bulls,0.6666666666666666,0.0,0.6666666666666666,0.0
2015-11-01,Denver Nuggets,93,Oklahoma City Thunder,117,True,Oklahoma City Thunder,1.0,0.5,1.0,0.5
2015-11-01,Dallas Mavericks,103,Los Angeles Lakers,93,False,Dallas Mavericks,0.0,0.5,0.0,0.5
2015-11-02,Cleveland Cavaliers,107,Philadelphia 76ers,100,False,Cleveland Cavaliers,0.0,0.6666666666666666,0.0,0.6666666666666666
2015-11-02,Milwaukee Bucks,103,Brooklyn Nets,96,False,Milwaukee Bucks,0.0,0.0,0.0,0.0
2015-11-02,San Antonio Spurs,94,New York Knicks,84,False,San Antonio Spurs,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2015-11-02,Oklahoma City Thunder,105,Houston Rockets,110,True,Houston Rockets,0.0,1.0,0.0,1.0
2015-11-02,Portland Trail Blazers,106,Minnesota Timberwolves,101,False,Portland Trail Blazers,1.0,0.3333333333333333,1.0,0.3333333333333333
2015-11-02,Memphis Grizzlies,69,Golden State Warriors,119,True,Golden State Warriors,1.0,0.6666666666666666,1.0,0.6666666666666666
2015-11-02,Phoenix Suns,96,Los Angeles Clippers,102,True,Los Angeles Clippers,1.0,0.6666666666666666,1.0,0.6666666666666666
2015-11-03,Chicago Bulls,105,Charlotte Hornets,130,True,Charlotte Hornets,0.0,0.75,0.0,0.75
2015-11-03,Indiana Pacers,94,Detroit Pistons,82,False,Indiana Pacers,1.0,0.0,1.0,0.0
2015-11-03,Atlanta Hawks,98,Miami Heat,92,False,Atlanta Hawks,0.6666666666666666,0.75,0.6666666666666666,0.75
2015-11-03,Orlando Magic,103,New Orleans Pelicans,94,False,Orlando Magic,0.0,0.0,0.0,0.0
2015-11-03,Toronto Raptors,102,Dallas Mavericks,91,False,Toronto Raptors,0.6666666666666666,1.0,0.6666666666666666,1.0
2015-11-03,Memphis Grizzlies,103,Sacramento Kings,89,False,Memphis Grizzlies,0.3333333333333333,0.5,0.3333333333333333,0.5
2015-11-03,Denver Nuggets,120,Los Angeles Lakers,109,False,Denver Nuggets,0.0,0.3333333333333333,0.0,0.3333333333333333
2015-11-04,Boston Celtics,98,Indiana Pacers,100,True,Indiana Pacers,0.25,0.3333333333333333,0.25,0.3333333333333333
2015-11-04,San Antonio Spurs,99,Washington Wizards,102,True,Washington Wizards,0.6666666666666666,0.75,0.6666666666666666,0.75
2015-11-04,Brooklyn Nets,87,Atlanta Hawks,101,True,Atlanta Hawks,0.8,0.0,0.8,0.0
2015-11-04,New York Knicks,86,Cleveland Cavaliers,96,True,Cleveland Cavaliers,0.75,0.5,0.75,0.5
2015-11-04,Orlando Magic,114,Houston Rockets,119,True,Houston Rockets,0.25,0.25,0.25,0.25
2015-11-04,Philadelphia 76ers,87,Milwaukee Bucks,91,True,Milwaukee Bucks,0.25,0.0,0.25,0.0
2015-11-04,Toronto Raptors,103,Oklahoma City Thunder,98,False,Toronto Raptors,0.75,1.0,0.75,1.0
2015-11-04,Sacramento Kings,97,Phoenix Suns,118,True,Phoenix Suns,0.5,0.25,0.5,0.25
2015-11-04,Portland Trail Blazers,108,Utah Jazz,92,False,Portland Trail Blazers,0.6666666666666666,0.5,0.6666666666666666,0.5
2015-11-04,Los Angeles Clippers,108,Golden State Warriors,112,True,Golden State Warriors,1.0,1.0,1.0,1.0
2015-11-05,Oklahoma City Thunder,98,Chicago Bulls,104,True,Chicago Bulls,0.6,0.6,0.6,0.6
2015-11-05,Miami Heat,96,Minnesota Timberwolves,84,False,Miami Heat,0.6666666666666666,0.5,0.6666666666666666,0.5
2015-11-05,Charlotte Hornets,108,Dallas Mavericks,94,False,Charlotte Hornets,0.5,0.25,0.5,0.25
2015-11-05,Utah Jazz,96,Denver Nuggets,84,False,Utah Jazz,0.5,0.5,0.5,0.5
2015-11-05,Memphis Grizzlies,96,Portland Trail Blazers,115,True,Portland Trail Blazers,0.6,0.6,0.6,0.6
2015-11-06,Toronto Raptors,87,Orlando Magic,92,True,Orlando Magic,0.2,1.0,0.2,1.0
2015-11-06,Washington Wizards,98,Boston Celtics,118,True,Boston Celtics,0.25,0.75,0.25,0.75
2015-11-06,Los Angeles Lakers,104,Brooklyn Nets,98,False,Los Angeles Lakers,0.0,0.0,0.0,0.0
2015-11-06,Philadelphia 76ers,102,Cleveland Cavaliers,108,True,Cleveland Cavaliers,0.8,0.0,0.8,0.0
2015-11-06,Milwaukee Bucks,99,New York Knicks,92,False,Milwaukee Bucks,0.4,0.4,0.4,0.4
2015-11-06,Miami Heat,87,Indiana Pacers,90,True,Indiana Pacers,0.4,0.6,0.4,0.6
2015-11-06,Atlanta Hawks,121,New Orleans Pelicans,115,False,Atlanta Hawks,0.0,0.8333333333333334,0.0,1.0
2015-11-06,Detroit Pistons,100,Phoenix Suns,92,False,Detroit Pistons,0.6,0.75,0.6,0.75
2015-11-06,Denver Nuggets,104,Golden State Warriors,119,True,Golden State Warriors,1.0,0.4,1.0,0.4
2015-11-06,Houston Rockets,116,Sacramento Kings,110,False,Houston Rockets,0.2,0.4,0.2,0.4
2015-11-07,Minnesota Timberwolves,102,Chicago Bulls,93,False,Minnesota Timberwolves,0.6666666666666666,0.5,0.6,0.5
2015-11-07,Orlando Magic,105,Philadelphia 76ers,97,False,Orlando Magic,0.0,0.3333333333333333,0.0,0.4
2015-11-07,Washington Wizards,99,Atlanta Hawks,114,True,Atlanta Hawks,0.8571428571428571,0.6,1.0,0.6
2015-11-07,New Orleans Pelicans,98,Dallas Mavericks,107,True,Dallas Mavericks,0.4,0.0,0.4,0.0
2015-11-07,Brooklyn Nets,86,Milwaukee Bucks,94,True,Milwaukee Bucks,0.5,0.0,0.6,0.0
2015-11-07,Charlotte Hornets,94,San Antonio Spurs,114,True,San Antonio Spurs,0.6,0.4,0.6,0.4
