unique_game_id,DATE,Home Team,Away Team,HOME_PRIOR_WIN_V_OPP,AWAY_PRIOR_WIN_V_OPP,HOME_IP_AVAIL,AWAY_IP_AVAIL,Home Odds Close,Away Odds Close,Home Relative Age Diff,Home All Stars,Away All Stars,Away Underdog,Underdog Win,Home FG,Home FG%,Home 3P,Home 3P%,Home FT,Home FT%,Home ORB,Home DRB,Home AST,Home STL,Home BLK,Home TOV,Home PF,Home TS%,Home eFG%,Home 3PAr,Home FTr,Home ORB%,Home DRB%,Home AST%,Home STL%,Home BLK%,Home TOV%,Home ORtg,Home DRtg,Away FG,Away FG%,Away 3P,Away 3P%,Away FT,Away FT%,Away ORB,Away DRB,Away AST,Away STL,Away BLK,Away TOV,Away PF,Away TS%,Away eFG%,Away 3PAr,Away FTr,Away ORB%,Away DRB%,Away AST%,Away STL%,Away BLK%,Away TOV%,Away ORtg,Away DRtg,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2011-12-25_Dallas Mavericks_Miami Heat,2011-12-25,Dallas Mavericks,Miami Heat,0.0,0.0,1.0,0.8571428571428572,2.666875,1.4874999999999998,3.0,1.0,2.0,0.0,0.0,31.0,0.3780000000000001,9.0,0.321,23.0,0.7669999999999999,8.0,23.0,23.0,10.0,0.0,17.0,29.0,0.4939999999999998,0.4329999999999999,0.3410000000000001,0.366,18.2,60.5,74.20000000000002,10.099999999999998,0.0,15.199999999999996,94.70000000000003,105.70000000000003,38.0,0.48700000000000004,4.0,0.5710000000000001,25.0,0.6940000000000003,15.0,36.0,18.0,9.0,6.0,22.0,28.0,0.5589999999999999,0.513,0.09000000000000001,0.4619999999999999,39.5,81.79999999999998,47.399999999999984,9.099999999999998,11.099999999999996,19.0,105.70000000000003,94.70000000000003,0.5,0.5,0.5,0.5
2011-12-25_Golden State Warriors_Los Angeles Clippers,2011-12-25,Golden State Warriors,Los Angeles Clippers,0.0,0.0,0.7142857142857141,1.0,2.806875,1.44875,-2.5,0.0,2.0,0.0,0.0,32.0,0.39,5.0,0.23800000000000002,17.0,0.7080000000000001,17.0,31.0,17.0,4.0,8.0,16.0,32.0,0.4649999999999999,0.4210000000000002,0.2560000000000001,0.29300000000000004,36.2,70.5,53.100000000000016,4.4,13.800000000000004,14.699999999999996,95.29999999999997,116.29999999999997,37.0,0.4569999999999999,8.0,0.3479999999999999,23.0,0.6050000000000002,13.0,30.0,22.0,9.0,8.0,10.0,19.0,0.537,0.5060000000000001,0.2839999999999999,0.4690000000000001,29.5,63.79999999999998,59.5,10.0,13.099999999999996,9.3,116.29999999999997,95.29999999999997,0.5,0.5,0.5,0.5
2011-12-25_Los Angeles Lakers_Chicago Bulls,2011-12-25,Los Angeles Lakers,Chicago Bulls,0.0,0.0,0.8571428571428572,1.0,2.6100000000000003,1.51375,4.0,2.0,2.0,0.0,0.0,36.0,0.4740000000000002,4.0,0.25,11.0,0.5499999999999999,12.0,30.0,22.0,6.0,8.0,17.0,20.0,0.513,0.5,0.21100000000000002,0.263,32.39999999999999,65.20000000000002,61.100000000000016,6.799999999999998,10.800000000000002,16.699999999999996,98.90000000000002,100.0,36.0,0.40399999999999997,7.0,0.4669999999999999,9.0,0.643,16.0,25.0,21.0,14.0,4.0,14.0,21.0,0.4619999999999999,0.444,0.16899999999999998,0.157,34.800000000000004,67.60000000000001,58.29999999999998,15.900000000000004,6.700000000000002,12.800000000000002,100.0,98.90000000000002,0.5,0.5,0.5,0.5
2011-12-25_New York Knicks_Boston Celtics,2011-12-25,New York Knicks,Boston Celtics,0.0,0.0,0.5714285714285713,0.5714285714285713,1.491875,2.65,-1.0,0.0,2.0,1.0,0.0,35.0,0.4729999999999999,9.0,0.4500000000000001,27.0,0.7940000000000003,8.0,23.0,17.0,9.0,11.0,16.0,25.0,0.596,0.5339999999999999,0.27,0.4589999999999999,22.199999999999992,63.899999999999984,48.600000000000016,9.7,15.5,15.199999999999996,113.70000000000003,111.59999999999997,39.0,0.513,2.0,0.4000000000000001,24.0,0.7740000000000002,13.0,28.0,28.0,7.0,5.0,18.0,28.0,0.58,0.5259999999999999,0.06600000000000003,0.40800000000000014,36.10000000000001,77.79999999999998,71.79999999999998,7.5,9.3,16.699999999999996,111.59999999999997,113.70000000000003,0.5,0.5,0.5,0.5
2011-12-25_Oklahoma City Thunder_Orlando Magic,2011-12-25,Oklahoma City Thunder,Orlando Magic,0.0,0.0,1.0,1.0,1.2800000000000002,3.78625,-2.0,3.0,2.0,1.0,0.0,34.0,0.4720000000000002,10.0,0.5259999999999999,19.0,0.731,7.0,36.0,21.0,8.0,5.0,16.0,22.0,0.5809999999999997,0.5419999999999999,0.2640000000000001,0.3609999999999999,18.4,72.0,61.79999999999998,8.599999999999998,9.400000000000002,16.099999999999998,104.79999999999997,96.20000000000003,30.0,0.3700000000000001,8.0,0.28600000000000003,21.0,0.8079999999999999,14.0,31.0,18.0,7.0,4.0,18.0,25.0,0.4809999999999999,0.42,0.34600000000000003,0.321,28.0,81.6,60.0,7.599999999999998,7.5,16.300000000000004,96.20000000000003,104.79999999999997,0.5,0.5,0.5,0.5
2011-12-26_Charlotte Hornets_Milwaukee Bucks,2011-12-26,Charlotte Hornets,Milwaukee Bucks,0.0,0.0,0.5714285714285713,0.8571428571428572,2.5025000000000004,1.546875,0.0,0.0,1.0,0.0,1.0,38.0,0.4420000000000001,4.0,0.21100000000000002,16.0,0.7620000000000002,15.0,37.0,27.0,3.0,6.0,16.0,20.0,0.5039999999999998,0.4649999999999999,0.22100000000000009,0.2439999999999999,32.60000000000001,82.20000000000002,71.10000000000002,3.2000000000000006,9.8,14.400000000000004,101.40000000000002,100.29999999999997,34.0,0.4050000000000002,8.0,0.3479999999999999,19.0,0.8260000000000001,8.0,31.0,21.0,6.0,2.0,12.0,20.0,0.505,0.452,0.27399999999999997,0.27399999999999997,17.800000000000004,67.39999999999999,61.79999999999998,6.299999999999998,3.0,11.300000000000002,100.29999999999997,101.40000000000002,0.5,0.5,0.5,0.5
2011-12-26_Cleveland Cavaliers_Toronto Raptors,2011-12-26,Cleveland Cavaliers,Toronto Raptors,0.0,0.0,0.8571428571428572,0.8571428571428572,1.7325,2.12625,-2.0,0.0,0.0,1.0,1.0,35.0,0.412,6.0,0.29999999999999993,20.0,0.7140000000000003,15.0,22.0,21.0,7.0,1.0,7.0,16.0,0.4930000000000001,0.447,0.2349999999999999,0.32899999999999985,30.60000000000001,66.70000000000002,60.0,8.200000000000001,1.6999999999999995,6.700000000000002,113.09999999999997,122.5,42.0,0.532,9.0,0.4290000000000001,11.0,0.846,11.0,34.0,35.0,4.0,9.0,12.0,22.0,0.6140000000000001,0.5890000000000002,0.266,0.165,33.300000000000004,69.39999999999999,83.29999999999998,4.700000000000001,13.800000000000004,12.400000000000004,122.5,113.09999999999997,0.5,0.5,0.5,0.5
2011-12-26_Dallas Mavericks_Denver Nuggets,2011-12-26,Dallas Mavericks,Denver Nuggets,0.0,0.0,0.8571428571428572,0.8571428571428572,1.510625,2.610625,7.5,1.0,1.0,1.0,1.0,32.0,0.4210000000000002,8.0,0.2960000000000001,21.0,0.7780000000000002,5.0,32.0,19.0,11.0,3.0,19.0,28.0,0.529,0.4740000000000002,0.3550000000000001,0.3550000000000001,11.900000000000004,76.20000000000002,59.399999999999984,11.099999999999996,5.799999999999998,17.800000000000004,94.09999999999998,116.40000000000003,39.0,0.4939999999999998,10.0,0.3700000000000001,27.0,0.7940000000000003,10.0,37.0,18.0,15.0,3.0,15.0,18.0,0.612,0.5570000000000002,0.3419999999999999,0.43,23.800000000000008,88.09999999999998,46.20000000000001,15.199999999999996,6.099999999999999,13.800000000000004,116.40000000000003,94.09999999999998,0.0,0.5,0.0,0.5
2011-12-26_Golden State Warriors_Chicago Bulls,2011-12-26,Golden State Warriors,Chicago Bulls,0.0,0.0,0.8571428571428572,1.0,3.3756249999999994,1.333125,-1.5,0.0,2.0,0.0,1.0,36.0,0.46799999999999997,4.0,0.267,23.0,0.7420000000000002,7.0,29.0,22.0,16.0,5.0,10.0,19.0,0.5460000000000002,0.4939999999999998,0.195,0.4029999999999998,17.5,67.39999999999999,61.100000000000016,17.199999999999996,8.599999999999998,9.900000000000002,106.59999999999997,98.0,34.0,0.415,8.0,0.3330000000000001,15.0,0.6820000000000003,14.0,33.0,16.0,3.0,3.0,20.0,21.0,0.4960000000000002,0.463,0.29300000000000004,0.2679999999999999,32.60000000000001,82.5,47.100000000000016,3.2000000000000006,4.799999999999999,17.900000000000006,98.0,106.59999999999997,0.0,1.0,0.0,1.0
2011-12-26_Indiana Pacers_Detroit Pistons,2011-12-26,Indiana Pacers,Detroit Pistons,0.0,0.0,1.0,0.8571428571428572,1.2468750000000002,4.07875,-2.5,0.0,0.0,1.0,0.0,32.0,0.3680000000000001,7.0,0.4669999999999999,20.0,0.8000000000000002,18.0,35.0,20.0,9.0,9.0,10.0,20.0,0.4640000000000002,0.40800000000000014,0.172,0.287,36.7,79.5,62.5,10.3,16.099999999999998,9.3,104.40000000000003,90.70000000000003,27.0,0.36000000000000004,7.0,0.3680000000000001,18.0,0.8569999999999998,9.0,31.0,17.0,5.0,8.0,16.0,19.0,0.4690000000000001,0.40700000000000003,0.2530000000000001,0.2800000000000001,20.5,63.29999999999998,63.0,5.700000000000002,11.099999999999996,16.0,90.70000000000003,104.40000000000003,0.5,0.5,0.5,0.5
