TEAM,PLAYER,AGE,MP,VORP
Boston Celtics,Rajon Rondo,24,37.2,3.2
Boston Celtics,Von Wafer,25,9.5,0.1
Boston Celtics,Delonte West,27,18.9,0.4
Charlotee Bobcats,D.J. Augustin,23,33.6,1.5
Charlotee Bobcats,Derrick Brown,23,11.9,0.1
Charlotee Bobcats,Kwame Brown,28,26.0,-0.3
Charlotee Bobcats,Matt Carroll,30,10.8,-0.1
Charlotee Bobcats,Sherron Collins,23,3.3,-0.1
Charlotee Bobcats,Dante Cunningham,23,24.0,-0.5
Charlotee Bobcats,Boris Diaw,28,33.9,1.8
Charlotee Bobcats,DeSagana Diop,29,11.3,-0.1
Charlotee Bobcats,Gerald Henderson,23,24.4,0.1
Charlotee Bobcats,Stephen Jackson,32,35.9,0.9
Charlotee Bobcats,Shaun Livingston,25,17.3,0.7
Charlotee Bobcats,Dominic McGuire,25,14.6,-0.2
Charlotee Bobcats,Nazr Mohammed,33,16.7,-0.3
Charlotee Bobcats,Eduardo Nájera,34,12.0,-0.2
Charlotee Bobcats,Joel Przybilla,31,14.8,-0.4
Charlotee Bobcats,Garrett Temple,24,10.5,-0.3
Charlotee Bobcats,Tyrus Thomas,24,21.0,0.3
Charlotee Bobcats,Gerald Wallace,28,39.0,2.4
Charlotee Bobcats,D.J. White,24,19.4,0.2
Chicago Bulls,James Johnson,24,12.1,0.3
Chicago Bulls,Keith Bogans,30,17.8,0.7
Chicago Bulls,Carlos Boozer,29,31.9,1.4
Chicago Bulls,Ronnie Brewer,25,22.0,2.0
Chicago Bulls,Rasual Butler,31,4.3,-0.4
Chicago Bulls,Luol Deng,25,39.1,3.0
Chicago Bulls,Taj Gibson,25,21.8,0.5
Chicago Bulls,Kyle Korver,29,20.1,1.3
Chicago Bulls,John Lucas III,28,5.0,0.0
Chicago Bulls,Joakim Noah,25,32.8,1.9
Chicago Bulls,Derrick Rose,22,37.4,6.7
Chicago Bulls,Brian Scalabrine,32,4.9,0.0
Chicago Bulls,Kurt Thomas,38,22.7,0.4
Chicago Bulls,C.J. Watson,26,13.3,0.5
Cleveland Cavaliers,Baron Davis,31,25.3,1.6
Cleveland Cavaliers,Christian Eyenga,21,21.5,-0.5
Cleveland Cavaliers,Alonzo Gee,23,24.3,-0.1
Cleveland Cavaliers,Daniel Gibson,24,27.8,0.8
Cleveland Cavaliers,Joey Graham,28,15.0,-0.6
Cleveland Cavaliers,Manny Harris,21,17.3,-0.4
Cleveland Cavaliers,J.J. Hickson,22,28.2,-1.1
Cleveland Cavaliers,Ryan Hollins,26,16.9,-0.7
Cleveland Cavaliers,Antawn Jamison,34,32.9,0.9
Cleveland Cavaliers,Jamario Moon,30,19.1,0.2
Cleveland Cavaliers,Anthony Parker,35,29.0,0.0
Cleveland Cavaliers,Leon Powe,27,13.4,-0.1
Cleveland Cavaliers,Samardo Samuels,22,18.9,-0.7
Cleveland Cavaliers,Ramon Sessions,24,26.3,1.3
Cleveland Cavaliers,Anderson Varejão,28,32.1,0.3
Cleveland Cavaliers,Jawad Williams,27,15.0,-0.5
Cleveland Cavaliers,Mo Williams,28,29.6,-0.2
Dallas Mavericks,Alexis Ajinça,22,7.5,-0.2
Dallas Mavericks,J.J. Barea,26,20.6,0.6
Dallas Mavericks,Rodrigue Beaubois,22,17.7,-0.1
Dallas Mavericks,Corey Brewer,24,11.4,-0.1
Dallas Mavericks,Caron Butler,30,29.9,0.2
Dallas Mavericks,Brian Cardinal,33,11.0,0.5
Dallas Mavericks,Tyson Chandler,28,27.8,1.8
Dallas Mavericks,Brendan Haywood,31,18.5,0.0
Dallas Mavericks,Dominique Jones,22,7.5,0.0
Dallas Mavericks,Jason Kidd,37,33.2,3.3
Dallas Mavericks,Ian Mahinmi,24,8.7,0.0
Dallas Mavericks,Shawn Marion,32,28.2,1.3
Dallas Mavericks,Steve Novak,27,2.6,0.4
Dallas Mavericks,Dirk Nowitzki,32,34.3,4.5
Dallas Mavericks,DeShawn Stevenson,29,16.1,0.5
Dallas Mavericks,Peja Stojaković,33,20.2,0.6
Dallas Mavericks,Jason Terry,33,31.3,1.9
Denver Nuggets,Arron Afflalo,25,33.7,2.0
Denver Nuggets,Chris Andersen,32,16.3,0.9
Denver Nuggets,Carmelo Anthony,26,35.5,2.7
Denver Nuggets,Renaldo Balkman,26,8.8,0.0
Denver Nuggets,Chauncey Billups,34,32.3,2.7
Denver Nuggets,Anthony Carter,35,10.9,-0.1
Denver Nuggets,Wilson Chandler,23,30.6,1.1
Denver Nuggets,Melvin Ely,32,12.2,-0.1
Denver Nuggets,Raymond Felton,26,31.6,1.8
Denver Nuggets,Gary Forbes,25,12.6,-0.2
Denver Nuggets,Danilo Gallinari,22,30.9,1.4
Denver Nuggets,Al Harrington,30,22.8,0.1
Denver Nuggets,Kosta Koufos,21,8.9,-0.4
Denver Nuggets,Ty Lawson,23,26.3,2.2
Denver Nuggets,Kenyon Martin,33,25.7,0.9
Denver Nuggets,Timofey Mozgov,24,6.0,-0.3
Denver Nuggets,J.R. Smith,25,24.9,1.9
Denver Nuggets,Shelden Williams,27,17.0,-0.2
Detroit Pistons,Will Bynum,28,18.4,0.0
Detroit Pistons,Austin Daye,22,20.1,0.3
Detroit Pistons,Ben Gordon,27,26.0,-0.3
Detroit Pistons,Richard Hamilton,32,27.2,0.1
Detroit Pistons,Jason Maxiell,27,16.3,-0.6
Detroit Pistons,Tracy McGrady,31,23.4,1.1
Detroit Pistons,Greg Monroe,20,27.8,1.4
Detroit Pistons,Tayshaun Prince,30,32.8,0.7
Detroit Pistons,Rodney Stuckey,24,31.2,1.2
Detroit Pistons,DaJuan Summers,23,9.0,-0.4
Detroit Pistons,Charlie Villanueva,26,21.9,0.7
Detroit Pistons,Ben Wallace,36,22.9,0.6
Detroit Pistons,Chris Wilcox,28,17.5,0.2
Golden State Warriors,Jeff Adrien,24,8.5,-0.2
Golden State Warriors,Lou Amundson,28,15.0,-0.4
Golden State Warriors,Charlie Bell,31,9.0,-0.1
Golden State Warriors,Andris Biedriņš,24,23.7,-0.1
Golden State Warriors,Rodney Carney,26,13.2,-0.1
Golden State Warriors,Stephen Curry,22,33.6,2.7
Golden State Warriors,Monta Ellis,25,40.3,2.3
Golden State Warriors,Acie Law,26,15.8,-0.4
Golden State Warriors,David Lee,27,36.1,1.1
Golden State Warriors,Jeremy Lin,22,9.8,0.3
Golden State Warriors,Vladimir Radmanović,30,15.8,0.6
Golden State Warriors,Al Thornton,27,14.3,-0.4
Golden State Warriors,Ekpe Udoh,23,17.8,-0.5
Golden State Warriors,Reggie Williams,24,20.3,0.7
Golden State Warriors,Dorell Wright,25,38.4,2.2
Houston Rockets,Shane Battier,32,30.8,2.0
Houston Rockets,Aaron Brooks,26,23.9,-0.3
Houston Rockets,Chase Budinger,22,22.3,0.8
Houston Rockets,DeMarre Carroll,24,2.2,0.0
Houston Rockets,Goran Dragić,24,17.2,0.2
Houston Rockets,Mike Harris,27,4.0,0.0
Houston Rockets,Chuck Hayes,27,28.1,2.1
Houston Rockets,Jordan Hill,23,15.6,-0.7
Houston Rockets,Jared Jeffries,29,7.7,0.0
Houston Rockets,Courtney Lee,25,21.3,0.4
Houston Rockets,Kyle Lowry,24,34.2,2.6
Houston Rockets,Kevin Martin,27,32.5,3.5
Houston Rockets,Brad Miller,34,16.9,1.2
Houston Rockets,Yao Ming,30,18.2,0.1
Houston Rockets,Patrick Patterson,21,16.7,0.5
Houston Rockets,Luis Scola,30,32.6,1.0
Houston Rockets,Ish Smith,22,11.8,-0.3
Houston Rockets,Jermaine Taylor,24,9.6,-0.2
Houston Rockets,Hasheem Thabeet,23,2.0,-0.3
Indiana Pacers,Darren Collison,23,29.9,1.0
Indiana Pacers,Mike Dunleavy,30,27.6,1.5
Indiana Pacers,T.J. Ford,27,18.9,-0.2
Indiana Pacers,Jeff Foster,34,16.8,0.4
Indiana Pacers,Paul George,20,20.7,0.6
Indiana Pacers,Danny Granger,27,35.0,2.9
Indiana Pacers,Tyler Hansbrough,25,21.9,0.0
Indiana Pacers,Roy Hibbert,24,27.7,0.5
Indiana Pacers,Dahntay Jones,30,13.1,0.1
Indiana Pacers,Solomon Jones,26,13.5,-0.3
Indiana Pacers,Josh McRoberts,23,22.2,1.7
Indiana Pacers,James Posey,34,17.1,0.0
Indiana Pacers,A.J. Price,24,15.9,-0.2
Indiana Pacers,Brandon Rush,25,26.2,0.5
Indiana Pacers,Lance Stephenson,20,9.6,-0.2
Los Angeles Clippers,Al-Farouq Aminu,20,17.9,-0.3
Los Angeles Clippers,Eric Bledsoe,21,22.7,-0.1
Los Angeles Clippers,Jarron Collins,32,6.8,-0.3
Los Angeles Clippers,Brian Cook,30,11.2,0.0
Los Angeles Clippers,Ike Diogu,27,13.1,-0.3
Los Angeles Clippers,Randy Foye,27,24.6,0.1
Los Angeles Clippers,Ryan Gomes,28,27.6,-0.1
Los Angeles Clippers,Eric Gordon,22,37.7,2.2
Los Angeles Clippers,Blake Griffin,21,38.0,3.6
Los Angeles Clippers,DeAndre Jordan,22,25.6,0.7
Los Angeles Clippers,Chris Kaman,28,26.2,0.1
Los Angeles Clippers,Craig Smith,27,12.2,0.1
Los Angeles Clippers,Willie Warren,21,7.1,0.0
Los Angeles Lakers,Matt Barnes,30,19.2,0.7
Los Angeles Lakers,Steve Blake,30,20.0,-0.1
Los Angeles Lakers,Shannon Brown,25,19.1,0.5
Los Angeles Lakers,Kobe Bryant,32,33.9,5.0
Los Angeles Lakers,Andrew Bynum,23,27.8,2.0
Los Angeles Lakers,Derrick Caracter,22,5.2,-0.3
Los Angeles Lakers,Devin Ebanks,21,5.9,0.0
Los Angeles Lakers,Derek Fisher,36,28.0,0.0
Los Angeles Lakers,Pau Gasol,30,37.0,5.2
Los Angeles Lakers,Trey Johnson,26,13.0,-0.1
Los Angeles Lakers,Lamar Odom,31,32.2,3.7
Los Angeles Lakers,Theo Ratliff,37,7.1,0.0
Los Angeles Lakers,Sasha Vujačić,26,4.9,0.2
Los Angeles Lakers,Luke Walton,30,9.0,-0.4
Los Angeles Lakers,Metta World Peace,31,29.4,1.3
Memphis Grizzlies,Tony Allen,29,20.8,2.1
Memphis Grizzlies,Darrell Arthur,22,20.1,0.2
Memphis Grizzlies,Mike Conley,23,35.5,2.3
Memphis Grizzlies,Marc Gasol,26,31.9,2.8
Memphis Grizzlies,Rudy Gay,24,39.9,2.6
Memphis Grizzlies,Hamed Haddadi,25,5.4,0.0
Memphis Grizzlies,Xavier Henry,19,13.9,-0.4
Memphis Grizzlies,O.J. Mayo,23,26.3,0.7
Memphis Grizzlies,Zach Randolph,29,36.3,3.2
Memphis Grizzlies,Greivis Vásquez,24,12.3,-0.3
Memphis Grizzlies,Jason Williams,35,11.3,0.0
Memphis Grizzlies,Sam Young,25,20.2,0.5
Miami Heat,Joel Anthony,28,19.5,0.2
Miami Heat,Chris Bosh,26,36.3,2.3
Miami Heat,Mario Chalmers,24,22.6,0.5
Miami Heat,Erick Dampier,35,16.0,0.4
Miami Heat,Udonis Haslem,30,26.5,0.0
Miami Heat,Eddie House,32,17.5,0.4
Miami Heat,Juwan Howard,37,10.4,-0.2
Miami Heat,Zydrunas Ilgauskas,35,15.9,-0.2
Miami Heat,LeBron James,26,38.8,7.8
Miami Heat,James Jones,30,19.1,1.2
Miami Heat,Jamaal Magloire,32,8.8,0.1
Miami Heat,Mike Miller,30,20.4,0.1
Miami Heat,Dexter Pittman,22,5.5,0.0
Miami Heat,Jerry Stackhouse,36,7.1,-0.1
Miami Heat,Dwyane Wade,29,37.1,6.1
Milwaukee Bucks,Earl Barron,29,12.1,-0.5
Milwaukee Bucks,Andrew Bogut,26,35.3,1.9
Milwaukee Bucks,Earl Boykins,34,15.1,1.0
Milwaukee Bucks,Jon Brockman,23,10.7,-0.3
Milwaukee Bucks,Carlos Delfino,28,32.4,1.4
Milwaukee Bucks,Keyon Dooling,30,22.0,0.4
Milwaukee Bucks,Chris Douglas-Roberts,24,20.1,0.1
Milwaukee Bucks,Drew Gooden,29,24.6,0.2
Milwaukee Bucks,Ersan İlyasova,23,25.1,0.5
Milwaukee Bucks,Brandon Jennings,21,34.4,2.0
Milwaukee Bucks,Corey Maggette,31,20.9,0.5
Milwaukee Bucks,Luc Mbah a Moute,24,26.5,0.4
Milwaukee Bucks,Michael Redd,31,13.4,-0.1
Milwaukee Bucks,John Salmons,31,35.0,1.1
Milwaukee Bucks,Larry Sanders,22,14.5,-0.3
Milwaukee Bucks,Brian Skinner,34,3.0,0.0
Minnesota Timberwolves,Maurice Ager,26,7.3,0.0
Minnesota Timberwolves,Michael Beasley,22,32.3,0.1
Minnesota Timberwolves,Wayne Ellington,23,19.0,-0.5
Minnesota Timberwolves,Jonny Flynn,21,18.5,-1.1
Minnesota Timberwolves,Lazar Hayward,24,10.0,-0.1
Minnesota Timberwolves,Wesley Johnson,23,26.2,0.2
Minnesota Timberwolves,Kevin Love,22,35.8,4.2
Minnesota Timberwolves,Darko Miličić,25,24.4,-0.3
Minnesota Timberwolves,Nikola Peković,25,13.6,-0.8
Minnesota Timberwolves,Anthony Randolph,21,20.1,0.0
Minnesota Timberwolves,Luke Ridnour,29,30.4,1.1
Minnesota Timberwolves,Sebastian Telfair,25,19.2,-0.3
Minnesota Timberwolves,Anthony Tolliver,25,21.0,0.7
Minnesota Timberwolves,Martell Webster,24,23.8,0.2
New Orleans Hornets,David Andersen,30,7.7,-0.1
New Orleans Hornets,Trevor Ariza,25,34.7,1.0
New Orleans Hornets,Jerryd Bayless,22,13.5,0.1
New Orleans Hornets,Marco Belinelli,24,24.5,0.7
New Orleans Hornets,Patrick Ewing,26,2.7,0.0
New Orleans Hornets,Aaron Gray,26,13.0,-0.3
New Orleans Hornets,Willie Green,29,21.7,-0.3
New Orleans Hornets,Pops Mensah-Bonsu,30,8.0,-0.1
New Orleans Hornets,Jarrett Jack,27,19.6,0.5
New Orleans Hornets,Carl Landry,27,26.2,0.1
New Orleans Hornets,Emeka Okafor,28,31.8,0.9
New Orleans Hornets,Chris Paul,25,36.0,6.7
New Orleans Hornets,Quincy Pondexter,22,11.1,-0.1
New Orleans Hornets,Jason Smith,24,14.3,-0.4
New Orleans Hornets,Marcus Thornton,23,16.2,1.3
New Orleans Hornets,David West,30,35.0,3.0
New Orleans Hornets,D.J. Mbenga,30,8.0,-0.1
New York Knicks,Toney Douglas,24,24.3,1.2
New York Knicks,Landry Fields,22,31.0,1.4
New York Knicks,Roger Mason,30,12.3,-0.1
New York Knicks,Andy Rautins,24,4.8,-0.1
New York Knicks,Amar'e Stoudemire,28,36.8,2.4
New York Knicks,Ronny Turiaf,28,17.8,1.0
New York Knicks,Henry Walker,23,12.9,0.0
New York Knicks,Shawne Williams,24,20.7,0.4
Oklahoma City Thunder,Cole Aldrich,22,7.9,-0.1
Oklahoma City Thunder,Nick Collison,30,21.5,0.3
Oklahoma City Thunder,Daequan Cook,23,13.9,0.5
Oklahoma City Thunder,Kevin Durant,22,38.9,5.3
Oklahoma City Thunder,James Harden,21,26.7,2.2
Oklahoma City Thunder,Serge Ibaka,21,27.0,1.4
Oklahoma City Thunder,Royal Ivey,29,6.2,0.0
Oklahoma City Thunder,Eric Maynor,23,14.6,0.1
Oklahoma City Thunder,Byron Mullens,21,6.5,-0.2
Oklahoma City Thunder,Morris Peterson,33,5.8,0.0
Oklahoma City Thunder,Thabo Sefolosha,26,25.9,1.3
Oklahoma City Thunder,Russell Westbrook,22,34.7,4.4
Orlando Magic,Malik Allen,32,9.9,-0.2
Orlando Magic,Ryan Anderson,22,22.3,2.4
Orlando Magic,Gilbert Arenas,29,21.8,-0.2
Orlando Magic,Brandon Bass,25,26.1,1.1
Orlando Magic,Vince Carter,34,30.2,1.2
Orlando Magic,Earl Clark,23,11.9,-0.2
Orlando Magic,Chris Duhon,28,15.2,-0.3
Orlando Magic,Marcin Gortat,26,15.8,1.5
Orlando Magic,Dwight Howard,25,37.6,5.4
Orlando Magic,Rashard Lewis,31,32.4,0.7
Orlando Magic,Jameer Nelson,28,30.5,1.8
Orlando Magic,Mickaël Piétrus,28,22.0,0.3
Orlando Magic,J.J. Redick,26,25.6,1.2
Orlando Magic,Jason Richardson,30,34.9,2.5
Orlando Magic,Quentin Richardson,30,16.8,0.1
Orlando Magic,Hedo Türkoğlu,31,34.1,2.3
Philadelphia 76ers,Tony Battie,34,9.9,-0.1
Philadelphia 76ers,Craig Brackins,23,11.0,-0.1
Philadelphia 76ers,Elton Brand,31,34.7,2.4
Philadelphia 76ers,Antonio Daniels,35,8.8,0.0
Philadelphia 76ers,Spencer Hawes,22,21.2,0.0
Philadelphia 76ers,Jrue Holiday,20,35.4,2.0
Philadelphia 76ers,Andre Iguodala,27,36.9,3.2
Philadelphia 76ers,Jason Kapono,29,4.7,-0.2
Philadelphia 76ers,Jodie Meeks,23,27.9,1.1
Philadelphia 76ers,Darius Songaila,32,7.1,-0.1
Philadelphia 76ers,Marreese Speights,23,11.5,-0.2
Philadelphia 76ers,Evan Turner,22,23.0,-0.1
Philadelphia 76ers,Lou Williams,24,23.3,1.9
Philadelphia 76ers,Thaddeus Young,22,26.0,1.6
Phoenix Suns,Josh Childress,27,16.6,0.3
Phoenix Suns,Zabian Dowdell,26,12.2,-0.1
Phoenix Suns,Jared Dudley,25,26.1,2.0
Phoenix Suns,Channing Frye,27,33.0,1.1
Phoenix Suns,Grant Hill,38,30.1,0.9
Phoenix Suns,Gani Lawal,22,2.0,0.0
Phoenix Suns,Robin Lopez,22,14.8,-0.5
Phoenix Suns,Steve Nash,36,33.3,3.3
Phoenix Suns,Garret Siler,24,4.8,-0.1
Phoenix Suns,Hakim Warrick,28,17.7,0.3
Portland Trail Blazers,LaMarcus Aldridge,25,39.6,3.4
Portland Trail Blazers,Luke Babbitt,21,5.7,-0.3
Portland Trail Blazers,Nicolas Batum,22,31.5,2.0
Portland Trail Blazers,Marcus Camby,36,26.1,1.4
Portland Trail Blazers,Rudy Fernández,25,23.3,1.3
Portland Trail Blazers,Armon Johnson,21,7.3,-0.2
Portland Trail Blazers,Sean Marks,35,7.2,-0.3
Portland Trail Blazers,Wesley Matthews,24,33.6,2.0
Portland Trail Blazers,Andre Miller,34,32.7,2.4
Portland Trail Blazers,Patty Mills,22,12.2,0.1
Portland Trail Blazers,Fabricio Oberto,35,9.0,-0.1
Portland Trail Blazers,Brandon Roy,26,27.9,0.6
Sacramento Kings,Omri Casspi,22,24.0,0.6
Sacramento Kings,DeMarcus Cousins,20,28.5,-0.4
Sacramento Kings,Samuel Dalembert,29,24.2,-0.1
Sacramento Kings,Tyreke Evans,21,37.0,1.1
Sacramento Kings,Francisco García,29,23.9,1.0
Sacramento Kings,Donté Greene,22,16.3,-0.1
Sacramento Kings,Luther Head,28,16.3,0.2
Sacramento Kings,Darnell Jackson,25,8.2,-0.2
Sacramento Kings,Eugene Jeter,27,13.8,-0.3
Sacramento Kings,Jason Thompson,24,23.3,-0.1
Sacramento Kings,Beno Udrih,28,34.6,1.7
Sacramento Kings,Hassan Whiteside,21,2.0,0.0
Sacramento Kings,Antoine Wright,26,4.4,-0.1
San Antonio Spurs,James Anderson,21,11.0,0.0
San Antonio Spurs,DeJuan Blair,21,21.4,0.7
San Antonio Spurs,Matt Bonner,30,21.7,1.4
San Antonio Spurs,Tim Duncan,34,28.4,3.5
San Antonio Spurs,Manu Ginóbili,33,30.3,4.5
San Antonio Spurs,Danny Green,23,11.5,0.0
San Antonio Spurs,George Hill,24,28.3,1.5
San Antonio Spurs,Othyus Jeffers,25,8.0,0.0
San Antonio Spurs,Richard Jefferson,30,30.4,1.4
San Antonio Spurs,Antonio McDyess,36,19.0,0.4
San Antonio Spurs,Gary Neal,26,21.1,0.7
San Antonio Spurs,Larry Owens,28,4.4,0.1
San Antonio Spurs,Tony Parker,28,32.4,2.4
San Antonio Spurs,Chris Quinn,27,7.1,-0.2
San Antonio Spurs,Bobby Simmons,30,8.0,0.0
San Antonio Spurs,Tiago Splitter,26,12.3,0.2
San Antonio Spurs,Ime Udoka,33,6.5,0.0
Toronto Raptors,Solomon Alabi,22,4.9,-0.1
Toronto Raptors,Marcus Banks,29,7.3,0.0
Toronto Raptors,Leandro Barbosa,28,24.1,0.2
Toronto Raptors,Andrea Bargnani,25,35.7,0.4
Toronto Raptors,José Calderón,29,30.9,1.5
Toronto Raptors,Ed Davis,21,24.6,0.4
Toronto Raptors,DeMar DeRozan,21,34.8,-0.3
Toronto Raptors,Joey Dorsey,27,12.1,0.1
Toronto Raptors,Ronald Dupree,30,4.3,0.0
Toronto Raptors,Reggie Evans,30,26.6,0.1
Toronto Raptors,Amir Johnson,23,25.7,1.1
Toronto Raptors,Linas Kleiza,26,26.5,-0.7
Toronto Raptors,Sonny Weems,24,23.9,-0.9
Toronto Raptors,Julian Wright,23,14.7,0.4
Utah Jazz,Raja Bell,34,30.8,-0.6
Utah Jazz,Marcus Cousin,24,4.5,0.0
Utah Jazz,Francisco Elson,34,9.8,-0.2
Utah Jazz,Jeremy Evans,23,9.4,0.5
Utah Jazz,Kyrylo Fesenko,24,8.6,-0.6
Utah Jazz,Gordon Hayward,20,16.9,-0.1
Utah Jazz,Al Jefferson,26,35.9,1.9
Utah Jazz,Andrei Kirilenko,29,31.2,2.1
Utah Jazz,C.J. Miles,23,25.2,0.5
Utah Jazz,Paul Millsap,25,34.3,2.5
Utah Jazz,Mehmet Okur,31,12.9,0.0
Utah Jazz,Ronnie Price,27,12.2,-0.8
Utah Jazz,Earl Watson,31,19.6,-0.1
Utah Jazz,Kyle Weaver,24,13.8,0.0
Washington Wizards,Andray Blatche,24,33.9,0.6
Washington Wizards,Trevor Booker,23,16.4,0.3
Washington Wizards,Josh Howard,30,22.7,-0.2
Washington Wizards,Lester Hudson,26,6.6,0.0
Washington Wizards,Yi Jianlian,23,17.7,-0.9
Washington Wizards,Cartier Martin,26,10.4,0.2
Washington Wizards,JaVale McGee,23,27.8,0.9
Washington Wizards,Hamady N'Diaye,24,5.0,-0.1
Washington Wizards,Kevin Séraphin,21,10.9,-0.8
Washington Wizards,Mustafa Shakur,26,7.2,-0.2
Washington Wizards,John Wall,20,37.8,0.8
Washington Wizards,Nick Young,25,31.8,0.4
