Game Date,Bookie Number,Home Team,Away Team,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close
2014-04-17,56,Boston Celtics,Washington Wizards,3.95,4.00,1.27,1.26
2014-04-17,27,Boston Celtics,Washington Wizards,4.00,3.95,1.26,1.26
2014-04-17,3,Boston Celtics,Washington Wizards,3.60,3.65,1.30,1.25
2014-04-17,16,Boston Celtics,Washington Wizards,3.80,4.00,1.27,1.26
2014-04-17,32,Boston Celtics,Washington Wizards,3.75,3.55,1.25,1.28
2014-04-17,24,Boston Celtics,Washington Wizards,3.85,4.00,1.27,1.25
2014-04-17,43,Boston Celtics,Washington Wizards,3.85,4.00,1.27,1.25
2014-04-17,76,Boston Celtics,Washington Wizards,3.80,4.00,1.29,1.25
2014-04-17,26,Boston Celtics,Washington Wizards,3.90,4.00,1.27,1.26
2014-04-17,2,Boston Celtics,Washington Wizards,5.00,4.00,1.18,1.25
2014-04-17,1,Boston Celtics,Washington Wizards,3.20,3.20,1.27,1.27
2014-04-17,18,Boston Celtics,Washington Wizards,3.28,4.14,1.39,1.28
2014-04-17,5,Boston Celtics,Washington Wizards,4.00,3.95,1.26,1.26
2014-04-17,15,Boston Celtics,Washington Wizards,3.75,3.75,1.29,1.29
2014-04-17,128,Boston Celtics,Washington Wizards,3.50,3.65,1.30,1.30
2014-04-17,44,Boston Celtics,Washington Wizards,1.06,4.14,1.06,1.29
2014-04-17,56,Charlotte Hornets,Chicago Bulls,1.89,1.79,1.95,2.08
2014-04-17,27,Charlotte Hornets,Chicago Bulls,1.90,1.82,1.90,2.00
2014-04-17,3,Charlotte Hornets,Chicago Bulls,1.85,1.80,1.95,2.00
2014-04-17,16,Charlotte Hornets,Chicago Bulls,1.86,1.80,1.95,2.05
2014-04-17,32,Charlotte Hornets,Chicago Bulls,1.82,1.75,1.95,2.00
2014-04-17,24,Charlotte Hornets,Chicago Bulls,1.90,1.81,1.92,2.02
2014-04-17,43,Charlotte Hornets,Chicago Bulls,1.90,1.80,1.92,2.02
2014-04-17,76,Charlotte Hornets,Chicago Bulls,1.87,1.80,1.93,2.05
2014-04-17,26,Charlotte Hornets,Chicago Bulls,1.95,1.87,1.87,1.95
2014-04-17,2,Charlotte Hornets,Chicago Bulls,1.83,1.83,2.00,2.00
2014-04-17,1,Charlotte Hornets,Chicago Bulls,1.80,1.80,1.90,1.90
2014-04-17,18,Charlotte Hornets,Chicago Bulls,1.91,1.81,2.00,2.10
2014-04-17,5,Charlotte Hornets,Chicago Bulls,1.90,1.82,1.90,2.00
2014-04-17,15,Charlotte Hornets,Chicago Bulls,1.83,1.83,2.00,2.00
2014-04-17,128,Charlotte Hornets,Chicago Bulls,1.90,1.80,1.90,2.05
2014-04-17,44,Charlotte Hornets,Chicago Bulls,1.06,1.85,1.06,2.05
2014-04-17,56,Cleveland Cavaliers,Brooklyn Nets,1.34,1.25,3.40,4.20
2014-04-17,27,Cleveland Cavaliers,Brooklyn Nets,1.28,1.24,3.70,4.20
2014-04-17,3,Cleveland Cavaliers,Brooklyn Nets,1.35,1.26,3.15,3.80
2014-04-17,16,Cleveland Cavaliers,Brooklyn Nets,1.37,1.26,3.20,4.00
2014-04-17,32,Cleveland Cavaliers,Brooklyn Nets,1.38,1.28,2.95,3.55
2014-04-17,24,Cleveland Cavaliers,Brooklyn Nets,1.37,1.27,3.10,3.85
2014-04-17,43,Cleveland Cavaliers,Brooklyn Nets,1.37,1.27,3.10,3.85
2014-04-17,76,Cleveland Cavaliers,Brooklyn Nets,1.33,1.25,3.30,4.10
2014-04-17,26,Cleveland Cavaliers,Brooklyn Nets,1.40,1.26,3.00,4.00
2014-04-17,2,Cleveland Cavaliers,Brooklyn Nets,1.50,1.25,2.65,4.00
2014-04-17,1,Cleveland Cavaliers,Brooklyn Nets,1.30,1.30,3.00,3.00
2014-04-17,18,Cleveland Cavaliers,Brooklyn Nets,1.38,1.27,3.31,4.22
2014-04-17,5,Cleveland Cavaliers,Brooklyn Nets,1.38,1.24,3.05,4.20
2014-04-17,15,Cleveland Cavaliers,Brooklyn Nets,1.33,1.25,3.50,4.00
2014-04-17,44,Cleveland Cavaliers,Brooklyn Nets,1.06,1.29,1.06,3.95
2014-04-17,56,Denver Nuggets,Golden State Warriors,1.27,1.28,3.95,3.85
2014-04-17,27,Denver Nuggets,Golden State Warriors,1.24,1.24,4.20,4.20
2014-04-17,3,Denver Nuggets,Golden State Warriors,1.25,1.25,3.70,3.85
2014-04-17,16,Denver Nuggets,Golden State Warriors,1.29,1.27,3.70,3.80
2014-04-17,32,Denver Nuggets,Golden State Warriors,1.28,1.22,3.55,4.10
2014-04-17,24,Denver Nuggets,Golden State Warriors,1.25,1.24,4.00,4.15
2014-04-17,43,Denver Nuggets,Golden State Warriors,1.25,1.24,4.00,4.15
2014-04-17,76,Denver Nuggets,Golden State Warriors,1.29,1.25,3.70,4.10
2014-04-17,26,Denver Nuggets,Golden State Warriors,1.27,1.22,3.90,4.45
2014-04-17,2,Denver Nuggets,Golden State Warriors,1.22,1.28,4.50,3.75
2014-04-17,1,Denver Nuggets,Golden State Warriors,1.27,1.27,3.20,3.20
2014-04-17,18,Denver Nuggets,Golden State Warriors,1.28,1.30,4.14,3.93
2014-04-17,5,Denver Nuggets,Golden State Warriors,1.27,1.24,3.80,4.20
2014-04-17,15,Denver Nuggets,Golden State Warriors,1.28,1.25,3.80,4.00
2014-04-17,128,Denver Nuggets,Golden State Warriors,1.30,1.24,3.40,4.05
2014-04-17,44,Denver Nuggets,Golden State Warriors,1.06,1.27,1.06,4.14
