Game Date,Bookie Number,Home Team,Away Team,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close
4/16/2009,44,Boston Celtics,Washington Wizards,1.5,1.48,2.92,2.84
4/16/2009,14,Chicago Bulls,Toronto Raptors,1.17,1.12,6.05,6.34
4/16/2009,3,Chicago Bulls,Toronto Raptors,1.2,1.14,4.5,5.5
4/16/2009,16,Chicago Bulls,Toronto Raptors,1.2,1.13,4.75,6
4/16/2009,32,Chicago Bulls,Toronto Raptors,,1.12,,5.25
4/16/2009,24,Chicago Bulls,Toronto Raptors,,1.15,5.25,5.75
4/16/2009,43,Chicago Bulls,Toronto Raptors,,1.13,5.85,6.1
4/16/2009,76,Chicago Bulls,Toronto Raptors,,1.13,,5.5
4/16/2009,26,Chicago Bulls,Toronto Raptors,,1.14,5.75,6
4/16/2009,2,Chicago Bulls,Toronto Raptors,1.2,1.15,4.7,5.4
4/16/2009,1,Chicago Bulls,Toronto Raptors,1.2,1.14,3.8,4.5
4/16/2009,18,Chicago Bulls,Toronto Raptors,1.19,1.13,6.25,6.75
4/16/2009,5,Chicago Bulls,Toronto Raptors,,1.12,,6.25
4/16/2009,44,Chicago Bulls,Toronto Raptors,1.17,1.16,6.6,6.32
4/16/2009,14,Cleveland Cavaliers,Philadelphia 76ers,2.21,2.29,1.67,1.62
4/16/2009,27,Cleveland Cavaliers,Philadelphia 76ers,2.2,2.25,1.67,1.62
4/16/2009,3,Cleveland Cavaliers,Philadelphia 76ers,2.1,2.29,1.7,1.6
4/16/2009,16,Cleveland Cavaliers,Philadelphia 76ers,2.2,2.29,1.71,1.66
4/16/2009,32,Cleveland Cavaliers,Philadelphia 76ers,,1.95,,1.75
4/16/2009,24,Cleveland Cavaliers,Philadelphia 76ers,2.02,2.13,1.8,1.7
4/16/2009,43,Cleveland Cavaliers,Philadelphia 76ers,2.06,2.18,1.77,1.7
4/16/2009,76,Cleveland Cavaliers,Philadelphia 76ers,,2.04,,1.74
4/16/2009,26,Cleveland Cavaliers,Philadelphia 76ers,2.25,2.2,1.73,1.67
4/16/2009,2,Cleveland Cavaliers,Philadelphia 76ers,2.15,2.04,1.73,1.8
4/16/2009,1,Cleveland Cavaliers,Philadelphia 76ers,,1.95,,1.75
4/16/2009,44,Cleveland Cavaliers,Philadelphia 76ers,2.29,2.23,1.73,1.71
4/16/2009,14,Dallas Mavericks,Houston Rockets,1.9,1.94,,1.87
4/16/2009,27,Dallas Mavericks,Houston Rockets,1.91,2,1.91,1.83
4/16/2009,3,Dallas Mavericks,Houston Rockets,1.9,1.85,1.8,1.85
4/16/2009,16,Dallas Mavericks,Houston Rockets,1.83,2,2,1.83
4/16/2009,32,Dallas Mavericks,Houston Rockets,,1.85,,1.85
4/16/2009,24,Dallas Mavericks,Houston Rockets,1.95,1.9,1.85,1.9
4/16/2009,43,Dallas Mavericks,Houston Rockets,2.04,1.88,1.8,1.94
4/16/2009,26,Dallas Mavericks,Houston Rockets,1.91,1.95,1.91,1.87
4/16/2009,2,Dallas Mavericks,Houston Rockets,1.95,1.91,1.87,1.91
4/16/2009,1,Dallas Mavericks,Houston Rockets,1.9,1.85,1.8,1.85
4/16/2009,5,Dallas Mavericks,Houston Rockets,,1.9,,1.9
4/16/2009,44,Dallas Mavericks,Houston Rockets,2.06,1.99,1.93,1.88
4/16/2009,14,Indiana Pacers,Milwaukee Bucks,,1.22,4.18,4.04
4/16/2009,3,Indiana Pacers,Milwaukee Bucks,,1.25,,3.9
4/16/2009,16,Indiana Pacers,Milwaukee Bucks,,1.23,,4.25
4/16/2009,32,Indiana Pacers,Milwaukee Bucks,,1.22,,3.8
4/16/2009,24,Indiana Pacers,Milwaukee Bucks,,1.25,4.3,4
4/16/2009,43,Indiana Pacers,Milwaukee Bucks,,1.22,4.34,4
4/16/2009,76,Indiana Pacers,Milwaukee Bucks,,1.22,,4
4/16/2009,26,Indiana Pacers,Milwaukee Bucks,1.27,1.23,3.9,4.3
4/16/2009,2,Indiana Pacers,Milwaukee Bucks,,1.25,4.4,4
4/16/2009,1,Indiana Pacers,Milwaukee Bucks,1.25,1.2,3.4,3.8
4/16/2009,18,Indiana Pacers,Milwaukee Bucks,1.25,1.29,4.3,4.09
4/16/2009,5,Indiana Pacers,Milwaukee Bucks,1.22,1.26,4.05,3.85
4/16/2009,44,Indiana Pacers,Milwaukee Bucks,1.3,1.28,4.2,4.04
4/16/2009,14,Los Angeles Clippers,Oklahoma City Thunder,1.99,1.79,2.02,2.06
4/16/2009,27,Los Angeles Clippers,Oklahoma City Thunder,1.83,1.73,2.04,2.1
4/16/2009,3,Los Angeles Clippers,Oklahoma City Thunder,1.75,1.7,2,2.1
4/16/2009,16,Los Angeles Clippers,Oklahoma City Thunder,1.68,1.74,2.25,2.15
4/16/2009,32,Los Angeles Clippers,Oklahoma City Thunder,,1.75,,1.95
4/16/2009,24,Los Angeles Clippers,Oklahoma City Thunder,2,1.78,1.81,2.04
4/16/2009,43,Los Angeles Clippers,Oklahoma City Thunder,,1.77,,2.06
4/16/2009,76,Los Angeles Clippers,Oklahoma City Thunder,,1.74,,2.04
4/16/2009,26,Los Angeles Clippers,Oklahoma City Thunder,1.8,1.76,2.1,2.15
4/16/2009,2,Los Angeles Clippers,Oklahoma City Thunder,1.8,1.73,2.15,2.2
4/16/2009,1,Los Angeles Clippers,Oklahoma City Thunder,1.95,1.75,1.75,1.95
4/16/2009,5,Los Angeles Clippers,Oklahoma City Thunder,,1.8,,2
4/16/2009,44,Los Angeles Clippers,Oklahoma City Thunder,1.81,1.77,2.2,2.1
4/16/2009,14,Memphis Grizzlies,Atlanta Hawks,1.26,1.22,4.01,4.12
