Game Date,Bookie Number,Home Team,Away Team,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close
2019-04-11,14,Atlanta Hawks,Indiana Pacers,2.00,1.41,1.77,2.85
2019-04-11,56,Atlanta Hawks,Indiana Pacers,1.62,1.41,2.37,3.00
2019-04-11,417,Atlanta Hawks,Indiana Pacers,1.98,1.48,1.82,2.87
2019-04-11,27,Atlanta Hawks,Indiana Pacers,2.02,1.47,1.84,2.70
2019-04-11,3,Atlanta Hawks,Indiana Pacers,1.99,1.42,1.80,2.81
2019-04-11,16,Atlanta Hawks,Indiana Pacers,2.05,1.43,1.80,2.90
2019-04-11,32,Atlanta Hawks,Indiana Pacers,2.14,1.47,1.80,2.91
2019-04-11,429,Atlanta Hawks,Indiana Pacers,2.05,1.44,1.85,2.90
2019-04-11,24,Atlanta Hawks,Indiana Pacers,2.00,1.45,1.82,2.75
2019-04-11,43,Atlanta Hawks,Indiana Pacers,2.00,1.45,1.82,2.75
2019-04-11,76,Atlanta Hawks,Indiana Pacers,2.10,1.50,1.75,2.80
2019-04-11,26,Atlanta Hawks,Indiana Pacers,2.05,1.43,1.80,2.85
2019-04-11,2,Atlanta Hawks,Indiana Pacers,2.00,1.53,1.83,2.55
2019-04-11,383,Atlanta Hawks,Indiana Pacers,2.00,1.41,1.77,2.85
2019-04-11,1,Atlanta Hawks,Indiana Pacers,2.00,1.40,1.75,2.75
2019-04-11,18,Atlanta Hawks,Indiana Pacers,1.87,1.44,2.04,3.04
2019-04-11,5,Atlanta Hawks,Indiana Pacers,2.02,1.47,1.84,2.70
2019-04-11,15,Atlanta Hawks,Indiana Pacers,2.15,1.43,1.74,2.95
2019-04-11,128,Atlanta Hawks,Indiana Pacers,1.98,1.38,1.75,2.75
2019-04-11,44,Atlanta Hawks,Indiana Pacers,1.01,1.46,1.01,2.90
2019-04-11,14,Brooklyn Nets,Miami Heat,1.41,1.48,2.85,2.60
2019-04-11,56,Brooklyn Nets,Miami Heat,1.48,1.48,2.75,2.75
2019-04-11,417,Brooklyn Nets,Miami Heat,1.62,1.55,2.28,2.65
2019-04-11,27,Brooklyn Nets,Miami Heat,1.48,1.52,2.70,2.60
2019-04-11,3,Brooklyn Nets,Miami Heat,1.60,1.48,2.29,2.60
2019-04-11,16,Brooklyn Nets,Miami Heat,1.41,1.50,3.00,2.70
2019-04-11,32,Brooklyn Nets,Miami Heat,1.67,1.52,2.35,2.78
2019-04-11,429,Brooklyn Nets,Miami Heat,1.57,1.47,2.50,2.80
2019-04-11,24,Brooklyn Nets,Miami Heat,1.61,1.48,2.34,2.65
2019-04-11,43,Brooklyn Nets,Miami Heat,1.61,1.48,2.34,2.65
2019-04-11,76,Brooklyn Nets,Miami Heat,1.62,1.50,2.38,2.80
2019-04-11,26,Brooklyn Nets,Miami Heat,1.53,1.50,2.60,2.70
2019-04-11,2,Brooklyn Nets,Miami Heat,1.42,1.42,2.95,2.95
2019-04-11,383,Brooklyn Nets,Miami Heat,1.41,1.48,2.85,2.60
2019-04-11,1,Brooklyn Nets,Miami Heat,1.60,1.45,2.25,2.55
2019-04-11,18,Brooklyn Nets,Miami Heat,1.44,1.53,3.01,2.70
2019-04-11,5,Brooklyn Nets,Miami Heat,1.48,1.52,2.75,2.60
2019-04-11,15,Brooklyn Nets,Miami Heat,1.57,1.48,2.55,2.80
2019-04-11,128,Brooklyn Nets,Miami Heat,1.48,1.43,2.50,2.60
2019-04-11,44,Brooklyn Nets,Miami Heat,1.01,1.51,1.49,2.71
2019-04-11,14,Charlotte Hornets,Orlando Magic,1.83,1.53,1.95,2.45
2019-04-11,56,Charlotte Hornets,Orlando Magic,1.58,1.57,2.46,2.48
2019-04-11,417,Charlotte Hornets,Orlando Magic,1.89,1.59,1.89,2.54
2019-04-11,27,Charlotte Hornets,Orlando Magic,1.83,1.55,2.02,2.50
2019-04-11,3,Charlotte Hornets,Orlando Magic,1.55,1.55,2.41,2.41
2019-04-11,16,Charlotte Hornets,Orlando Magic,1.83,1.57,2.00,2.55
2019-04-11,32,Charlotte Hornets,Orlando Magic,1.96,1.56,1.95,2.64
2019-04-11,429,Charlotte Hornets,Orlando Magic,1.95,1.57,1.91,2.50
2019-04-11,24,Charlotte Hornets,Orlando Magic,1.85,1.55,1.98,2.45
2019-04-11,43,Charlotte Hornets,Orlando Magic,1.85,1.55,1.98,2.45
2019-04-11,76,Charlotte Hornets,Orlando Magic,1.95,1.57,1.87,2.55
2019-04-11,26,Charlotte Hornets,Orlando Magic,1.56,1.54,2.50,2.55
2019-04-11,2,Charlotte Hornets,Orlando Magic,1.83,1.60,2.00,2.40
2019-04-11,383,Charlotte Hornets,Orlando Magic,1.83,1.53,1.95,2.45
2019-04-11,1,Charlotte Hornets,Orlando Magic,1.90,1.55,1.85,2.35
2019-04-11,18,Charlotte Hornets,Orlando Magic,1.58,1.58,2.56,2.55
2019-04-11,5,Charlotte Hornets,Orlando Magic,1.83,1.55,2.02,2.55
2019-04-11,15,Charlotte Hornets,Orlando Magic,1.74,1.54,2.15,2.65
2019-04-11,128,Charlotte Hornets,Orlando Magic,1.50,1.48,2.40,2.45
2019-04-11,44,Charlotte Hornets,Orlando Magic,1.01,1.58,1.01,2.52
2019-04-11,14,Denver Nuggets,Minnesota Timberwolves,1.18,1.11,4.60,6.25
2019-04-11,56,Denver Nuggets,Minnesota Timberwolves,1.14,1.13,6.20,6.50
2019-04-11,417,Denver Nuggets,Minnesota Timberwolves,1.23,1.11,4.12,8.20
2019-04-11,27,Denver Nuggets,Minnesota Timberwolves,1.20,1.10,4.90,7.50
2019-04-11,3,Denver Nuggets,Minnesota Timberwolves,1.10,1.07,6.59,7.91
2019-04-11,16,Denver Nuggets,Minnesota Timberwolves,1.23,1.11,4.25,7.00
2019-04-11,32,Denver Nuggets,Minnesota Timberwolves,1.23,1.12,4.65,8.00
2019-04-11,429,Denver Nuggets,Minnesota Timberwolves,1.25,1.11,4.20,7.50
2019-04-11,24,Denver Nuggets,Minnesota Timberwolves,1.19,1.10,4.80,7.25
2019-04-11,43,Denver Nuggets,Minnesota Timberwolves,1.19,1.10,4.80,7.25
2019-04-11,76,Denver Nuggets,Minnesota Timberwolves,1.20,1.13,4.80,7.00
2019-04-11,26,Denver Nuggets,Minnesota Timberwolves,1.12,1.11,6.60,7.10
2019-04-11,2,Denver Nuggets,Minnesota Timberwolves,1.13,1.11,6.25,6.75
2019-04-11,383,Denver Nuggets,Minnesota Timberwolves,1.19,1.11,4.50,6.25
2019-04-11,1,Denver Nuggets,Minnesota Timberwolves,1.18,1.07,4.55,7.50
2019-04-11,18,Denver Nuggets,Minnesota Timberwolves,1.14,1.13,6.83,7.00
2019-04-11,5,Denver Nuggets,Minnesota Timberwolves,1.20,1.10,5.00,8.00
2019-04-11,15,Denver Nuggets,Minnesota Timberwolves,1.11,1.11,7.00,7.25
2019-04-11,128,Denver Nuggets,Minnesota Timberwolves,1.08,1.08,6.50,6.75
2019-04-11,44,Denver Nuggets,Minnesota Timberwolves,1.01,1.12,1.01,7.84
2019-04-11,14,Los Angeles Clippers,Utah Jazz,1.34,1.30,3.10,3.35
2019-04-11,56,Los Angeles Clippers,Utah Jazz,1.39,1.35,3.10,3.30
2019-04-11,417,Los Angeles Clippers,Utah Jazz,1.37,1.37,3.07,3.42
2019-04-11,27,Los Angeles Clippers,Utah Jazz,1.40,1.33,3.05,3.40
2019-04-11,3,Los Angeles Clippers,Utah Jazz,1.34,1.26,3.20,3.71
2019-04-11,16,Los Angeles Clippers,Utah Jazz,1.35,1.29,3.30,3.70
2019-04-11,32,Los Angeles Clippers,Utah Jazz,1.40,1.32,3.22,3.81
2019-04-11,429,Los Angeles Clippers,Utah Jazz,1.36,1.33,3.30,3.50
2019-04-11,24,Los Angeles Clippers,Utah Jazz,1.36,1.33,3.20,3.40
2019-04-11,43,Los Angeles Clippers,Utah Jazz,1.36,1.33,3.20,3.40
2019-04-11,76,Los Angeles Clippers,Utah Jazz,1.36,1.33,3.25,3.70
2019-04-11,26,Los Angeles Clippers,Utah Jazz,1.39,1.29,3.05,3.60
2019-04-11,2,Los Angeles Clippers,Utah Jazz,1.36,1.25,3.20,4.10
2019-04-11,383,Los Angeles Clippers,Utah Jazz,1.35,1.30,3.10,3.35
2019-04-11,1,Los Angeles Clippers,Utah Jazz,1.35,1.25,3.05,3.75
2019-04-11,18,Los Angeles Clippers,Utah Jazz,1.43,1.35,3.06,3.50
2019-04-11,5,Los Angeles Clippers,Utah Jazz,1.40,1.33,3.05,3.40
2019-04-11,15,Los Angeles Clippers,Utah Jazz,1.42,1.30,3.00,3.75
2019-04-11,128,Los Angeles Clippers,Utah Jazz,1.33,1.25,2.90,3.40
2019-04-11,44,Los Angeles Clippers,Utah Jazz,1.01,1.35,1.01,3.47
2019-04-11,14,Memphis Grizzlies,Golden State Warriors,3.50,2.75,1.29,1.43
2019-04-11,56,Memphis Grizzlies,Golden State Warriors,2.55,2.70,1.54,1.48
2019-04-11,417,Memphis Grizzlies,Golden State Warriors,3.74,2.83,1.26,1.48
2019-04-11,27,Memphis Grizzlies,Golden State Warriors,3.45,2.90,1.33,1.43
2019-04-11,3,Memphis Grizzlies,Golden State Warriors,2.51,2.75,1.51,1.44
2019-04-11,16,Memphis Grizzlies,Golden State Warriors,3.60,2.90,1.31,1.43
2019-04-11,32,Memphis Grizzlies,Golden State Warriors,4.35,2.95,1.26,1.47
2019-04-11,429,Memphis Grizzlies,Golden State Warriors,3.90,2.90,1.29,1.44
2019-04-11,24,Memphis Grizzlies,Golden State Warriors,3.55,2.75,1.30,1.45
2019-04-11,43,Memphis Grizzlies,Golden State Warriors,3.55,2.75,1.30,1.45
2019-04-11,76,Memphis Grizzlies,Golden State Warriors,4.50,2.80,1.22,1.50
2019-04-11,26,Memphis Grizzlies,Golden State Warriors,3.05,2.75,1.39,1.46
2019-04-11,2,Memphis Grizzlies,Golden State Warriors,3.60,2.85,1.30,1.44
2019-04-11,383,Memphis Grizzlies,Golden State Warriors,3.50,2.75,1.29,1.43
2019-04-11,1,Memphis Grizzlies,Golden State Warriors,4.05,2.75,1.22,1.40
2019-04-11,18,Memphis Grizzlies,Golden State Warriors,2.65,2.77,1.55,1.51
2019-04-11,5,Memphis Grizzlies,Golden State Warriors,3.45,2.90,1.33,1.43
2019-04-11,15,Memphis Grizzlies,Golden State Warriors,3.40,2.95,1.36,1.43
2019-04-11,128,Memphis Grizzlies,Golden State Warriors,2.90,2.65,1.33,1.40
2019-04-11,44,Memphis Grizzlies,Golden State Warriors,1.31,2.81,1.01,1.48
2019-04-11,14,Milwaukee Bucks,Oklahoma City Thunder,2.55,2.55,1.50,1.49
2019-04-11,56,Milwaukee Bucks,Oklahoma City Thunder,2.50,2.58,1.56,1.52
2019-04-11,417,Milwaukee Bucks,Oklahoma City Thunder,2.42,2.59,1.55,1.52
2019-04-11,27,Milwaukee Bucks,Oklahoma City Thunder,2.48,2.45,1.57,1.58
2019-04-11,3,Milwaukee Bucks,Oklahoma City Thunder,2.53,2.43,1.51,1.54
2019-04-11,16,Milwaukee Bucks,Oklahoma City Thunder,2.70,2.70,1.50,1.50
2019-04-11,32,Milwaukee Bucks,Oklahoma City Thunder,2.47,2.61,1.62,1.57
2019-04-11,429,Milwaukee Bucks,Oklahoma City Thunder,2.50,2.50,1.57,1.57
2019-04-11,24,Milwaukee Bucks,Oklahoma City Thunder,2.65,2.55,1.48,1.51
2019-04-11,43,Milwaukee Bucks,Oklahoma City Thunder,2.65,2.55,1.48,1.51
2019-04-11,76,Milwaukee Bucks,Oklahoma City Thunder,2.45,2.70,1.57,1.53
2019-04-11,26,Milwaukee Bucks,Oklahoma City Thunder,2.50,2.70,1.56,1.50
2019-04-11,2,Milwaukee Bucks,Oklahoma City Thunder,2.80,2.70,1.45,1.48
2019-04-11,383,Milwaukee Bucks,Oklahoma City Thunder,2.50,2.55,1.50,1.49
2019-04-11,1,Milwaukee Bucks,Oklahoma City Thunder,2.40,2.40,1.50,1.55
2019-04-11,18,Milwaukee Bucks,Oklahoma City Thunder,2.50,2.57,1.60,1.57
2019-04-11,5,Milwaukee Bucks,Oklahoma City Thunder,2.48,2.45,1.57,1.58
2019-04-11,15,Milwaukee Bucks,Oklahoma City Thunder,2.45,2.80,1.61,1.48
2019-04-11,128,Milwaukee Bucks,Oklahoma City Thunder,2.40,2.60,1.50,1.43
2019-04-11,44,Milwaukee Bucks,Oklahoma City Thunder,1.01,2.63,1.01,1.54
2019-04-11,14,New York Knicks,Detroit Pistons,4.80,4.05,1.17,1.22
2019-04-11,56,New York Knicks,Detroit Pistons,4.50,4.20,1.23,1.25
2019-04-11,417,New York Knicks,Detroit Pistons,4.26,4.24,1.21,1.27
2019-04-11,27,New York Knicks,Detroit Pistons,4.50,4.20,1.22,1.24
2019-04-11,3,New York Knicks,Detroit Pistons,4.98,4.14,1.16,1.22
2019-04-11,16,New York Knicks,Detroit Pistons,5.00,4.25,1.19,1.23
2019-04-11,32,New York Knicks,Detroit Pistons,5.05,4.55,1.21,1.25
2019-04-11,429,New York Knicks,Detroit Pistons,4.60,4.20,1.22,1.25
2019-04-11,24,New York Knicks,Detroit Pistons,4.60,4.15,1.20,1.24
2019-04-11,43,New York Knicks,Detroit Pistons,4.60,4.15,1.20,1.24
2019-04-11,76,New York Knicks,Detroit Pistons,5.00,4.50,1.18,1.25
2019-04-11,26,New York Knicks,Detroit Pistons,4.80,4.20,1.19,1.24
2019-04-11,2,New York Knicks,Detroit Pistons,5.25,4.10,1.17,1.25
2019-04-11,383,New York Knicks,Detroit Pistons,4.55,4.05,1.18,1.22
2019-04-11,1,New York Knicks,Detroit Pistons,4.60,4.05,1.18,1.22
2019-04-11,18,New York Knicks,Detroit Pistons,4.73,4.41,1.23,1.25
2019-04-11,5,New York Knicks,Detroit Pistons,4.60,4.35,1.22,1.23
2019-04-11,15,New York Knicks,Detroit Pistons,5.25,4.60,1.18,1.23
2019-04-11,128,New York Knicks,Detroit Pistons,4.75,3.90,1.15,1.20
2019-04-11,44,New York Knicks,Detroit Pistons,1.01,4.33,1.01,1.25
2019-04-11,14,Philadelphia 76ers,Chicago Bulls,1.21,1.40,4.25,2.85
2019-04-11,56,Philadelphia 76ers,Chicago Bulls,1.27,1.43,4.00,2.90
2019-04-11,417,Philadelphia 76ers,Chicago Bulls,1.26,1.48,3.74,2.87
2019-04-11,27,Philadelphia 76ers,Chicago Bulls,1.25,1.47,4.20,2.70
2019-04-11,3,Philadelphia 76ers,Chicago Bulls,1.33,1.42,3.24,2.83
2019-04-11,16,Philadelphia 76ers,Chicago Bulls,1.22,1.40,4.50,3.05
2019-04-11,32,Philadelphia 76ers,Chicago Bulls,1.27,1.46,4.25,3.00
2019-04-11,429,Philadelphia 76ers,Chicago Bulls,1.29,1.44,3.90,2.90
2019-04-11,24,Philadelphia 76ers,Chicago Bulls,1.22,1.42,4.35,2.90
2019-04-11,43,Philadelphia 76ers,Chicago Bulls,1.22,1.42,4.35,2.90
2019-04-11,76,Philadelphia 76ers,Chicago Bulls,1.22,1.45,4.50,3.00
2019-04-11,26,Philadelphia 76ers,Chicago Bulls,1.23,1.41,4.20,2.95
2019-04-11,2,Philadelphia 76ers,Chicago Bulls,1.22,1.42,4.50,2.95
2019-04-11,383,Philadelphia 76ers,Chicago Bulls,1.22,1.40,4.15,2.85
2019-04-11,1,Philadelphia 76ers,Chicago Bulls,1.20,1.40,4.25,2.80
2019-04-11,18,Philadelphia 76ers,Chicago Bulls,1.29,1.44,4.06,3.03
2019-04-11,5,Philadelphia 76ers,Chicago Bulls,1.25,1.47,4.25,2.70
2019-04-11,15,Philadelphia 76ers,Chicago Bulls,1.24,1.39,4.30,3.15
2019-04-11,128,Philadelphia 76ers,Chicago Bulls,1.20,1.35,3.90,2.85
2019-04-11,44,Philadelphia 76ers,Chicago Bulls,1.01,1.43,1.01,3.09
2019-04-11,14,Portland Trail Blazers,Sacramento Kings,1.25,1.63,3.75,2.25
2019-04-11,56,Portland Trail Blazers,Sacramento Kings,1.27,1.66,4.00,2.19
2019-04-11,417,Portland Trail Blazers,Sacramento Kings,1.30,1.71,3.46,2.28
2019-04-11,27,Portland Trail Blazers,Sacramento Kings,1.30,1.64,3.65,2.28
2019-04-11,3,Portland Trail Blazers,Sacramento Kings,1.22,1.62,4.17,2.26
2019-04-11,16,Portland Trail Blazers,Sacramento Kings,1.26,1.64,4.00,2.35
2019-04-11,32,Portland Trail Blazers,Sacramento Kings,1.30,1.64,3.98,2.37
2019-04-11,429,Portland Trail Blazers,Sacramento Kings,1.29,1.63,3.90,2.38
2019-04-11,24,Portland Trail Blazers,Sacramento Kings,1.30,1.64,3.55,2.29
2019-04-11,43,Portland Trail Blazers,Sacramento Kings,1.30,1.64,3.55,2.29
2019-04-11,76,Portland Trail Blazers,Sacramento Kings,1.25,1.67,4.10,2.38
2019-04-11,26,Portland Trail Blazers,Sacramento Kings,1.29,1.63,3.65,2.35
2019-04-11,2,Portland Trail Blazers,Sacramento Kings,1.28,1.70,3.75,2.20
2019-04-11,383,Portland Trail Blazers,Sacramento Kings,1.26,1.63,3.70,2.25
2019-04-11,1,Portland Trail Blazers,Sacramento Kings,1.25,1.60,3.70,2.30
2019-04-11,18,Portland Trail Blazers,Sacramento Kings,1.27,1.68,4.21,2.32
2019-04-11,5,Portland Trail Blazers,Sacramento Kings,1.30,1.64,3.70,2.28
