Game Date,Bookie Number,Home Team,Away Team,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close
2012-04-27,56,Atlanta Hawks,Dallas Mavericks,1.42,1.43,2.80,2.80
2012-04-27,27,Atlanta Hawks,Dallas Mavericks,1.44,1.44,2.75,2.75
2012-04-27,3,Atlanta Hawks,Dallas Mavericks,1.50,1.50,2.50,2.50
2012-04-27,16,Atlanta Hawks,Dallas Mavericks,1.45,1.45,2.80,2.80
2012-04-27,32,Atlanta Hawks,Dallas Mavericks,1.48,1.48,2.54,2.54
2012-04-27,24,Atlanta Hawks,Dallas Mavericks,1.44,1.47,2.81,2.70
2012-04-27,43,Atlanta Hawks,Dallas Mavericks,1.42,1.48,2.85,2.65
2012-04-27,76,Atlanta Hawks,Dallas Mavericks,1.44,1.44,2.80,2.80
2012-04-27,26,Atlanta Hawks,Dallas Mavericks,1.47,1.49,2.75,2.70
2012-04-27,2,Atlanta Hawks,Dallas Mavericks,1.59,1.45,2.40,2.80
2012-04-27,1,Atlanta Hawks,Dallas Mavericks,1.50,1.40,2.35,2.65
2012-04-27,18,Atlanta Hawks,Dallas Mavericks,1.47,1.48,2.90,2.88
2012-04-27,15,Atlanta Hawks,Dallas Mavericks,1.45,1.45,2.80,2.80
2012-04-27,128,Atlanta Hawks,Dallas Mavericks,1.56,1.50,2.60,2.80
2012-04-27,44,Atlanta Hawks,Dallas Mavericks,1.01,1.51,1.01,2.75
2012-04-27,56,Boston Celtics,Milwaukee Bucks,1.19,1.18,4.90,5.15
2012-04-27,27,Boston Celtics,Milwaukee Bucks,1.20,1.18,4.50,5.00
2012-04-27,3,Boston Celtics,Milwaukee Bucks,1.20,1.17,4.50,5.00
2012-04-27,16,Boston Celtics,Milwaukee Bucks,1.19,1.18,5.00,5.25
2012-04-27,32,Boston Celtics,Milwaukee Bucks,,1.18,,4.50
2012-04-27,24,Boston Celtics,Milwaukee Bucks,,1.17,,5.12
2012-04-27,43,Boston Celtics,Milwaukee Bucks,,1.17,,5.15
2012-04-27,76,Boston Celtics,Milwaukee Bucks,1.18,1.18,5.00,5.00
2012-04-27,26,Boston Celtics,Milwaukee Bucks,,1.18,,5.00
2012-04-27,2,Boston Celtics,Milwaukee Bucks,1.17,1.20,5.20,4.70
2012-04-27,1,Boston Celtics,Milwaukee Bucks,,1.20,,3.80
2012-04-27,18,Boston Celtics,Milwaukee Bucks,1.21,1.18,5.04,5.61
2012-04-27,15,Boston Celtics,Milwaukee Bucks,1.20,1.20,4.50,4.50
2012-04-27,128,Boston Celtics,Milwaukee Bucks,1.22,1.18,4.59,5.25
2012-04-27,44,Boston Celtics,Milwaukee Bucks,1.01,1.21,1.01,5.09
2012-04-27,56,Charlotte Hornets,New York Knicks,2.70,2.89,1.49,1.44
2012-04-27,27,Charlotte Hornets,New York Knicks,2.63,2.75,1.50,1.44
2012-04-27,3,Charlotte Hornets,New York Knicks,2.40,2.85,1.55,1.40
2012-04-27,16,Charlotte Hornets,New York Knicks,2.70,2.90,1.50,1.43
2012-04-27,32,Charlotte Hornets,New York Knicks,2.54,2.65,1.48,1.45
2012-04-27,24,Charlotte Hornets,New York Knicks,2.25,2.60,1.65,1.50
2012-04-27,43,Charlotte Hornets,New York Knicks,2.65,2.85,1.49,1.44
2012-04-27,76,Charlotte Hornets,New York Knicks,2.38,2.80,1.60,1.44
2012-04-27,26,Charlotte Hornets,New York Knicks,2.65,2.75,1.50,1.47
2012-04-27,2,Charlotte Hornets,New York Knicks,2.60,3.00,1.51,1.40
