Game Date,Bookie Number,Home Team,Away Team,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close
2017-04-13,14,Boston Celtics,Milwaukee Bucks,1.05,1.06,8.50,9.75
2017-04-13,417,Boston Celtics,Milwaukee Bucks,1.04,1.11,11.50,8.60
2017-04-13,27,Boston Celtics,Milwaukee Bucks,1.06,1.06,11.00,11.50
2017-04-13,3,Boston Celtics,Milwaukee Bucks,1.06,1.06,8.65,8.66
2017-04-13,16,Boston Celtics,Milwaukee Bucks,1.07,1.06,9.00,10.00
2017-04-13,32,Boston Celtics,Milwaukee Bucks,1.06,1.06,8.00,8.00
2017-04-13,429,Boston Celtics,Milwaukee Bucks,1.06,1.05,10.00,10.00
2017-04-13,24,Boston Celtics,Milwaukee Bucks,1.08,1.06,8.25,9.60
2017-04-13,43,Boston Celtics,Milwaukee Bucks,1.08,1.06,8.25,9.60
2017-04-13,76,Boston Celtics,Milwaukee Bucks,1.07,1.06,8.50,9.00
2017-04-13,26,Boston Celtics,Milwaukee Bucks,1.08,1.07,8.75,9.75
2017-04-13,2,Boston Celtics,Milwaukee Bucks,1.06,1.06,9.75,9.50
2017-04-13,383,Boston Celtics,Milwaukee Bucks,1.06,1.06,8.00,9.75
2017-04-13,1,Boston Celtics,Milwaukee Bucks,1.05,1.05,7.75,7.75
2017-04-13,18,Boston Celtics,Milwaukee Bucks,1.07,1.08,11.51,10.44
2017-04-13,5,Boston Celtics,Milwaukee Bucks,1.06,1.06,11.00,11.50
2017-04-13,15,Boston Celtics,Milwaukee Bucks,1.07,1.06,9.00,10.00
2017-04-13,44,Boston Celtics,Milwaukee Bucks,1.07,1.09,1.01,10.50
2017-04-13,14,Chicago Bulls,Brooklyn Nets,1.16,1.02,4.85,15.00
2017-04-13,417,Chicago Bulls,Brooklyn Nets,1.21,1.10,4.66,9.50
2017-04-13,27,Chicago Bulls,Brooklyn Nets,1.06,1.05,11.50,12.50
2017-04-13,3,Chicago Bulls,Brooklyn Nets,1.03,1.04,10.81,10.63
2017-04-13,16,Chicago Bulls,Brooklyn Nets,1.19,1.05,5.00,12.25
2017-04-13,32,Chicago Bulls,Brooklyn Nets,1.16,1.04,4.80,9.25
2017-04-13,429,Chicago Bulls,Brooklyn Nets,1.05,1.05,11.00,11.00
2017-04-13,24,Chicago Bulls,Brooklyn Nets,1.19,1.05,4.80,10.50
2017-04-13,43,Chicago Bulls,Brooklyn Nets,1.19,1.05,4.80,10.50
2017-04-13,76,Chicago Bulls,Brooklyn Nets,1.18,1.05,4.80,10.00
2017-04-13,26,Chicago Bulls,Brooklyn Nets,1.06,1.05,10.50,11.75
2017-04-13,2,Chicago Bulls,Brooklyn Nets,1.09,1.05,8.00,11.00
2017-04-13,383,Chicago Bulls,Brooklyn Nets,1.17,1.02,4.65,15.00
2017-04-13,1,Chicago Bulls,Brooklyn Nets,1.03,1.03,9.25,9.25
2017-04-13,18,Chicago Bulls,Brooklyn Nets,1.07,1.06,10.71,12.26
2017-04-13,5,Chicago Bulls,Brooklyn Nets,1.06,1.05,11.50,12.50
2017-04-13,15,Chicago Bulls,Brooklyn Nets,1.06,1.04,10.00,13.00
2017-04-13,44,Chicago Bulls,Brooklyn Nets,1.05,1.07,1.02,12.88
2017-04-13,14,Cleveland Cavaliers,Toronto Raptors,2.35,2.30,1.63,1.65
2017-04-13,56,Cleveland Cavaliers,Toronto Raptors,2.55,2.22,1.54,1.70
2017-04-13,417,Cleveland Cavaliers,Toronto Raptors,2.14,2.38,1.74,1.67
2017-04-13,27,Cleveland Cavaliers,Toronto Raptors,2.35,2.25,1.63,1.67
2017-04-13,3,Cleveland Cavaliers,Toronto Raptors,2.52,2.30,1.51,1.60
2017-04-13,16,Cleveland Cavaliers,Toronto Raptors,2.45,2.40,1.60,1.62
2017-04-13,32,Cleveland Cavaliers,Toronto Raptors,2.05,2.20,1.72,1.62
2017-04-13,429,Cleveland Cavaliers,Toronto Raptors,2.10,2.30,1.75,1.66
2017-04-13,24,Cleveland Cavaliers,Toronto Raptors,2.33,2.25,1.62,1.66
2017-04-13,43,Cleveland Cavaliers,Toronto Raptors,2.33,2.25,1.62,1.66
2017-04-13,76,Cleveland Cavaliers,Toronto Raptors,2.55,2.30,1.53,1.62
2017-04-13,26,Cleveland Cavaliers,Toronto Raptors,2.60,2.35,1.53,1.63
2017-04-13,2,Cleveland Cavaliers,Toronto Raptors,2.50,2.25,1.55,1.67
2017-04-13,383,Cleveland Cavaliers,Toronto Raptors,2.40,2.30,1.59,1.63
2017-04-13,1,Cleveland Cavaliers,Toronto Raptors,2.45,2.25,1.50,1.55
2017-04-13,18,Cleveland Cavaliers,Toronto Raptors,2.40,2.37,1.65,1.66
2017-04-13,5,Cleveland Cavaliers,Toronto Raptors,2.35,2.25,1.63,1.67
2017-04-13,15,Cleveland Cavaliers,Toronto Raptors,2.65,2.25,1.53,1.69
2017-04-13,44,Cleveland Cavaliers,Toronto Raptors,1.01,2.37,1.01,1.63
2017-04-13,14,Golden State Warriors,Los Angeles Lakers,1.03,1.07,14.25,9.00
2017-04-13,417,Golden State Warriors,Los Angeles Lakers,1.03,1.13,13.50,7.80
2017-04-13,27,Golden State Warriors,Los Angeles Lakers,1.05,1.10,13.00,8.50
2017-04-13,3,Golden State Warriors,Los Angeles Lakers,1.04,1.06,10.09,8.54
2017-04-13,16,Golden State Warriors,Los Angeles Lakers,1.07,1.09,9.50,8.00
2017-04-13,32,Golden State Warriors,Los Angeles Lakers,1.02,1.08,11.00,7.00
2017-04-13,429,Golden State Warriors,Los Angeles Lakers,1.03,1.09,13.00,8.00
2017-04-13,24,Golden State Warriors,Los Angeles Lakers,1.09,1.08,7.70,8.25
2017-04-13,43,Golden State Warriors,Los Angeles Lakers,1.09,1.08,7.70,8.25
2017-04-13,76,Golden State Warriors,Los Angeles Lakers,1.07,1.08,8.50,8.00
2017-04-13,26,Golden State Warriors,Los Angeles Lakers,1.07,1.10,9.50,7.90
2017-04-13,2,Golden State Warriors,Los Angeles Lakers,1.09,1.09,7.75,7.50
