Game Date,Bookie Number,Home Team,Away Team,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close
2011-04-14,14,Charlotte Hornets,Atlanta Hawks,,1.83,,1.99
2011-04-14,27,Charlotte Hornets,Atlanta Hawks,1.83,1.83,2.00,2.00
2011-04-14,3,Charlotte Hornets,Atlanta Hawks,1.70,1.75,2.10,2.00
2011-04-14,16,Charlotte Hornets,Atlanta Hawks,,1.80,,2.04
2011-04-14,32,Charlotte Hornets,Atlanta Hawks,,1.68,,2.04
2011-04-14,24,Charlotte Hornets,Atlanta Hawks,,1.75,,2.09
2011-04-14,43,Charlotte Hornets,Atlanta Hawks,1.72,1.79,2.15,2.04
2011-04-14,76,Charlotte Hornets,Atlanta Hawks,1.83,1.80,,2.00
2011-04-14,26,Charlotte Hornets,Atlanta Hawks,,1.83,,2.00
2011-04-14,2,Charlotte Hornets,Atlanta Hawks,1.73,1.80,2.15,2.04
2011-04-14,1,Charlotte Hornets,Atlanta Hawks,1.70,1.75,2.00,1.95
2011-04-14,5,Charlotte Hornets,Atlanta Hawks,1.70,1.80,2.18,2.04
2011-04-14,15,Charlotte Hornets,Atlanta Hawks,,1.83,,2.00
2011-04-14,128,Charlotte Hornets,Atlanta Hawks,,1.84,,2.04
2011-04-14,44,Charlotte Hornets,Atlanta Hawks,1.02,1.83,1.02,2.06
2011-04-14,14,Chicago Bulls,Brooklyn Nets,1.04,1.04,10.84,11.02
2011-04-14,27,Chicago Bulls,Brooklyn Nets,1.06,1.05,10.00,11.00
2011-04-14,3,Chicago Bulls,Brooklyn Nets,1.05,1.03,10.00,12.00
2011-04-14,16,Chicago Bulls,Brooklyn Nets,1.05,1.05,11.00,12.25
2011-04-14,32,Chicago Bulls,Brooklyn Nets,,1.06,,7.00
2011-04-14,24,Chicago Bulls,Brooklyn Nets,,1.06,,9.38
2011-04-14,43,Chicago Bulls,Brooklyn Nets,,1.05,,10.50
2011-04-14,76,Chicago Bulls,Brooklyn Nets,1.03,1.05,13.00,9.00
2011-04-14,26,Chicago Bulls,Brooklyn Nets,,1.05,,11.00
2011-04-14,2,Chicago Bulls,Brooklyn Nets,1.04,1.07,11.50,9.00
2011-04-14,1,Chicago Bulls,Brooklyn Nets,,1.05,,7.00
2011-04-14,18,Chicago Bulls,Brooklyn Nets,1.05,1.06,14.00,11.00
2011-04-14,5,Chicago Bulls,Brooklyn Nets,1.04,1.04,11.65,11.50
2011-04-14,15,Chicago Bulls,Brooklyn Nets,1.06,1.07,10.00,9.00
2011-04-14,128,Chicago Bulls,Brooklyn Nets,1.05,1.06,11.50,10.50
2011-04-14,44,Chicago Bulls,Brooklyn Nets,1.02,1.08,1.02,11.93
2011-04-14,14,Cleveland Cavaliers,Washington Wizards,1.44,1.45,2.80,2.74
2011-04-14,27,Cleveland Cavaliers,Washington Wizards,1.44,1.44,2.75,2.75
2011-04-14,3,Cleveland Cavaliers,Washington Wizards,1.50,1.40,2.50,2.85
2011-04-14,16,Cleveland Cavaliers,Washington Wizards,1.45,1.47,2.80,2.75
2011-04-14,32,Cleveland Cavaliers,Washington Wizards,1.45,1.40,2.54,2.75
2011-04-14,24,Cleveland Cavaliers,Washington Wizards,,1.44,,2.81
2011-04-14,43,Cleveland Cavaliers,Washington Wizards,1.48,1.46,2.68,2.76
2011-04-14,76,Cleveland Cavaliers,Washington Wizards,1.44,1.44,2.75,2.75
2011-04-14,26,Cleveland Cavaliers,Washington Wizards,1.44,1.40,2.85,3.00
2011-04-14,2,Cleveland Cavaliers,Washington Wizards,1.45,1.45,2.80,2.80
2011-04-14,1,Cleveland Cavaliers,Washington Wizards,1.45,1.40,2.50,2.65
2011-04-14,18,Cleveland Cavaliers,Washington Wizards,1.48,1.50,2.88,2.80
2011-04-14,5,Cleveland Cavaliers,Washington Wizards,1.45,1.43,2.80,2.87
2011-04-14,15,Cleveland Cavaliers,Washington Wizards,,1.43,,2.90
2011-04-14,128,Cleveland Cavaliers,Washington Wizards,1.49,1.49,2.78,2.78
2011-04-14,44,Cleveland Cavaliers,Washington Wizards,1.02,1.48,1.02,2.77
2011-04-14,14,Dallas Mavericks,New Orleans Pelicans,1.11,1.12,6.48,5.94
2011-04-14,27,Dallas Mavericks,New Orleans Pelicans,,1.13,,6.00
2011-04-14,3,Dallas Mavericks,New Orleans Pelicans,1.17,1.12,5.00,6.00
2011-04-14,16,Dallas Mavericks,New Orleans Pelicans,1.15,1.14,5.50,5.75
2011-04-14,32,Dallas Mavericks,New Orleans Pelicans,1.15,1.10,4.50,5.75
2011-04-14,24,Dallas Mavericks,New Orleans Pelicans,1.15,1.12,5.32,6.00
2011-04-14,43,Dallas Mavericks,New Orleans Pelicans,1.18,1.12,5.00,6.50
2011-04-14,76,Dallas Mavericks,New Orleans Pelicans,1.13,1.13,5.50,6.00
2011-04-14,26,Dallas Mavericks,New Orleans Pelicans,,1.12,,6.25
2011-04-14,2,Dallas Mavericks,New Orleans Pelicans,1.18,1.13,5.00,6.00
2011-04-14,1,Dallas Mavericks,New Orleans Pelicans,1.20,1.12,3.80,4.70
2011-04-14,18,Dallas Mavericks,New Orleans Pelicans,1.17,1.15,5.80,6.16
2011-04-14,5,Dallas Mavericks,New Orleans Pelicans,1.14,1.12,5.65,6.50
2011-04-14,15,Dallas Mavericks,New Orleans Pelicans,1.13,1.17,6.00,5.00
2011-04-14,128,Dallas Mavericks,New Orleans Pelicans,1.17,1.13,5.60,6.40
2011-04-14,44,Dallas Mavericks,New Orleans Pelicans,1.24,1.14,1.37,6.51
2011-04-14,14,Golden State Warriors,Portland Trail Blazers,1.52,1.45,2.52,2.75
2011-04-14,27,Golden State Warriors,Portland Trail Blazers,1.53,1.44,2.50,2.75
2011-04-14,3,Golden State Warriors,Portland Trail Blazers,1.70,1.45,2.10,2.70
2011-04-14,16,Golden State Warriors,Portland Trail Blazers,1.60,1.50,2.45,2.70
2011-04-14,32,Golden State Warriors,Portland Trail Blazers,1.65,1.60,2.10,2.20
2011-04-14,24,Golden State Warriors,Portland Trail Blazers,1.70,1.53,2.17,2.52
2011-04-14,43,Golden State Warriors,Portland Trail Blazers,1.70,1.50,2.18,2.62
2011-04-14,76,Golden State Warriors,Portland Trail Blazers,1.57,1.44,2.40,2.75
2011-04-14,26,Golden State Warriors,Portland Trail Blazers,1.55,1.52,2.50,2.60
2011-04-14,2,Golden State Warriors,Portland Trail Blazers,1.67,1.47,2.25,2.70
2011-04-14,1,Golden State Warriors,Portland Trail Blazers,,1.45,,2.50
