TEAM,PLAYER,AGE,MP,VORP
Detroit Pistons,Jodie Meeks,27,24.4,0.5
Detroit Pistons,Quincy Miller,22,14.5,-0.1
Detroit Pistons,Greg Monroe,24,31.0,2.1
Detroit Pistons,Kyle Singler,26,23.8,0.0
Detroit Pistons,Josh Smith,29,32.0,1.6
Detroit Pistons,Anthony Tolliver,29,22.3,0.2
Detroit Pistons,Shawne Williams,28,8.6,0.0
Golden State Warriors,Leandro Barbosa,32,14.9,0.6
Golden State Warriors,Harrison Barnes,22,28.3,1.2
Golden State Warriors,Andrew Bogut,30,23.6,1.8
Golden State Warriors,Stephen Curry,26,32.7,7.9
Golden State Warriors,Festus Ezeli,25,11.0,0.0
Golden State Warriors,Draymond Green,24,31.5,3.5
Golden State Warriors,Justin Holiday,25,11.1,0.1
Golden State Warriors,Andre Iguodala,31,26.9,1.5
Golden State Warriors,Ognjen Kuzmić,24,4.5,0.0
Golden State Warriors,David Lee,31,18.4,0.7
Golden State Warriors,Shaun Livingston,29,18.8,0.4
Golden State Warriors,James Michael McAdoo,22,9.1,0.0
Golden State Warriors,Brandon Rush,29,8.2,-0.4
Golden State Warriors,Marreese Speights,27,15.9,0.0
Golden State Warriors,Klay Thompson,24,31.9,4.0
Houston Rockets,Trevor Ariza,29,35.7,2.2
Houston Rockets,Patrick Beverley,26,30.8,0.9
Houston Rockets,Tarik Black,23,15.7,0.0
Houston Rockets,Corey Brewer,28,25.1,0.5
Houston Rockets,Isaiah Canaan,23,14.8,0.3
Houston Rockets,Clint Capela,20,7.5,-0.1
Houston Rockets,Joey Dorsey,31,12.4,-0.2
Houston Rockets,Francisco García,33,14.3,-0.1
Houston Rockets,James Harden,25,36.8,8.1
Houston Rockets,Dwight Howard,29,29.8,0.5
Houston Rockets,Nick Johnson,22,9.4,-0.3
Houston Rockets,Terrence Jones,23,26.9,0.7
Houston Rockets,K.J. McDaniels,21,3.3,-0.3
Houston Rockets,Donatas Motiejūnas,24,28.7,0.8
Houston Rockets,Kostas Papanikolaou,24,18.5,0.0
Houston Rockets,Pablo Prigioni,37,16.8,0.6
Houston Rockets,Alexey Shved,26,6.6,0.9
Houston Rockets,Jason Terry,37,21.3,1.0
Indiana Pacers,Lavoy Allen,25,17.0,0.6
Indiana Pacers,Chris Copeland,30,16.6,-0.4
Indiana Pacers,Paul George,24,15.2,0.0
Indiana Pacers,Roy Hibbert,28,25.3,0.4
Indiana Pacers,George Hill,28,29.5,2.3
Indiana Pacers,Solomon Hill,23,29.0,0.3
Indiana Pacers,Ian Mahinmi,28,18.8,-0.1
Indiana Pacers,C.J. Miles,27,26.3,1.3
Indiana Pacers,Damjan Rudež,28,15.4,-0.1
Indiana Pacers,Luis Scola,34,20.5,0.7
Indiana Pacers,Donald Sloan,27,20.9,0.5
Indiana Pacers,Rodney Stuckey,28,26.4,1.1
Indiana Pacers,C.J. Watson,30,24.9,1.2
Indiana Pacers,David West,34,28.7,1.7
Indiana Pacers,Shayne Whittington,23,5.4,0.1
Los Angeles Clippers,Matt Barnes,34,29.9,1.0
Los Angeles Clippers,Reggie Bullock,23,10.5,-0.1
Los Angeles Clippers,Jamal Crawford,34,26.6,1.2
Los Angeles Clippers,Jared Cunningham,23,4.7,-0.1
Los Angeles Clippers,Glen Davis,29,12.2,-0.3
Los Angeles Clippers,Chris Douglas-Roberts,28,8.6,-0.1
Los Angeles Clippers,Jordan Farmar,28,14.7,0.1
Los Angeles Clippers,Blake Griffin,25,35.2,3.6
Los Angeles Clippers,Jordan Hamilton,24,8.7,0.0
Los Angeles Clippers,Spencer Hawes,26,17.5,-0.1
Los Angeles Clippers,Lester Hudson,30,11.2,0.1
Los Angeles Clippers,Dahntay Jones,34,3.7,-0.2
Los Angeles Clippers,DeAndre Jordan,26,34.4,3.5
Los Angeles Clippers,Chris Paul,29,34.8,7.2
Los Angeles Clippers,J.J. Redick,30,30.9,2.0
Los Angeles Clippers,Austin Rivers,22,19.3,-0.3
Los Angeles Clippers,Hedo Türkoğlu,35,11.4,0.3
Los Angeles Clippers,Ekpe Udoh,27,3.9,0.0
Los Angeles Clippers,C.J. Wilcox,24,4.8,-0.1
Los Angeles Lakers,Vander Blue,22,37.0,-0.1
Los Angeles Lakers,Carlos Boozer,33,23.8,0.1
Los Angeles Lakers,Jabari Brown,22,29.9,-0.3
Los Angeles Lakers,Kobe Bryant,36,34.5,0.7
Los Angeles Lakers,Dwight Buycks,25,20.5,0.0
Los Angeles Lakers,Jordan Clarkson,22,25.0,0.8
Los Angeles Lakers,Ed Davis,25,23.3,1.6
Los Angeles Lakers,Wayne Ellington,27,25.8,-0.1
Los Angeles Lakers,Xavier Henry,23,9.6,-0.1
Los Angeles Lakers,Jordan Hill,27,26.8,-0.1
Los Angeles Lakers,Wesley Johnson,27,29.5,0.1
Los Angeles Lakers,Ryan Kelly,23,23.7,-0.4
Los Angeles Lakers,Jeremy Lin,26,25.8,0.8
Los Angeles Lakers,Ronnie Price,31,22.8,-0.1
Los Angeles Lakers,Julius Randle,20,14.0,0.0
Los Angeles Lakers,Robert Sacre,25,16.9,-0.4
Los Angeles Lakers,Nick Young,29,23.8,0.2
Memphis Grizzlies,Jordan Adams,20,8.3,0.2
Memphis Grizzlies,Tony Allen,33,26.2,1.5
Memphis Grizzlies,Nick Calathes,25,14.4,0.4
Memphis Grizzlies,Vince Carter,38,16.5,0.1
Memphis Grizzlies,Mike Conley,27,31.8,2.7
Memphis Grizzlies,Marc Gasol,30,33.2,4.8
Memphis Grizzlies,JaMychal Green,24,7.0,0.0
Memphis Grizzlies,Kosta Koufos,25,16.6,0.2
Memphis Grizzlies,Courtney Lee,29,30.6,0.9
Memphis Grizzlies,Jon Leuer,25,13.1,-0.1
Memphis Grizzlies,Kalin Lucas,25,6.0,0.0
Memphis Grizzlies,Quincy Pondexter,26,18.0,0.0
Memphis Grizzlies,Zach Randolph,33,32.5,1.9
Memphis Grizzlies,Russ Smith,23,6.0,-0.1
Memphis Grizzlies,Jarnell Stokes,21,6.6,0.0
Memphis Grizzlies,Tyrus Thomas,28,3.5,0.0
Memphis Grizzlies,Beno Udrih,32,18.9,0.9
Miami Heat,Chris Andersen,36,18.9,0.9
Miami Heat,Michael Beasley,26,21.0,-0.3
Miami Heat,Chris Bosh,30,35.4,1.3
Miami Heat,Shannon Brown,29,17.8,-0.1
Miami Heat,Mario Chalmers,28,29.6,-0.3
Miami Heat,Norris Cole,26,24.4,-0.4
Miami Heat,Andre Dawkins,23,5.5,-0.1
Miami Heat,Luol Deng,29,33.6,1.2
Miami Heat,Goran Dragić,28,34.8,1.8
Miami Heat,Zoran Dragić,25,6.2,-0.1
Miami Heat,James Ennis,24,17.0,0.1
Miami Heat,Danny Granger,31,20.4,-0.3
Miami Heat,Justin Hamilton,24,12.0,0.2
Miami Heat,Udonis Haslem,34,16.0,-0.4
Miami Heat,Tyler Johnson,22,18.8,0.2
Miami Heat,Josh McRoberts,27,17.4,-0.1
Miami Heat,Shabazz Napier,23,19.8,-0.3
Miami Heat,Dwyane Wade,33,31.8,2.1
Miami Heat,Henry Walker,27,26.2,0.0
Miami Heat,Hassan Whiteside,25,23.8,1.8
Milwaukee Bucks,Giannis Antetokounmpo,20,31.4,1.2
Milwaukee Bucks,Jerryd Bayless,26,22.3,0.0
Milwaukee Bucks,Michael Carter-Williams,23,30.3,0.5
Milwaukee Bucks,Jared Dudley,29,23.8,1.1
Milwaukee Bucks,Tyler Ennis,20,14.1,-0.2
Milwaukee Bucks,John Henson,24,18.3,0.8
Milwaukee Bucks,Ersan İlyasova,27,22.7,1.0
Milwaukee Bucks,Chris Johnson,24,16.0,0.0
Milwaukee Bucks,Brandon Knight,23,32.5,1.9
Milwaukee Bucks,Kendall Marshall,23,14.9,0.1
Milwaukee Bucks,Kenyon Martin,37,9.5,0.0
Milwaukee Bucks,O.J. Mayo,27,23.9,0.6
Milwaukee Bucks,Khris Middleton,23,30.1,2.2
Milwaukee Bucks,Johnny O'Bryant,21,10.8,-0.7
Milwaukee Bucks,Zaza Pachulia,30,23.7,1.0
Milwaukee Bucks,Jabari Parker,19,29.5,0.3
Milwaukee Bucks,Miles Plumlee,26,9.9,0.4
Milwaukee Bucks,Larry Sanders,26,21.7,0.2
Milwaukee Bucks,Nate Wolters,23,12.9,-0.2
Minnesota Timberwolves,Jeff Adrien,28,12.6,0.0
Minnesota Timberwolves,Anthony Bennett,21,15.7,-0.4
Minnesota Timberwolves,Lorenzo Brown,24,18.9,-0.1
Minnesota Timberwolves,Chase Budinger,26,19.2,0.0
Minnesota Timberwolves,Gorgui Dieng,25,30.0,1.2
Minnesota Timberwolves,Robbie Hummel,25,16.5,-0.4
Minnesota Timberwolves,Sean Kilpatrick,25,18.0,0.0
Minnesota Timberwolves,Zach LaVine,19,24.7,-1.3
Minnesota Timberwolves,Kevin Martin,31,33.4,0.4
Minnesota Timberwolves,Shabazz Muhammad,22,22.8,0.6
Minnesota Timberwolves,Arinze Onuaku,27,11.3,0.1
Minnesota Timberwolves,Nikola Peković,29,26.3,0.0
Minnesota Timberwolves,Miroslav Raduljica,27,4.6,-0.1
Minnesota Timberwolves,Glenn Robinson III,21,4.3,-0.2
Minnesota Timberwolves,Ricky Rubio,24,31.5,0.3
Minnesota Timberwolves,Ronny Turiaf,32,9.5,0.0
Minnesota Timberwolves,Andrew Wiggins,19,36.2,-0.3
New Orleans Pelicans,Ryan Anderson,26,27.5,0.7
New Orleans Pelicans,Luke Babbitt,25,13.2,0.3
New Orleans Pelicans,Dante Cunningham,27,25.0,-0.2
New Orleans Pelicans,Anthony Davis,21,36.1,6.7
New Orleans Pelicans,Toney Douglas,28,14.8,0.0
New Orleans Pelicans,Tyreke Evans,25,34.1,2.2
New Orleans Pelicans,Jimmer Fredette,25,10.2,-0.4
New Orleans Pelicans,Eric Gordon,26,33.1,0.5
New Orleans Pelicans,Jrue Holiday,24,32.6,1.6
New Orleans Pelicans,Gal Mekel,26,10.8,-0.1
New Orleans Pelicans,Darius Miller,24,8.6,-0.1
New Orleans Pelicans,John Salmons,35,12.9,-0.1
New Orleans Pelicans,Elliot Williams,25,9.6,0.0
New Orleans Pelicans,Jeff Withey,24,7.0,0.1
New Orleans Pelicans,Alexis Ajinça,26,14.1,0.4
New York Knicks,Quincy Acy,24,18.9,-0.3
New York Knicks,Cole Aldrich,26,16.0,0.6
New York Knicks,Carmelo Anthony,30,35.7,1.8
New York Knicks,Andrea Bargnani,29,27.1,0.2
New York Knicks,José Calderón,33,30.2,-0.3
New York Knicks,Samuel Dalembert,33,17.0,-0.1
New York Knicks,Cleanthony Early,23,16.6,-0.5
New York Knicks,Langston Galloway,23,32.4,-0.1
New York Knicks,Shane Larkin,22,24.5,-0.4
New York Knicks,Jason Smith,28,21.8,-0.8
New York Knicks,Lance Thomas,26,26.0,-1.3
New York Knicks,Travis Wear,24,13.2,-0.6
Oklahoma City Thunder,Steven Adams,21,25.3,0.3
Oklahoma City Thunder,Nick Collison,34,16.7,0.3
Oklahoma City Thunder,Kevin Durant,26,33.8,2.8
Oklahoma City Thunder,Serge Ibaka,25,33.1,1.6
Oklahoma City Thunder,Grant Jerrett,21,5.0,-0.1
Oklahoma City Thunder,Perry Jones,23,14.7,-0.4
Oklahoma City Thunder,Enes Kanter,22,31.1,0.6
Oklahoma City Thunder,Jeremy Lamb,22,13.5,0.6
Oklahoma City Thunder,Mitch McGary,22,15.2,0.0
Oklahoma City Thunder,Anthony Morrow,29,24.4,1.7
Oklahoma City Thunder,Steve Novak,31,6.8,0.0
Oklahoma City Thunder,Andre Roberson,23,19.2,0.4
Oklahoma City Thunder,Ish Smith,26,5.2,-0.1
Oklahoma City Thunder,Sebastian Telfair,29,20.4,0.1
Oklahoma City Thunder,Russell Westbrook,26,34.4,5.8
Orlando Magic,Dewayne Dedmon,25,14.3,-0.3
Orlando Magic,Evan Fournier,22,28.6,0.1
Orlando Magic,Channing Frye,31,24.9,0.2
Orlando Magic,Aaron Gordon,19,17.0,-0.2
Orlando Magic,Ben Gordon,31,14.1,-0.4
Orlando Magic,Willie Green,33,18.3,-0.5
Orlando Magic,Maurice Harkless,21,15.0,-0.3
Orlando Magic,Tobias Harris,22,34.8,1.5
Orlando Magic,Devyn Marble,22,13.0,-0.1
Orlando Magic,Andrew Nicholson,25,12.3,-0.4
Orlando Magic,Kyle O'Quinn,24,16.2,0.4
Orlando Magic,Victor Oladipo,22,35.7,1.1
Orlando Magic,Elfrid Payton,20,30.4,0.5
Orlando Magic,Luke Ridnour,33,14.5,-0.2
Orlando Magic,Nikola Vučević,24,34.2,1.8
Philadelphia 76ers,Furkan Aldemir,23,13.2,-0.2
Philadelphia 76ers,Robert Covington,24,27.9,1.3
Philadelphia 76ers,Larry Drew II,24,18.3,-0.4
Philadelphia 76ers,Tim Frazier,24,28.5,-0.2
Philadelphia 76ers,Drew Gordon,24,7.9,-0.1
Philadelphia 76ers,Jerami Grant,20,21.2,-0.5
Philadelphia 76ers,Malcolm Lee,24,2.0,0.0
Philadelphia 76ers,Luc Mbah a Moute,28,28.6,-0.4
Philadelphia 76ers,Nerlens Noel,20,30.8,1.0
Philadelphia 76ers,Jason Richardson,34,21.9,0.1
Philadelphia 76ers,Thomas Robinson,23,18.5,0.0
Philadelphia 76ers,JaKarr Sampson,21,15.3,-0.6
Philadelphia 76ers,Henry Sims,24,19.2,-0.3
Philadelphia 76ers,Malcolm Thomas,26,11.4,-0.2
Philadelphia 76ers,Hollis Thompson,23,25.0,0.1
Philadelphia 76ers,Tony Wroten,21,29.8,0.2
Phoenix Suns,Earl Barron,33,8.9,-0.2
Phoenix Suns,Eric Bledsoe,25,34.6,2.9
Phoenix Suns,Seth Curry,24,4.0,0.0
Phoenix Suns,Archie Goodwin,20,13.0,-0.2
Phoenix Suns,Gerald Green,29,19.5,0.6
Phoenix Suns,Alex Len,21,22.0,0.1
Phoenix Suns,Jerel McNeal,27,6.0,-0.1
Phoenix Suns,Marcus Morris,25,25.2,1.1
Phoenix Suns,Markieff Morris,25,31.5,1.1
Phoenix Suns,P.J. Tucker,29,30.6,1.4
Phoenix Suns,T.J. Warren,21,15.4,0.2
Portland Trail Blazers,LaMarcus Aldridge,29,35.4,3.1
Portland Trail Blazers,Nicolas Batum,26,33.5,2.4
Portland Trail Blazers,Steve Blake,34,18.9,0.1
Portland Trail Blazers,Victor Claver,26,7.6,0.0
Portland Trail Blazers,Allen Crabbe,22,13.4,0.2
Portland Trail Blazers,Joel Freeland,27,12.9,-0.1
Portland Trail Blazers,Chris Kaman,32,18.9,0.4
Portland Trail Blazers,Meyers Leonard,22,15.4,0.6
Portland Trail Blazers,Damian Lillard,24,35.7,4.9
Portland Trail Blazers,Robin Lopez,26,27.8,0.9
Portland Trail Blazers,Wesley Matthews,28,33.7,2.6
Portland Trail Blazers,CJ McCollum,23,15.7,0.4
Portland Trail Blazers,Dorell Wright,29,12.3,0.6
Sacramento Kings,Sim Bhullar,22,1.0,0.0
Sacramento Kings,Omri Casspi,26,21.1,0.4
Sacramento Kings,Darren Collison,27,34.8,1.6
Sacramento Kings,DeMarcus Cousins,24,34.1,3.2
Sacramento Kings,Reggie Evans,34,16.3,-0.1
Sacramento Kings,Rudy Gay,28,35.4,2.9
Sacramento Kings,Ryan Hollins,30,9.6,0.0
Sacramento Kings,Carl Landry,31,17.0,-0.1
Sacramento Kings,Ray McCallum,23,21.1,0.0
Sacramento Kings,Ben McLemore,21,32.6,-0.2
Sacramento Kings,Andre Miller,38,20.7,0.0
Sacramento Kings,Eric Moreland,23,0.7,0.0
Sacramento Kings,Ramon Sessions,28,17.8,-0.2
Sacramento Kings,Nik Stauskas,21,15.4,-0.4
Sacramento Kings,David Stockton,23,11.0,0.0
Sacramento Kings,Jason Thompson,28,24.6,-0.4
Sacramento Kings,David Wear,24,3.5,0.0
Sacramento Kings,Derrick Williams,23,19.8,0.0
San Antonio Spurs,Kyle Anderson,21,10.8,0.1
San Antonio Spurs,Jeff Ayres,27,7.5,0.0
San Antonio Spurs,Aron Baynes,28,16.0,0.1
San Antonio Spurs,Marco Belinelli,28,22.4,0.4
San Antonio Spurs,Matt Bonner,34,13.0,0.3
San Antonio Spurs,Boris Diaw,32,24.5,0.8
San Antonio Spurs,Tim Duncan,38,28.9,4.0
San Antonio Spurs,Manu Ginóbili,37,22.7,1.5
San Antonio Spurs,Danny Green,27,28.5,3.8
San Antonio Spurs,Cory Joseph,23,18.3,1.2
San Antonio Spurs,Kawhi Leonard,23,31.8,4.1
San Antonio Spurs,Patty Mills,26,15.7,0.4
San Antonio Spurs,Tony Parker,32,28.7,0.3
San Antonio Spurs,Tiago Splitter,30,19.8,1.1
San Antonio Spurs,Reggie Williams,28,5.3,0.0
Toronto Raptors,Bruno Caboclo,19,2.9,-0.1
Toronto Raptors,DeMar DeRozan,25,35.0,0.6
Toronto Raptors,Landry Fields,26,8.3,0.1
Toronto Raptors,Tyler Hansbrough,29,14.3,0.2
Toronto Raptors,Chuck Hayes,31,8.8,0.1
Toronto Raptors,Amir Johnson,27,26.4,0.9
Toronto Raptors,James Johnson,27,19.6,1.5
Toronto Raptors,Kyle Lowry,28,34.5,3.1
Toronto Raptors,Lucas Nogueira,22,3.8,0.0
Toronto Raptors,Patrick Patterson,25,26.6,2.4
Toronto Raptors,Terrence Ross,23,25.5,0.3
Toronto Raptors,Greg Stiemsma,29,3.9,-0.1
Toronto Raptors,Jonas Valančiūnas,22,26.2,1.3
Toronto Raptors,Greivis Vásquez,28,24.3,0.5
Toronto Raptors,Lou Williams,28,25.2,2.3
Utah Jazz,Jerrelle Benimon,23,1.5,0.0
Utah Jazz,Trevor Booker,27,19.8,0.7
Utah Jazz,Trey Burke,22,30.1,0.3
Utah Jazz,Alec Burks,23,33.3,0.1
Utah Jazz,Patrick Christopher,26,7.3,-0.1
Utah Jazz,Jack Cooley,23,5.4,-0.1
Utah Jazz,Bryce Cotton,22,10.6,0.0
Utah Jazz,Jeremy Evans,27,7.0,0.4
Utah Jazz,Dante Exum,19,22.2,-1.1
Utah Jazz,Derrick Favors,23,30.8,2.6
Utah Jazz,Rudy Gobert,22,26.3,3.4
Utah Jazz,Gordon Hayward,24,34.4,4.0
Utah Jazz,Rodney Hood,22,21.3,0.3
Utah Jazz,Joe Ingles,27,21.2,0.3
Utah Jazz,Elijah Millsap,27,19.7,-0.3
Utah Jazz,Toure' Murry,25,1.0,0.0
Washington Wizards,Bradley Beal,21,33.4,1.1
Washington Wizards,DeJuan Blair,25,6.2,-0.3
Washington Wizards,Rasual Butler,35,20.1,0.4
Washington Wizards,Will Bynum,32,9.6,-0.2
Washington Wizards,Drew Gooden,33,16.9,0.1
Washington Wizards,Marcin Gortat,30,29.9,2.1
Washington Wizards,Kris Humphries,29,21.0,0.3
Washington Wizards,Paul Pierce,37,26.2,1.7
Washington Wizards,Otto Porter,21,19.4,0.6
Washington Wizards,Kevin Séraphin,25,15.6,-0.6
Washington Wizards,Garrett Temple,28,14.1,0.5
Washington Wizards,John Wall,24,35.9,4.0
Washington Wizards,Martell Webster,28,11.0,-0.3
