TEAM,PLAYER,AGE,MP,VORP
Cleveland Cavaliers,Andre Drummond,26,28.1,1.4
Cleveland Cavaliers,Dante Exum,24,16.8,-0.1
Cleveland Cavaliers,Darius Garland,20,30.9,-1.7
Cleveland Cavaliers,John Henson,29,14.2,0.4
Cleveland Cavaliers,Brandon Knight,28,15.1,-0.3
Cleveland Cavaliers,Kevin Love,31,31.8,1.8
Cleveland Cavaliers,Dean Wade,24,1.0,0.0
Cleveland Cavaliers,Alfonzo McKinnie,27,14.8,-0.5
Cleveland Cavaliers,Matt Mooney,22,4.8,0.0
Cleveland Cavaliers,Larry Nance Jr.,27,26.3,1.4
Cleveland Cavaliers,Malik Newman,22,4.0,0.0
Cleveland Cavaliers,Cedi Osman,24,29.4,-0.3
Cleveland Cavaliers,Kevin Porter Jr.,19,23.2,-0.5
Cleveland Cavaliers,Collin Sexton,21,33.0,0.1
Cleveland Cavaliers,Tristan Thompson,28,30.2,0.2
Cleveland Cavaliers,Ante Žižić,23,10.0,-0.1
Dallas Mavericks,J.J. Barea,35,15.5,0.1
Dallas Mavericks,Ryan Broekhoff,29,10.6,0.1
Dallas Mavericks,Jalen Brunson,23,17.9,0.3
Dallas Mavericks,Trey Burke,27,23.9,0.2
Dallas Mavericks,Willie Cauley-Stein,26,12.1,0.7
Dallas Mavericks,Antonius Cleveland,25,4.2,-0.1
Dallas Mavericks,Seth Curry,29,24.6,1.2
Dallas Mavericks,Luka Dončić,20,33.6,5.4
Dallas Mavericks,Dorian Finney-Smith,26,29.9,0.9
Dallas Mavericks,Tim Hardaway Jr.,27,29.5,1.0
Dallas Mavericks,Justin Jackson,24,16.1,-0.4
Dallas Mavericks,Maxi Kleber,28,25.5,1.1
Dallas Mavericks,Courtney Lee,34,14.4,0.1
Dallas Mavericks,Boban Marjanović,31,9.6,0.3
Dallas Mavericks,Kristaps Porziņģis,24,31.8,1.8
Dallas Mavericks,Dwight Powell,28,26.5,0.9
Dallas Mavericks,Josh Reaves,22,7.0,-0.1
Dallas Mavericks,Delon Wright,27,21.5,1.5
Denver Nuggets,Will Barton,29,33.0,1.5
Denver Nuggets,Keita Bates-Diop,24,14.0,0.1
Denver Nuggets,Malik Beasley,23,18.2,0.0
Denver Nuggets,Bol Bol,20,12.4,0.0
Denver Nuggets,Vlatko Čančar,22,3.2,0.0
Denver Nuggets,Torrey Craig,29,18.5,-0.1
Denver Nuggets,Troy Daniels,28,12.7,-0.1
Denver Nuggets,PJ Dozier,23,14.2,-0.2
Denver Nuggets,Jerami Grant,25,26.6,0.7
Denver Nuggets,Gary Harris,25,31.8,-0.2
Denver Nuggets,Nikola Jokić,24,32.0,5.5
Denver Nuggets,Jordan McRae,28,8.0,0.1
Denver Nuggets,Paul Millsap,34,24.3,0.7
Denver Nuggets,Monte Morris,24,22.4,0.8
Denver Nuggets,Jamal Murray,22,32.3,1.5
Denver Nuggets,Mason Plumlee,29,17.3,1.1
Denver Nuggets,Michael Porter Jr.,21,16.4,0.8
Denver Nuggets,Jarred Vanderbilt,20,4.6,-0.1
Denver Nuggets,Noah Vonleh,24,4.3,0.1
Detroit Pistons,Jordan Bone,22,5.3,-0.1
Detroit Pistons,Bruce Brown,23,28.2,0.3
Detroit Pistons,Sekou Doumbouya,19,19.8,-0.9
Detroit Pistons,Tim Frazier,29,13.1,-0.2
Detroit Pistons,Langston Galloway,28,25.8,0.5
Detroit Pistons,Blake Griffin,30,28.4,-0.3
Detroit Pistons,Reggie Jackson,29,27.2,0.3
Detroit Pistons,Luke Kennard,23,32.9,0.4
Detroit Pistons,Louis King,20,6.2,-0.1
Detroit Pistons,Thon Maker,22,12.9,0.1
Detroit Pistons,Markieff Morris,30,22.5,0.0
Detroit Pistons,Sviatoslav Mykhailiuk,22,22.6,0.0
Detroit Pistons,Derrick Rose,31,26.0,1.4
Detroit Pistons,Tony Snell,28,27.8,0.1
Detroit Pistons,Khyri Thomas,23,7.6,-0.1
Detroit Pistons,Derrick Walton,24,8.7,0.1
Detroit Pistons,Christian Wood,24,21.4,1.7
Golden State Warriors,Dragan Bender,22,21.7,-0.1
Golden State Warriors,Ky Bowman,22,22.6,-0.6
Golden State Warriors,Alec Burks,28,29.0,1.1
Golden State Warriors,Jordan Poole,26,22.9,-1.5
Golden State Warriors,Marquese Chriss,22,20.3,0.8
Golden State Warriors,Stephen Curry,31,27.8,0.2
Golden State Warriors,Jacob Evans,22,15.3,-0.5
Golden State Warriors,Draymond Green,29,28.4,0.6
Golden State Warriors,Damion Lee,27,29.0,-0.1
Golden State Warriors,Kevon Looney,23,13.1,-0.2
Golden State Warriors,Mychal Mulder,25,29.1,-0.2
Golden State Warriors,Zach Norvell,22,12.0,-0.1
Golden State Warriors,Jeremy Pargo,33,14.7,0.0
Golden State Warriors,Eric Paschall,23,27.6,-0.3
Golden State Warriors,Chasson Randle,26,13.3,0.0
Golden State Warriors,Glenn Robinson III,26,31.6,0.1
Golden State Warriors,Alen Smailagić,19,9.9,0.0
Golden State Warriors,Omari Spellman,22,18.1,0.1
Golden State Warriors,Juan Toscano-Anderson,26,20.9,-0.1
Golden State Warriors,Andrew Wiggins,24,33.6,0.8
Houston Rockets,Ryan Anderson,31,7.0,0.0
Houston Rockets,Bruno Caboclo,24,6.5,0.0
Houston Rockets,Clint Capela,25,32.8,1.1
Houston Rockets,DeMarre Carroll,33,17.2,-0.1
Houston Rockets,Tyson Chandler,37,8.4,0.0
Houston Rockets,Gary Clark,25,11.8,0.0
Houston Rockets,Chris Clemons,22,8.8,0.1
Houston Rockets,Robert Covington,29,33.0,1.1
Houston Rockets,Michael Frazier,25,11.2,-0.3
Houston Rockets,Eric Gordon,31,28.2,-0.5
Houston Rockets,Jeff Green,33,22.6,0.5
Houston Rockets,James Harden,30,36.5,7.3
Houston Rockets,Isaiah Hartenstein,21,11.6,0.2
Houston Rockets,Danuel House,26,30.4,0.6
Houston Rockets,William Howard,26,6.5,-0.1
Houston Rockets,Luc Mbah a Moute,33,8.3,0.0
Houston Rockets,Ben McLemore,26,22.8,0.6
Houston Rockets,Austin Rivers,27,23.4,-0.2
Houston Rockets,Thabo Sefolosha,35,10.6,0.1
Houston Rockets,P.J. Tucker,34,34.3,0.1
Houston Rockets,Russell Westbrook,31,35.9,1.8
Indiana Pacers,Goga Bitadze,20,8.7,0.0
Indiana Pacers,Brian Bowen,21,5.2,-0.1
Indiana Pacers,Malcolm Brogdon,27,30.9,1.6
Indiana Pacers,Aaron Holiday,23,24.5,0.2
Indiana Pacers,Justin Holiday,30,25.0,1.5
Indiana Pacers,Alize Johnson,23,6.9,0.0
Indiana Pacers,Jeremy Lamb,27,28.1,0.5
Indiana Pacers,T.J. Leaf,22,7.9,0.0
Indiana Pacers,T.J. McConnell,27,18.7,0.8
Indiana Pacers,Doug McDermott,28,19.9,0.7
Indiana Pacers,Victor Oladipo,27,27.8,-0.2
Indiana Pacers,Domantas Sabonis,23,34.8,2.9
Indiana Pacers,JaKarr Sampson,26,13.9,0.1
Indiana Pacers,Edmond Sumner,24,14.4,-0.1
Indiana Pacers,Myles Turner,23,29.5,1.0
Indiana Pacers,T.J. Warren,26,32.9,1.7
Los Angeles Clippers,Patrick Beverley,31,26.3,1.4
Los Angeles Clippers,Amir Coffey,22,8.8,-0.1
Los Angeles Clippers,Paul George,29,29.6,2.5
Los Angeles Clippers,JaMychal Green,29,20.7,0.5
Los Angeles Clippers,Maurice Harkless,26,22.8,0.5
Los Angeles Clippers,Montrezl Harrell,26,27.8,2.2
Los Angeles Clippers,Mfiondu Kabengele,22,5.3,0.1
Los Angeles Clippers,Kawhi Leonard,28,32.4,5.1
Los Angeles Clippers,Terance Mann,23,8.8,0.0
Los Angeles Clippers,Rodney McGruder,28,15.6,-0.2
Los Angeles Clippers,Marcus Morris,30,28.9,0.9
Los Angeles Clippers,Johnathan Motley,24,3.2,0.1
Los Angeles Clippers,Joakim Noah,34,10.0,0.0
Los Angeles Clippers,Patrick Patterson,30,13.2,0.5
Los Angeles Clippers,Jerome Robinson,22,11.3,-0.5
Los Angeles Clippers,Landry Shamet,22,27.4,0.0
Los Angeles Clippers,Lou Williams,33,28.7,1.3
Los Angeles Clippers,Ivica Zubac,22,18.4,1.6
Los Angeles Lakers,Kostas Antetokounmpo,22,4.0,0.0
Los Angeles Lakers,Avery Bradley,29,24.2,-0.2
Los Angeles Lakers,Devontae Cacok,23,9.0,0.0
Los Angeles Lakers,Kentavious Caldwell-Pope,26,25.5,0.5
Los Angeles Lakers,Alex Caruso,25,18.4,0.5
Los Angeles Lakers,Quinn Cook,26,11.5,-0.2
Los Angeles Lakers,Anthony Davis,26,34.4,5.4
Los Angeles Lakers,Jared Dudley,34,8.1,0.1
Los Angeles Lakers,Danny Green,32,24.8,1.1
Los Angeles Lakers,Talen Horton-Tucker,19,13.5,0.0
Los Angeles Lakers,Dwight Howard,34,18.9,0.7
Los Angeles Lakers,LeBron James,35,34.6,6.1
Los Angeles Lakers,Kyle Kuzma,24,25.0,-0.2
Los Angeles Lakers,JaVale McGee,32,16.6,1.0
Los Angeles Lakers,Rajon Rondo,33,20.5,0.2
Los Angeles Lakers,J.R. Smith,34,13.2,-0.2
Los Angeles Lakers,Dion Waiters,28,23.6,0.0
Memphis Grizzlies,Grayson Allen,24,18.9,0.1
Memphis Grizzlies,Kyle Anderson,26,19.9,0.9
Memphis Grizzlies,Jordan Bell,25,10.5,0.0
Memphis Grizzlies,Dillon Brooks,24,28.9,-1.1
Memphis Grizzlies,Brandon Clarke,23,22.4,1.7
Memphis Grizzlies,Jae Crowder,29,29.4,0.9
Memphis Grizzlies,Gorgui Dieng,30,18.7,1.0
Memphis Grizzlies,Marko Guduric,24,11.0,-0.2
Memphis Grizzlies,Dusty Hannahs,26,6.5,0.0
Memphis Grizzlies,Solomon Hill,28,18.8,0.1
Memphis Grizzlies,Jaren Jackson Jr.,20,28.5,1.0
Memphis Grizzlies,Josh Jackson,22,17.3,0.2
Memphis Grizzlies,Tyus Jones,23,19.0,0.8
Memphis Grizzlies,John Konchar,23,9.5,0.3
Memphis Grizzlies,De'Anthony Melton,21,19.5,0.5
Memphis Grizzlies,Ja Morant,20,31.0,1.2
Memphis Grizzlies,Anthony Tolliver,34,18.2,-0.3
Memphis Grizzlies,Jarrod Uthoff,26,3.5,0.0
Memphis Grizzlies,Jonas Valančiūnas,27,26.4,2.0
Memphis Grizzlies,Yuta Watanabe,25,5.8,0.0
Miami Heat,Bam Adebayo,22,33.6,3.3
Miami Heat,Kyle Alexander,23,6.5,0.0
Miami Heat,Jimmy Butler,30,33.8,3.7
Miami Heat,Goran Dragić,33,28.2,0.8
Miami Heat,Udonis Haslem,39,11.0,-0.1
Miami Heat,Tyler Herro,20,27.4,0.1
Miami Heat,Andre Iguodala,36,19.9,0.2
Miami Heat,James Johnson,32,15.6,0.3
Miami Heat,Derrick Jones Jr.,22,23.3,1.0
Miami Heat,Meyers Leonard,27,20.3,0.3
Miami Heat,Daryl Macon,24,3.5,0.0
Miami Heat,Kendrick Nunn,24,29.3,-0.1
Miami Heat,KZ Okpala,20,5.2,0.0
Miami Heat,Kelly Olynyk,28,19.4,1.0
Miami Heat,Duncan Robinson,25,29.7,1.3
Miami Heat,Chris Silva,23,7.9,0.0
Miami Heat,Gabe Vincent,23,9.2,-0.2
Miami Heat,Justise Winslow,23,32.0,-0.1
Milwaukee Bucks,Giannis Antetokounmpo,25,30.4,6.6
Milwaukee Bucks,Thanasis Antetokounmpo,27,6.5,0.0
Milwaukee Bucks,Eric Bledsoe,30,27.0,1.6
Milwaukee Bucks,Sterling Brown,24,14.8,0.0
Milwaukee Bucks,Pat Connaughton,27,18.6,0.8
Milwaukee Bucks,Donte DiVincenzo,23,23.0,1.3
Milwaukee Bucks,George Hill,33,21.5,1.6
Milwaukee Bucks,Ersan İlyasova,32,15.7,0.6
Milwaukee Bucks,Kyle Korver,38,16.6,0.5
Milwaukee Bucks,Brook Lopez,31,26.7,1.9
Milwaukee Bucks,Robin Lopez,31,14.5,-0.2
Milwaukee Bucks,Frank Mason III,25,13.1,0.1
Milwaukee Bucks,Wesley Matthews,33,24.4,0.1
Milwaukee Bucks,Khris Middleton,28,29.9,2.9
Milwaukee Bucks,D.J. Wilson,23,9.8,-0.2
Minnesota Timberwolves,Jarrett Culver,20,23.9,-0.8
Minnesota Timberwolves,Juan Hernangómez,24,29.4,-0.3
Minnesota Timberwolves,Jake Layman,25,22.0,-0.2
Minnesota Timberwolves,Kelan Martin,24,16.0,-0.3
Minnesota Timberwolves,Jordan McLaughlin,23,19.7,0.3
Minnesota Timberwolves,Shabazz Napier,28,23.8,0.3
Minnesota Timberwolves,Jaylen Nowell,20,10.1,-0.1
Minnesota Timberwolves,Josh Okogie,21,25.0,-0.2
Minnesota Timberwolves,Naz Reid,20,16.5,0.0
Minnesota Timberwolves,D'Angelo Russell,23,32.7,1.4
Minnesota Timberwolves,Karl-Anthony Towns,24,33.9,2.9
New Orleans Pelicans,Nickeil Alexander-Walker,21,12.6,-0.4
New Orleans Pelicans,Lonzo Ball,22,32.1,1.3
New Orleans Pelicans,Zylan Cheatham,24,12.8,-0.1
New Orleans Pelicans,Derrick Favors,28,24.4,0.9
New Orleans Pelicans,Josh Gray,26,11.5,-0.1
New Orleans Pelicans,Josh Hart,24,27.0,0.6
New Orleans Pelicans,Jaxson Hayes,19,16.9,0.5
New Orleans Pelicans,Jrue Holiday,29,34.7,2.0
New Orleans Pelicans,Brandon Ingram,22,33.9,2.2
New Orleans Pelicans,Frank Jackson,21,13.5,-0.7
New Orleans Pelicans,E'Twaun Moore,30,18.2,-0.2
New Orleans Pelicans,Jahlil Okafor,24,15.6,0.2
New Orleans Pelicans,J.J. Redick,35,26.4,1.1
New Orleans Pelicans,Sindarius Thornwell,25,17.5,0.0
New Orleans Pelicans,Kenrich Williams,25,21.3,-0.1
New Orleans Pelicans,Zion Williamson,19,27.8,0.7
New Orleans Pelicans,Nicolò Melli,29,17.4,0.2
New York Knicks,Kadeem Allen,27,11.7,0.0
New York Knicks,RJ Barrett,19,30.4,-1.0
New York Knicks,Ignas Brazdeikis,21,5.9,-0.1
New York Knicks,Reggie Bullock,28,23.6,-0.2
New York Knicks,Damyean Dotson,25,17.4,0.1
New York Knicks,Wayne Ellington,32,15.5,-0.1
New York Knicks,Taj Gibson,34,16.5,0.2
New York Knicks,Kevin Knox,20,17.9,-0.7
New York Knicks,Frank Ntilikina,21,20.8,-0.4
New York Knicks,Elfrid Payton,25,27.7,0.6
New York Knicks,Bobby Portis,24,21.1,0.3
New York Knicks,Julius Randle,25,32.5,0.9
New York Knicks,Mitchell Robinson,21,23.1,1.8
New York Knicks,Dennis Smith Jr.,22,15.8,-0.6
New York Knicks,Allonzo Trier,24,12.1,0.1
Oklahoma City Thunder,Steven Adams,26,26.7,2.1
Oklahoma City Thunder,Darius Bazley,19,18.5,0.1
Oklahoma City Thunder,Deonte Burton,26,9.1,-0.4
Oklahoma City Thunder,Hamidou Diallo,21,19.5,-0.4
Oklahoma City Thunder,Luguentz Dort,20,22.8,-0.4
Oklahoma City Thunder,Terrance Ferguson,21,22.4,-0.8
Oklahoma City Thunder,Danilo Gallinari,31,29.6,2.4
Oklahoma City Thunder,Shai Gilgeous-Alexander,21,34.7,2.2
Oklahoma City Thunder,Devon Hall,24,7.4,-0.1
Oklahoma City Thunder,Kevin Hervey,23,5.2,0.0
Oklahoma City Thunder,Mike Muscala,28,12.2,0.3
Oklahoma City Thunder,Abdel Nader,26,15.8,0.2
Oklahoma City Thunder,Nerlens Noel,25,18.5,1.5
Oklahoma City Thunder,Justin Patton,22,4.8,0.0
Oklahoma City Thunder,Chris Paul,34,31.5,3.5
Oklahoma City Thunder,Andre Roberson,28,12.4,-0.1
Oklahoma City Thunder,Isaiah Roby,21,3.7,0.0
Oklahoma City Thunder,Dennis Schröder,26,30.8,1.0
Orlando Magic,Al-Farouq Aminu,29,21.1,-0.1
Orlando Magic,D.J. Augustin,32,24.9,0.2
Orlando Magic,Mo Bamba,21,14.2,0.5
Orlando Magic,Khem Birch,27,19.2,-0.1
Orlando Magic,Michael Carter-Williams,28,18.5,0.5
Orlando Magic,James Ennis,29,24.5,-0.2
Orlando Magic,Evan Fournier,27,31.5,1.6
Orlando Magic,Melvin Frazier,23,6.6,0.0
Orlando Magic,Markelle Fultz,21,27.7,0.1
Orlando Magic,Aaron Gordon,24,32.5,1.0
Orlando Magic,Jonathan Isaac,22,28.8,1.1
Orlando Magic,Wesley Iwundu,25,18.3,-0.2
Orlando Magic,Amile Jefferson,26,4.1,-0.1
Orlando Magic,Vic Law,24,7.8,-0.1
Orlando Magic,Josh Magette,30,4.8,0.0
Orlando Magic,Terrence Ross,28,27.4,0.8
Orlando Magic,Nikola Vučević,29,32.2,3.1
Philadelphia 76ers,Jonah Bolden,24,3.5,-0.1
Philadelphia 76ers,Joel Embiid,25,29.5,2.5
Philadelphia 76ers,Tobias Harris,27,34.3,1.8
Philadelphia 76ers,Al Horford,33,30.2,2.2
Philadelphia 76ers,Furkan Korkmaz,22,21.7,0.3
Philadelphia 76ers,Shake Milton,23,20.1,0.2
Philadelphia 76ers,Raul Neto,27,12.4,0.0
Philadelphia 76ers,Kyle O'Quinn,29,10.8,0.4
Philadelphia 76ers,Norvel Pelle,26,9.7,-0.2
Philadelphia 76ers,Josh Richardson,26,30.8,0.1
Philadelphia 76ers,Mike Scott,31,17.8,0.1
Philadelphia 76ers,Marial Shayok,24,7.0,-0.1
Philadelphia 76ers,Ben Simmons,23,35.4,2.8
Philadelphia 76ers,Zhaire Smith,20,4.6,-0.1
Philadelphia 76ers,Matisse Thybulle,22,19.8,0.8
Phoenix Suns,Deandre Ayton,21,32.5,0.7
Phoenix Suns,Aron Baynes,33,22.2,0.2
Phoenix Suns,Devin Booker,23,35.9,2.6
Phoenix Suns,Mikal Bridges,23,28.0,1.5
Phoenix Suns,Jevon Carter,24,16.3,0.6
Phoenix Suns,Cheick Diallo,23,10.2,0.1
Phoenix Suns,Jared Harper,22,2.7,0.0
Phoenix Suns,Ty Jerome,22,10.6,-0.2
Phoenix Suns,Cameron Johnson,23,22.0,0.7
Phoenix Suns,Frank Kaminsky,26,19.9,0.3
Phoenix Suns,Jalen Lecque,19,6.4,-0.1
Phoenix Suns,Elie Okobo,22,13.1,0.0
Phoenix Suns,Kelly Oubre Jr.,24,34.5,0.7
Phoenix Suns,Tariq Owens,24,5.0,0.0
Phoenix Suns,Cameron Payne,25,22.9,0.2
Phoenix Suns,Ricky Rubio,29,31.0,1.5
Phoenix Suns,Dario Šarić,25,24.7,0.7
Portland Trail Blazers,Carmelo Anthony,35,32.8,-0.8
Portland Trail Blazers,Trevor Ariza,34,33.4,0.5
Portland Trail Blazers,Kent Bazemore,30,25.8,-0.5
Portland Trail Blazers,Moses Brown,20,3.7,-0.1
Portland Trail Blazers,Zach Collins,22,26.4,-0.1
Portland Trail Blazers,Wenyen Gabriel,22,9.2,-0.1
Portland Trail Blazers,Mario Hezonja,24,16.4,-0.2
Portland Trail Blazers,Jaylen Hoard,20,7.9,0.0
Portland Trail Blazers,Rodney Hood,27,29.5,0.2
Portland Trail Blazers,Hassan Whiteside,23,17.2,2.6
Portland Trail Blazers,Damian Lillard,29,37.5,5.9
Portland Trail Blazers,Nassir Little,19,11.9,-0.2
Portland Trail Blazers,CJ McCollum,28,36.5,1.6
Portland Trail Blazers,Jusuf Nurkić,25,31.6,0.2
Portland Trail Blazers,Anfernee Simons,20,20.7,-0.9
Portland Trail Blazers,Caleb Swanigan,22,13.3,-0.3
Portland Trail Blazers,Gary Trent Jr.,21,21.8,0.6
Sacramento Kings,Marvin Bagley III,20,25.7,-0.1
Sacramento Kings,Harrison Barnes,27,34.5,0.5
Sacramento Kings,Nemanja Bjelica,31,27.9,1.9
Sacramento Kings,Bogdan Bogdanović,27,29.0,1.2
Sacramento Kings,Corey Brewer,33,6.6,0.0
Sacramento Kings,Yogi Ferrell,26,10.6,0.0
Sacramento Kings,De'Aaron Fox,22,32.0,1.6
Sacramento Kings,Harry Giles,21,14.5,0.1
Sacramento Kings,Kyle Guy,22,3.3,0.0
Sacramento Kings,Buddy Hield,27,30.8,1.7
Sacramento Kings,Richaun Holmes,26,28.2,0.9
Sacramento Kings,Justin James,23,6.4,0.0
Sacramento Kings,DaQuan Jeffries,22,10.8,-0.1
Sacramento Kings,Cory Joseph,28,24.4,0.0
Sacramento Kings,Eric Mika,25,19.0,0.0
San Antonio Spurs,LaMarcus Aldridge,34,33.1,1.5
San Antonio Spurs,Marco Belinelli,33,15.5,-0.2
San Antonio Spurs,DeMar DeRozan,30,34.1,2.3
San Antonio Spurs,Drew Eubanks,22,12.4,0.0
San Antonio Spurs,Bryn Forbes,26,25.1,-0.3
San Antonio Spurs,Rudy Gay,33,21.8,0.4
San Antonio Spurs,Keldon Johnson,20,17.7,0.3
San Antonio Spurs,Trey Lyles,24,20.2,0.3
San Antonio Spurs,Chimezie Metu,22,5.8,0.1
San Antonio Spurs,Patty Mills,31,22.5,0.8
San Antonio Spurs,Dejounte Murray,23,25.6,1.0
San Antonio Spurs,Jakob Poeltl,24,17.7,1.3
San Antonio Spurs,Luka Šamanić,20,16.0,0.0
San Antonio Spurs,Lonnie Walker,21,16.2,-0.4
San Antonio Spurs,Quinndary Weatherspoon,23,7.1,-0.1
San Antonio Spurs,Derrick White,25,24.7,1.4
San Antonio Spurs,Tyler Zeller,30,2.0,0.0
Toronto Raptors,OG Anunoby,22,29.9,1.7
Toronto Raptors,Chris Boucher,27,13.2,0.8
Toronto Raptors,Oshae Brissett,21,7.1,-0.1
Toronto Raptors,Terence Davis,22,16.8,0.8
Toronto Raptors,Marc Gasol,35,26.4,1.1
Toronto Raptors,Dewan Hernandez,23,4.7,-0.1
Toronto Raptors,Rondae Hollis-Jefferson,25,18.7,0.6
Toronto Raptors,Serge Ibaka,30,27.0,0.8
Toronto Raptors,Stanley Johnson,23,6.0,0.0
Toronto Raptors,Kyle Lowry,33,36.2,2.8
Toronto Raptors,Patrick McCaw,24,24.5,0.0
