Game Date,Bookie Number,Home Team,Away Team,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close
2013-04-18,56,Brooklyn Nets,Detroit Pistons,1.43,1.49,2.93,2.71
2013-04-18,27,Brooklyn Nets,Detroit Pistons,1.44,1.44,2.75,2.75
2013-04-18,3,Brooklyn Nets,Detroit Pistons,,1.45,,2.70
2013-04-18,16,Brooklyn Nets,Detroit Pistons,1.44,1.45,2.85,2.80
2013-04-18,32,Brooklyn Nets,Detroit Pistons,,1.42,,2.75
2013-04-18,24,Brooklyn Nets,Detroit Pistons,1.35,1.47,3.25,2.70
2013-04-18,43,Brooklyn Nets,Detroit Pistons,1.49,1.47,2.65,2.70
2013-04-18,26,Brooklyn Nets,Detroit Pistons,,1.42,,2.90
2013-04-18,2,Brooklyn Nets,Detroit Pistons,1.20,1.44,4.70,3.00
2013-04-18,1,Brooklyn Nets,Detroit Pistons,,1.45,,2.50
2013-04-18,18,Brooklyn Nets,Detroit Pistons,1.53,1.50,2.71,2.80
2013-04-18,5,Brooklyn Nets,Detroit Pistons,1.45,1.48,2.80,2.70
2013-04-18,15,Brooklyn Nets,Detroit Pistons,,1.45,,2.80
2013-04-18,44,Brooklyn Nets,Detroit Pistons,1.05,1.50,1.05,2.77
2013-04-18,56,Charlotte Hornets,Cleveland Cavaliers,1.71,1.73,2.19,2.16
2013-04-18,27,Charlotte Hornets,Cleveland Cavaliers,1.67,1.73,2.20,2.10
2013-04-18,3,Charlotte Hornets,Cleveland Cavaliers,,1.70,,2.10
2013-04-18,16,Charlotte Hornets,Cleveland Cavaliers,,1.71,,2.20
2013-04-18,32,Charlotte Hornets,Cleveland Cavaliers,1.65,1.70,2.15,2.10
2013-04-18,24,Charlotte Hornets,Cleveland Cavaliers,1.70,1.68,2.18,2.21
2013-04-18,43,Charlotte Hornets,Cleveland Cavaliers,1.70,1.68,2.18,2.21
2013-04-18,26,Charlotte Hornets,Cleveland Cavaliers,1.67,1.69,2.25,2.20
2013-04-18,2,Charlotte Hornets,Cleveland Cavaliers,1.91,1.67,1.91,2.25
2013-04-18,1,Charlotte Hornets,Cleveland Cavaliers,,1.60,,2.15
2013-04-18,18,Charlotte Hornets,Cleveland Cavaliers,1.73,1.78,2.24,2.16
2013-04-18,5,Charlotte Hornets,Cleveland Cavaliers,1.73,1.70,2.13,2.18
2013-04-18,15,Charlotte Hornets,Cleveland Cavaliers,,1.71,,2.20
2013-04-18,44,Charlotte Hornets,Cleveland Cavaliers,1.05,1.77,1.05,2.14
2013-04-18,56,Chicago Bulls,Washington Wizards,,1.22,,4.50
2013-04-18,27,Chicago Bulls,Washington Wizards,1.22,1.22,4.33,4.33
2013-04-18,3,Chicago Bulls,Washington Wizards,1.20,1.22,4.50,4.25
2013-04-18,16,Chicago Bulls,Washington Wizards,,1.23,,4.25
2013-04-18,32,Chicago Bulls,Washington Wizards,1.22,1.22,4.09,4.09
2013-04-18,24,Chicago Bulls,Washington Wizards,1.25,1.22,4.00,4.40
2013-04-18,43,Chicago Bulls,Washington Wizards,1.25,1.22,4.00,4.40
2013-04-18,26,Chicago Bulls,Washington Wizards,1.25,1.22,4.09,4.45
2013-04-18,2,Chicago Bulls,Washington Wizards,1.36,1.22,3.20,4.40
2013-04-18,1,Chicago Bulls,Washington Wizards,,1.22,,3.60
2013-04-18,18,Chicago Bulls,Washington Wizards,1.24,1.24,4.65,4.65
2013-04-18,5,Chicago Bulls,Washington Wizards,1.22,1.20,4.40,4.67
2013-04-18,15,Chicago Bulls,Washington Wizards,,1.22,,4.50
2013-04-18,44,Chicago Bulls,Washington Wizards,1.01,1.26,1.01,4.33
2013-04-18,56,Dallas Mavericks,New Orleans Pelicans,1.28,1.26,3.85,4.05
2013-04-18,27,Dallas Mavericks,New Orleans Pelicans,1.29,1.25,3.75,4.00
2013-04-18,3,Dallas Mavericks,New Orleans Pelicans,,1.25,,3.90
2013-04-18,16,Dallas Mavericks,New Orleans Pelicans,1.29,1.23,3.70,4.25
2013-04-18,32,Dallas Mavericks,New Orleans Pelicans,,1.25,,3.75
2013-04-18,24,Dallas Mavericks,New Orleans Pelicans,1.27,1.26,3.85,3.95
2013-04-18,43,Dallas Mavericks,New Orleans Pelicans,1.27,1.26,3.85,3.95
2013-04-18,26,Dallas Mavericks,New Orleans Pelicans,1.28,1.25,3.80,4.09
2013-04-18,2,Dallas Mavericks,New Orleans Pelicans,1.13,1.25,6.00,4.00
2013-04-18,1,Dallas Mavericks,New Orleans Pelicans,,1.30,,3.00
2013-04-18,18,Dallas Mavericks,New Orleans Pelicans,1.30,1.26,3.92,4.34
2013-04-18,5,Dallas Mavericks,New Orleans Pelicans,1.28,1.25,3.75,4.05
2013-04-18,15,Dallas Mavericks,New Orleans Pelicans,,1.25,,4.00
2013-04-18,44,Dallas Mavericks,New Orleans Pelicans,1.05,1.27,1.05,4.14
2013-04-18,56,Denver Nuggets,Phoenix Suns,1.10,1.08,7.60,8.40
2013-04-18,27,Denver Nuggets,Phoenix Suns,1.11,1.08,7.00,8.00
2013-04-18,3,Denver Nuggets,Phoenix Suns,1.10,1.07,7.00,8.50
2013-04-18,16,Denver Nuggets,Phoenix Suns,1.11,1.07,7.00,9.00
2013-04-18,32,Denver Nuggets,Phoenix Suns,1.10,1.09,6.30,6.75
2013-04-18,24,Denver Nuggets,Phoenix Suns,1.10,1.07,7.15,8.90
2013-04-18,43,Denver Nuggets,Phoenix Suns,1.10,1.07,7.15,8.90
