TEAM,PLAYER,AGE,MP,VORP
Atlanta Hawks,Mike Bibby,31,27.4,1.0
Atlanta Hawks,Jason Collins,31,4.8,-0.2
Atlanta Hawks,Jamal Crawford,29,31.1,2.7
Atlanta Hawks,Maurice Evans,31,16.7,0.4
Atlanta Hawks,Al Horford,23,35.1,3.1
Atlanta Hawks,Othello Hunter,23,4.7,-0.1
Atlanta Hawks,Joe Johnson,28,38.0,3.4
Atlanta Hawks,Randolph Morris,24,4.4,-0.1
Atlanta Hawks,Zaza Pachulia,25,14.0,-0.1
Atlanta Hawks,Joe Smith,34,9.3,-0.5
Atlanta Hawks,Josh Smith,24,35.4,5.1
Atlanta Hawks,Jeff Teague,21,10.1,-0.3
Atlanta Hawks,Mario West,25,3.6,0.0
Atlanta Hawks,Marvin Williams,23,30.5,1.0
New Jersey Nets,Rafer Alston,33,28.4,-0.6
New Jersey Nets,Tony Battie,33,8.9,-0.2
New Jersey Nets,Josh Boone,25,16.6,0.0
New Jersey Nets,Keyon Dooling,29,18.3,-0.2
New Jersey Nets,Chris Douglas-Roberts,23,25.8,-0.5
New Jersey Nets,Devin Harris,26,34.7,0.7
New Jersey Nets,Trenton Hassell,30,21.3,-0.9
New Jersey Nets,Jarvis Hayes,28,23.0,-0.2
New Jersey Nets,Kris Humphries,24,20.6,-0.5
New Jersey Nets,Yi Jianlian,22,31.8,-0.9
New Jersey Nets,Courtney Lee,24,33.5,0.4
New Jersey Nets,Brook Lopez,21,36.9,2.5
New Jersey Nets,Chris Quinn,26,8.9,0.0
New Jersey Nets,Bobby Simmons,29,17.2,-0.2
New Jersey Nets,Sean Williams,23,11.4,-0.3
New Jersey Nets,Terrence Williams,22,22.6,-0.4
Boston Celtics,Ray Allen,34,35.2,2.3
Boston Celtics,Tony Allen,28,16.5,0.5
Boston Celtics,Marquis Daniels,29,18.4,-0.2
Boston Celtics,Glen Davis,24,17.3,-0.6
Boston Celtics,Michael Finley,36,15.0,0.1
Boston Celtics,Kevin Garnett,33,29.9,2.9
Boston Celtics,J.R. Giddens,24,4.7,-0.2
Boston Celtics,Eddie House,31,16.9,0.0
Boston Celtics,Lester Hudson,25,4.4,0.0
Boston Celtics,Oliver Lafayette,25,22.0,0.0
Boston Celtics,Marcus Landry,24,3.0,-0.1
Boston Celtics,Kendrick Perkins,25,27.6,0.7
Boston Celtics,Paul Pierce,32,34.0,3.0
Boston Celtics,Nate Robinson,25,14.7,0.7
Boston Celtics,Rajon Rondo,23,36.6,4.2
Boston Celtics,Brian Scalabrine,31,9.1,-0.3
Boston Celtics,Henry Walker,22,3.6,0.3
Boston Celtics,Rasheed Wallace,35,22.5,0.9
Boston Celtics,Shelden Williams,26,11.1,0.1
Charlotee Bobcats,Alexis Ajinça,21,5.0,0.0
Charlotee Bobcats,D.J. Augustin,22,18.4,0.3
Charlotee Bobcats,Raja Bell,33,31.4,0.2
Charlotee Bobcats,Derrick Brown,22,9.4,0.2
Charlotee Bobcats,Tyson Chandler,27,22.8,0.0
Charlotee Bobcats,Boris Diaw,27,35.4,2.0
Charlotee Bobcats,DeSagana Diop,28,9.7,0.0
Charlotee Bobcats,Raymond Felton,25,33.0,2.3
Charlotee Bobcats,Stephen Graham,27,11.5,0.1
Charlotee Bobcats,Gerald Henderson,22,8.3,0.0
Charlotee Bobcats,Larry Hughes,31,21.1,0.0
Charlotee Bobcats,Stephen Jackson,31,39.3,1.9
Charlotee Bobcats,Acie Law,25,3.7,0.1
Charlotee Bobcats,Nazr Mohammed,32,17.0,0.6
Charlotee Bobcats,Ronald Murray,30,21.6,-0.1
Charlotee Bobcats,Vladimir Radmanović,29,16.6,-0.4
Charlotee Bobcats,Theo Ratliff,36,22.3,0.0
Charlotee Bobcats,Tyrus Thomas,23,21.7,0.9
Charlotee Bobcats,Gerald Wallace,27,41.0,3.7
Chicago Bulls,Joe Alexander,23,3.6,0.0
Chicago Bulls,Devin Brown,31,8.5,-0.2
Chicago Bulls,Luol Deng,24,37.9,2.0
Chicago Bulls,Taj Gibson,24,26.9,0.0
Chicago Bulls,Aaron Gray,25,6.3,0.1
Chicago Bulls,Kirk Hinrich,29,33.5,0.9
Chicago Bulls,Lindsey Hunter,39,9.4,-0.3
Chicago Bulls,James Johnson,22,11.6,-0.1
Chicago Bulls,Brad Miller,33,23.8,0.6
Chicago Bulls,Joakim Noah,24,30.1,1.7
Chicago Bulls,Jannero Pargo,30,13.2,-0.6
Chicago Bulls,Chris Richard,25,12.4,-0.2
Chicago Bulls,Derrick Rose,21,36.8,2.7
Chicago Bulls,John Salmons,30,33.2,2.5
