unique_game_id,DATE,Home Team,Away Team,HOME_PRIOR_WIN_V_OPP,AWAY_PRIOR_WIN_V_OPP,HOME_IP_AVAIL,AWAY_IP_AVAIL,Home Odds Open,Home Odds Close,Away Odds Open,Away Odds Close,Home Relative Age Diff,Home All Stars,Away All Stars,Away Underdog,Underdog Win,Home FG,Home FGA,Home FG%,Home 3P,Home 3PA,Home 3P%,Home FT,Home FTA,Home FT%,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home PF,Home PTS,Home TS%,Home eFG%,Home 3PAr,Home FTr,Home ORB%,Home DRB%,Home TRB%,Home AST%,Home STL%,Home BLK%,Home TOV%,Home ORtg,Home DRtg,Away FG,Away FGA,Away FG%,Away 3P,Away 3PA,Away 3P%,Away FT,Away FTA,Away FT%,Away ORB,Away DRB,Away TRB,Away AST,Away STL,Away BLK,Away TOV,Away PF,Away PTS,Away TS%,Away eFG%,Away 3PAr,Away FTr,Away ORB%,Away DRB%,Away TRB%,Away AST%,Away STL%,Away BLK%,Away TOV%,Away ORtg,Away DRtg,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2008-10-29_Utah Jazz_Denver Nuggets,2008-10-29,Utah Jazz,Denver Nuggets,0.0,0.0,0.8571428571428571,1.0,,1.27,3.75,3.85,-3.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5
2008-10-29_Washington Wizards_Brooklyn Nets,2008-10-29,Washington Wizards,Brooklyn Nets,0.0,0.0,0.7142857142857143,1.0,,1.37,,3.1,2.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5
2008-10-30_Cleveland Cavaliers_Charlotte Hornets,2008-10-30,Cleveland Cavaliers,Charlotte Hornets,0.0,0.0,1.0,1.0,,1.14,5.75,5.5,-0.5,1.0,1.0,1.0,0.0,29.0,68.0,0.426,3.0,15.0,0.2,24.0,33.0,0.727,8.0,33.0,41.0,16.0,8.0,2.0,21.0,26.0,85.0,0.515,0.449,0.221,0.485,23.5,76.7,53.2,55.2,8.6,3.3,20.3,91.5,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,0.0,0.5
2008-11-03_Los Angeles Clippers_Utah Jazz,2008-11-03,Los Angeles Clippers,Utah Jazz,0.0,1.0,0.5714285714285714,0.8571428571428571,,3.27,,1.34,1.0,0.0,1.0,0.0,0.0,30.0,78.0,0.385,5.0,22.0,0.227,14.0,23.0,0.609,10.0,22.0,32.0,24.0,9.0,5.0,18.0,29.0,79.0,0.448,0.417,0.282,0.295,21.3,61.1,38.6,80.0,9.6,8.2,17.0,84.4,125.0,37.0,79.0,0.468,2.0,8.0,0.25,22.0,28.0,0.7859999999999999,12.0,34.0,46.0,17.0,5.0,5.0,16.0,20.0,98.0,0.537,0.481,0.101,0.354,30.0,82.9,56.8,45.9,5.4,7.8,14.9,105.1,100.8,0.0,1.0,0.0,1.0
2008-11-03_Orlando Magic_Chicago Bulls,2008-11-03,Orlando Magic,Chicago Bulls,0.0,0.0,0.8571428571428571,1.0,,1.31,,3.45,1.0,2.0,0.0,1.0,0.0,32.0,87.0,0.368,4.0,25.0,0.16,17.0,27.0,0.63,17.0,28.0,45.0,10.0,9.0,11.0,15.0,28.0,85.0,0.43,0.391,0.287,0.31,32.7,60.9,45.9,31.3,9.7,16.7,13.2,91.5,106.5,35.0,69.0,0.507,5.0,12.0,0.417,33.0,44.0,0.75,14.0,26.0,40.0,27.0,9.0,6.0,18.0,18.0,108.0,0.611,0.5429999999999999,0.174,0.638,42.4,66.7,55.6,77.1,10.0,9.4,16.9,120.3,105.8,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
2008-11-03_Philadelphia 76ers_Sacramento Kings,2008-11-03,Philadelphia 76ers,Sacramento Kings,0.0,0.0,0.8571428571428571,0.5714285714285714,,1.07,8.4,7.0,1.5,1.0,0.0,1.0,0.0,29.0,84.0,0.345,5.0,20.0,0.25,21.0,28.0,0.75,23.0,33.0,56.0,15.0,3.0,8.0,17.0,16.0,84.0,0.436,0.375,0.238,0.333,50.0,76.7,62.9,51.7,3.6,12.3,15.0,99.8,112.8,36.0,80.0,0.45,5.0,17.0,0.294,19.0,25.0,0.76,9.0,36.0,45.0,22.0,2.0,8.0,15.0,20.0,96.0,0.527,0.481,0.213,0.313,23.7,76.6,52.9,61.1,2.1,10.5,14.2,101.4,103.5,0.3333333333333333,0.0,0.3333333333333333,0.0
2008-11-04_Brooklyn Nets_Phoenix Suns,2008-11-04,Brooklyn Nets,Phoenix Suns,0.0,0.0,1.0,1.0,3.05,3.4,1.38,1.32,-1.0,0.0,0.0,0.0,0.0,37.0,78.0,0.474,6.0,19.0,0.316,15.0,18.0,0.833,5.0,32.0,37.0,22.0,7.0,9.0,9.0,23.0,95.0,0.5529999999999999,0.513,0.244,0.231,15.2,71.1,47.4,59.5,7.8,15.0,9.5,105.7,94.6,38.0,73.5,0.519,6.5,16.5,0.3945,16.5,24.0,0.6855,8.0,30.5,38.5,20.0,3.5,4.0,17.0,22.0,99.0,0.591,0.5640000000000001,0.2275,0.3255,22.9,78.35,52.05,52.35,3.95,6.65,16.8,110.75,115.05000000000001,0.5,0.6666666666666666,0.5,0.6666666666666666
2008-11-10_Boston Celtics_Toronto Raptors,2008-11-10,Boston Celtics,Toronto Raptors,0.0,0.0,1.0,0.5714285714285714,,1.24,4.05,4.3,2.0,4.0,1.0,1.0,0.0,36.5,75.5,0.48250000000000004,3.0,13.0,0.23199999999999998,20.5,30.5,0.6795,12.0,29.0,41.0,18.5,10.0,2.5,16.0,26.0,96.5,0.5425,0.5025000000000001,0.1725,0.405,29.15,72.3,49.849999999999994,50.5,10.9,3.95,15.25,105.35,100.45,36.0,81.0,0.444,10.0,16.0,0.625,13.0,17.0,0.765,10.0,23.0,33.0,24.0,8.0,5.0,9.0,23.0,95.0,0.537,0.506,0.198,0.21,23.3,50.0,37.1,66.7,9.5,7.8,9.2,112.8,99.8,0.8571428571428571,0.6666666666666666,0.8,0.6
2008-11-10_Indiana Pacers_Oklahoma City Thunder,2008-11-10,Indiana Pacers,Oklahoma City Thunder,0.0,0.0,0.8571428571428571,0.5714285714285714,,1.12,6.25,7.0,3.0,1.0,1.0,1.0,0.0,33.0,67.0,0.493,4.0,12.0,0.333,24.0,29.0,0.828,5.0,33.0,38.0,18.0,7.0,8.0,21.0,20.0,94.0,0.589,0.522,0.179,0.433,15.6,70.2,48.1,54.5,7.4,10.3,20.8,99.4,105.8,32.0,73.0,0.438,1.0,6.0,0.16699999999999998,22.0,31.0,0.71,13.0,22.0,35.0,16.0,9.0,3.0,19.0,23.0,87.0,0.502,0.445,0.08199999999999999,0.425,31.0,61.1,44.9,50.0,10.0,5.2,18.0,97.1,109.4,0.4,0.16666666666666666,0.4,0.2
2008-11-10_Miami Heat_Brooklyn Nets,2008-11-10,Miami Heat,Brooklyn Nets,0.0,0.0,0.8571428571428571,0.7142857142857143,,1.21,4.4,4.3,2.0,1.0,0.0,1.0,0.0,42.0,92.0,0.457,6.0,23.0,0.261,25.0,33.0,0.758,13.0,34.0,47.0,22.0,8.0,2.0,14.0,26.0,115.0,0.54,0.489,0.25,0.359,28.9,70.8,50.5,52.4,7.7,3.2,11.6,111.4,116.2,32.5,80.5,0.40549999999999997,6.5,20.5,0.317,19.0,22.0,0.859,8.5,27.5,36.0,19.0,8.5,6.5,12.0,20.5,90.5,0.504,0.4465,0.2545,0.272,20.1,78.15,47.05,58.3,9.3,11.5,11.6,99.1,108.6,0.5,0.4,0.6,0.4
2008-11-10_Orlando Magic_Portland Trail Blazers,2008-11-10,Orlando Magic,Portland Trail Blazers,0.0,0.0,0.8571428571428571,1.0,,1.32,3.22,3.32,2.0,2.0,1.0,1.0,1.0,32.5,83.5,0.39049999999999996,6.5,26.0,0.2465,19.0,29.0,0.6535,16.5,30.5,47.0,13.0,10.5,9.5,17.0,23.5,90.5,0.47150000000000003,0.43,0.3125,0.349,32.05,67.95,48.75,39.9,11.05,13.85,15.049999999999999,95.5,101.45,29.0,84.0,0.345,10.0,24.0,0.417,8.0,14.0,0.5710000000000001,13.0,31.0,44.0,19.0,8.0,3.0,12.0,17.0,76.0,0.421,0.405,0.28600000000000003,0.16699999999999998,24.5,77.5,47.3,65.5,9.0,4.3,11.7,85.3,107.7,0.6666666666666666,0.5,0.8,0.6
2008-11-10_Phoenix Suns_Memphis Grizzlies,2008-11-10,Phoenix Suns,Memphis Grizzlies,0.0,0.0,0.8571428571428571,0.7142857142857143,,1.1,7.0,6.6,2.5,0.0,0.0,1.0,0.0,39.666666666666664,71.66666666666667,0.5566666666666666,8.333333333333334,17.0,0.48533333333333334,16.333333333333332,23.666666666666668,0.6890000000000001,6.666666666666667,32.333333333333336,39.0,23.666666666666668,4.666666666666667,5.666666666666667,17.666666666666668,21.0,104.0,0.6373333333333333,0.6163333333333334,0.24,0.3296666666666667,20.2,77.23333333333333,52.46666666666666,58.93333333333334,5.133333333333334,9.366666666666667,17.733333333333334,114.7,107.53333333333335,33.5,79.5,0.4225,2.0,11.0,0.222,11.5,17.0,0.6795,13.0,35.0,48.0,16.5,7.0,5.5,15.5,18.5,80.5,0.4625,0.435,0.1375,0.21450000000000002,28.75,71.75,51.1,48.3,7.949999999999999,8.3,15.149999999999999,91.1,91.45,0.7142857142857143,0.42857142857142855,0.8,0.4
2008-11-11_Cleveland Cavaliers_Milwaukee Bucks,2008-11-11,Cleveland Cavaliers,Milwaukee Bucks,0.0,0.0,1.0,0.8571428571428571,1.12,1.08,8.0,7.4,-4.0,1.0,0.0,1.0,0.0,33.0,73.0,0.45166666666666666,5.0,17.0,0.2916666666666667,22.666666666666668,31.333333333333332,0.7210000000000001,13.0,33.333333333333336,46.333333333333336,19.333333333333332,8.666666666666666,6.333333333333333,15.333333333333334,24.0,93.66666666666667,0.5393333333333333,0.48633333333333334,0.23466666666666666,0.43100000000000005,34.6,75.33333333333333,56.833333333333336,58.4,10.033333333333333,10.566666666666666,15.0,108.43333333333334,95.90000000000002,36.0,77.0,0.4675,6.5,16.0,0.40900000000000003,18.0,23.0,0.7789999999999999,13.5,24.0,37.5,19.0,6.0,3.5,19.0,26.0,96.5,0.5535000000000001,0.51,0.208,0.29900000000000004,36.099999999999994,63.3,49.75,52.7,6.699999999999999,5.65,17.95,107.6,108.69999999999999,0.7142857142857143,0.42857142857142855,0.8,0.4
2008-11-11_Dallas Mavericks_Los Angeles Lakers,2008-11-11,Dallas Mavericks,Los Angeles Lakers,0.0,0.0,0.7142857142857143,1.0,2.92,3.0,1.34,1.41,1.0,2.0,2.0,0.0,0.0,35.666666666666664,78.66666666666667,0.45199999999999996,4.666666666666667,16.0,0.28733333333333333,17.666666666666668,21.666666666666668,0.8643333333333333,9.333333333333334,30.666666666666668,40.0,20.333333333333332,5.333333333333333,3.0,9.666666666666666,19.0,93.66666666666667,0.5316666666666666,0.48133333333333334,0.20366666666666666,0.2776666666666667,22.633333333333336,73.26666666666667,48.1,57.366666666666674,6.166666666666667,4.733333333333333,9.933333333333334,109.66666666666667,113.60000000000001,39.0,79.5,0.49050000000000005,8.5,14.5,0.613,20.0,25.5,0.7955,11.5,38.5,50.0,23.5,7.5,5.0,15.5,18.0,106.5,0.5855,0.544,0.1825,0.3205,30.7,77.1,57.05,59.849999999999994,8.25,8.55,14.6,116.35,84.85,0.3333333333333333,1.0,0.4,1.0
2008-11-11_Golden State Warriors_Minnesota Timberwolves,2008-11-11,Golden State Warriors,Minnesota Timberwolves,0.0,0.0,0.8571428571428571,1.0,,1.4,3.05,2.92,-2.0,0.0,0.0,1.0,0.0,34.5,89.0,0.39149999999999996,6.0,21.5,0.2705,16.0,23.0,0.7010000000000001,14.0,29.5,43.5,16.5,8.5,4.5,12.5,24.0,91.0,0.4615,0.4265,0.244,0.268,28.25,75.8,49.3,47.75,9.05,6.75,11.2,97.2,105.85,42.0,87.0,0.483,3.0,11.0,0.273,11.0,22.0,0.5,11.0,29.0,40.0,25.0,10.0,7.0,11.0,23.0,98.0,0.507,0.5,0.126,0.253,23.4,76.3,47.1,59.5,10.6,11.1,10.2,103.5,101.4,0.2857142857142857,0.16666666666666666,0.4,0.0
