unique_game_id,DATE,Home Team,Away Team,HOME_PRIOR_WIN_V_OPP,AWAY_PRIOR_WIN_V_OPP,HOME_IP_AVAIL,AWAY_IP_AVAIL,Home Odds Diff,Away Odds Diff,Home Odds Close,Away Odds Close,Home Relative Age Diff,Home All Stars,Away All Stars,Away Underdog,Underdog Win,Home FG,Home FGA,Home FG%,Home 3P,Home 3PA,Home 3P%,Home FT,Home FTA,Home FT%,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home PF,Home PTS,Home TS%,Home eFG%,Home 3PAr,Home FTr,Home ORB%,Home DRB%,Home TRB%,Home AST%,Home STL%,Home BLK%,Home TOV%,Home ORtg,Home DRtg,Away FG,Away FGA,Away FG%,Away 3P,Away 3PA,Away 3P%,Away FT,Away FTA,Away FT%,Away ORB,Away DRB,Away TRB,Away AST,Away STL,Away BLK,Away TOV,Away PF,Away PTS,Away TS%,Away eFG%,Away 3PAr,Away FTr,Away ORB%,Away DRB%,Away TRB%,Away AST%,Away STL%,Away BLK%,Away TOV%,Away ORtg,Away DRtg,HOME_CUM_WIN_PCT,AWAY_CUM_WIN_PCT,HOME_ROLL_WIN_PCT,AWAY_ROLL_WIN_PCT
2009-10-28_Orlando Magic_Philadelphia 76ers,2009-10-28,Orlando Magic,Philadelphia 76ers,0.0,0.0,1.0,0.857142857142857,-0.038750000000000284,0.6087500000000006,1.1699999999999997,5.1850000000000005,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5
2009-10-28_San Antonio Spurs_New Orleans Pelicans,2009-10-28,San Antonio Spurs,New Orleans Pelicans,0.0,0.0,1.0,0.857142857142857,-0.03388888888888952,0.4893333333333336,1.1749999999999996,4.996,0.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5
2009-10-28_Toronto Raptors_Cleveland Cavaliers,2009-10-28,Toronto Raptors,Cleveland Cavaliers,0.0,0.0,1.0,0.7142857142857143,0.39343434343434414,-0.08424242424242401,3.294545454545455,1.339090909090909,-1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,70.0,0.414,6.0,17.0,0.3529999999999999,25.0,32.0,0.7809999999999998,6.0,26.0,32.0,17.0,7.0,9.0,13.0,22.0,89.0,0.529,0.457,0.24299999999999994,0.457,15.8,81.29999999999998,45.7,58.60000000000001,7.9,17.0,13.400000000000002,100.4,107.20000000000002,0.5,0.0,0.5,0.0
2009-10-29_Portland Trail Blazers_Denver Nuggets,2009-10-29,Portland Trail Blazers,Denver Nuggets,0.0,0.0,0.8571428571428571,1.0,-0.053571428571428825,0.31428571428571406,1.2857142857142858,3.656428571428571,-3.0,1.0,1.0,1.0,1.0,33.0,77.0,0.429,10.0,21.0,0.476,20.0,22.0,0.909,12.0,39.0,51.0,23.0,9.0,12.0,26.0,27.0,96.0,0.5539999999999999,0.4939999999999998,0.2730000000000001,0.28600000000000003,34.300000000000004,79.60000000000002,60.70000000000001,69.70000000000002,9.3,19.0,23.1,99.4,90.1,43.0,89.0,0.483,5.0,13.0,0.385,23.0,30.0,0.7670000000000001,14.0,28.0,42.0,22.0,5.0,6.0,13.0,25.0,114.0,0.5579999999999999,0.511,0.14599999999999996,0.3370000000000001,32.60000000000001,73.70000000000002,51.89999999999999,51.2,5.200000000000001,8.5,11.3,118.0,108.70000000000002,1.0,1.0,1.0,1.0
2009-10-30_Atlanta Hawks_Washington Wizards,2009-10-30,Atlanta Hawks,Washington Wizards,0.0,0.0,1.0,0.7142857142857142,0.04384615384615409,-0.09923076923076968,1.36,3.1184615384615384,-1.0,1.0,0.0,1.0,0.0,46.0,87.0,0.529,7.0,12.0,0.5830000000000001,21.0,29.0,0.7240000000000001,8.0,27.0,35.0,30.0,16.0,6.0,10.0,25.0,120.0,0.601,0.569,0.13799999999999998,0.33299999999999996,19.0,81.79999999999998,46.7,65.20000000000002,15.900000000000002,10.900000000000002,9.099999999999998,119.0,108.1,39.0,84.0,0.4640000000000001,4.0,13.0,0.30799999999999994,20.0,24.0,0.833,9.0,37.0,46.0,19.0,6.0,4.0,9.0,29.0,102.0,0.5389999999999999,0.4879999999999999,0.155,0.28600000000000003,22.5,77.10000000000002,52.3,48.7,6.700000000000001,6.9,8.700000000000001,113.9,101.6,1.0,1.0,1.0,1.0
2009-10-30_Boston Celtics_Chicago Bulls,2009-10-30,Boston Celtics,Chicago Bulls,0.0,0.0,1.0,1.0,-0.0020000000000000018,0.7291666666666661,1.1,6.9425,1.0,1.0,0.0,1.0,0.0,32.5,74.0,0.4390000000000001,10.0,24.0,0.4265000000000001,18.5,22.5,0.8174999999999999,8.0,33.0,41.0,24.0,9.5,8.0,13.0,24.5,93.5,0.5569999999999999,0.5069999999999999,0.3230000000000001,0.30549999999999994,21.300000000000004,77.5,51.599999999999994,73.64999999999999,10.95,13.799999999999999,13.450000000000001,107.5,84.75,35.0,84.0,0.4169999999999999,3.0,16.0,0.188,19.0,28.0,0.6790000000000002,15.0,37.0,52.0,20.0,5.0,9.0,9.0,20.0,92.0,0.4779999999999999,0.435,0.19,0.33299999999999996,29.4,82.20000000000002,54.2,57.10000000000001,5.5,15.8,8.5,102.0,94.20000000000002,1.0,1.0,1.0,1.0
2009-10-30_Brooklyn Nets_Orlando Magic,2009-10-30,Brooklyn Nets,Orlando Magic,0.0,0.0,0.5714285714285713,1.0,0.8655244755244755,-0.047435897435897045,5.344615384615385,1.1492307692307693,-1.5,0.0,1.0,0.0,0.0,34.0,81.0,0.42,0.0,8.0,0.0,25.0,29.0,0.8619999999999999,14.0,38.0,52.0,20.0,4.0,10.0,22.0,24.0,93.0,0.4960000000000001,0.42,0.099,0.35800000000000004,30.4,67.89999999999999,51.0,58.8,4.1000000000000005,11.599999999999998,19.0,94.9,96.9,45.0,81.0,0.556,16.0,29.0,0.5519999999999999,14.0,17.0,0.8240000000000001,8.0,29.0,37.0,28.0,5.0,6.0,15.0,21.0,120.0,0.6779999999999999,0.654,0.35800000000000004,0.21,23.5,78.39999999999998,52.10000000000001,62.2,5.299999999999999,10.0,14.5,127.9,112.9,0.0,1.0,0.0,1.0
2009-10-30_Detroit Pistons_Oklahoma City Thunder,2009-10-30,Detroit Pistons,Oklahoma City Thunder,0.0,0.0,0.8571428571428571,1.0,0.08153846153846156,-0.09153846153846157,1.4669230769230768,2.689230769230769,3.0,0.0,1.0,1.0,1.0,37.0,72.0,0.5140000000000001,6.0,16.0,0.375,16.0,29.0,0.5519999999999999,10.0,29.0,39.0,20.0,5.0,4.0,9.0,27.0,96.0,0.5660000000000001,0.556,0.22200000000000006,0.4029999999999999,23.800000000000004,63.0,44.3,54.10000000000001,6.1000000000000005,6.700000000000001,9.599999999999998,117.1,90.29999999999998,39.0,76.0,0.513,8.0,14.0,0.5710000000000001,16.0,20.0,0.7999999999999999,8.0,33.0,41.0,20.0,4.0,6.0,12.0,19.0,102.0,0.601,0.5660000000000001,0.184,0.263,22.9,76.70000000000002,52.60000000000001,51.3,4.5,9.5,12.400000000000002,115.0,100.29999999999998,1.0,1.0,1.0,1.0
2009-10-30_Los Angeles Lakers_Dallas Mavericks,2009-10-30,Los Angeles Lakers,Dallas Mavericks,0.0,0.0,0.8571428571428571,1.0,0.042803030303030454,-0.1090151515151514,1.2491666666666668,3.9391666666666665,0.0,2.0,2.0,1.0,1.0,35.0,85.0,0.412,4.0,17.0,0.23499999999999996,25.0,37.0,0.6759999999999999,17.0,30.0,47.0,17.0,13.0,4.0,16.0,15.0,99.0,0.489,0.435,0.2,0.435,32.10000000000001,66.70000000000002,48.0,48.60000000000001,13.3,5.6000000000000005,13.599999999999998,101.6,94.4,30.0,76.0,0.395,4.0,18.0,0.22200000000000006,27.0,34.0,0.7940000000000002,11.0,31.0,42.0,16.0,6.0,9.0,9.0,20.0,91.0,0.5,0.42100000000000015,0.23700000000000004,0.447,22.9,77.5,47.7,53.3,6.700000000000001,12.7,9.0,101.6,113.9,1.0,0.0,1.0,0.0
2009-10-30_Minnesota Timberwolves_Cleveland Cavaliers,2009-10-30,Minnesota Timberwolves,Cleveland Cavaliers,0.0,0.0,0.7142857142857143,0.7142857142857143,1.9063888888888894,-0.03333333333333344,7.594166666666667,1.09,-1.5,0.0,1.0,0.0,0.0,34.0,93.0,0.3660000000000001,1.0,7.0,0.14300000000000002,26.0,35.0,0.7430000000000001,18.0,32.0,50.0,14.0,15.0,2.0,10.0,23.0,95.0,0.43799999999999983,0.371,0.07499999999999997,0.376,32.10000000000001,69.60000000000001,49.0,41.2,15.3,2.7,8.400000000000002,96.9,94.9,29.0,76.5,0.3815,7.5,19.5,0.3809999999999999,24.5,34.5,0.7149999999999999,9.5,31.0,40.5,18.0,5.5,5.5,13.5,24.5,90.0,0.49350000000000005,0.4305,0.254,0.4515,19.950000000000003,82.5,48.1,62.050000000000004,6.0,10.2,12.900000000000002,97.2,105.80000000000001,1.0,0.0,1.0,0.0
2009-10-30_New Orleans Pelicans_Sacramento Kings,2009-10-30,New Orleans Pelicans,Sacramento Kings,0.0,0.0,0.7142857142857143,0.5714285714285713,-0.03041666666666676,1.207166666666665,1.1033333333333333,7.004166666666666,4.5,1.0,0.0,1.0,0.0,39.0,78.0,0.5,5.0,10.0,0.5,13.0,22.0,0.5910000000000001,5.0,28.0,33.0,17.0,5.0,4.0,10.0,19.0,96.0,0.5469999999999999,0.532,0.12800000000000006,0.282,13.900000000000002,71.79999999999998,44.0,43.60000000000001,5.5,6.5,10.2,105.1,123.70000000000002,32.0,79.0,0.40500000000000014,3.0,16.0,0.188,22.0,28.0,0.7859999999999998,10.0,27.0,37.0,13.0,6.0,5.0,12.0,23.0,89.0,0.48700000000000004,0.424,0.203,0.35400000000000004,23.300000000000004,77.10000000000002,47.39999999999999,40.60000000000001,6.799999999999999,8.099999999999998,11.599999999999998,100.29999999999998,115.0,0.0,0.0,0.0,0.0
2009-10-30_Philadelphia 76ers_Milwaukee Bucks,2009-10-30,Philadelphia 76ers,Milwaukee Bucks,0.0,0.0,0.857142857142857,1.0,0.06500000000000017,-0.4180000000000006,1.352,3.155,-3.0,1.0,0.0,1.0,0.0,39.0,78.0,0.5,7.0,18.0,0.3890000000000001,21.0,30.0,0.7000000000000001,8.0,26.0,34.0,19.0,9.0,6.0,13.0,21.0,106.0,0.5809999999999998,0.545,0.231,0.385,21.6,76.5,47.89999999999999,48.7,9.599999999999998,11.5,12.5,112.9,127.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,0.0,0.5
2009-10-30_Phoenix Suns_Golden State Warriors,2009-10-30,Phoenix Suns,Golden State Warriors,0.0,0.0,1.0,1.0,0.1384615384615384,-0.7446153846153849,1.4038461538461535,2.9084615384615384,1.5,1.0,0.0,1.0,0.0,41.0,80.0,0.513,7.0,15.0,0.467,20.0,27.0,0.7409999999999999,10.0,26.0,36.0,19.0,6.0,5.0,14.0,20.0,109.0,0.593,0.556,0.188,0.33799999999999997,26.300000000000004,78.79999999999998,50.7,46.3,6.4,7.799999999999999,13.2,115.4,113.29999999999998,44.0,89.0,0.4939999999999998,4.0,11.0,0.3639999999999999,15.0,23.0,0.652,13.0,28.0,41.0,25.0,7.0,8.0,16.0,22.0,107.0,0.54,0.5170000000000001,0.12400000000000005,0.258,31.699999999999992,68.29999999999998,50.0,56.79999999999999,7.200000000000002,13.300000000000002,13.900000000000004,109.59999999999998,110.59999999999998,1.0,0.0,1.0,0.0
2009-10-30_Utah Jazz_Los Angeles Clippers,2009-10-30,Utah Jazz,Los Angeles Clippers,0.0,0.0,0.7142857142857143,0.7142857142857143,0.025333333333333208,-0.2973333333333317,1.1983333333333333,4.556666666666668,-2.0,2.0,0.0,1.0,0.0,37.0,81.0,0.457,6.0,10.0,0.5999999999999999,25.0,29.0,0.8619999999999999,10.0,29.0,39.0,26.0,3.0,4.0,15.0,20.0,105.0,0.5600000000000002,0.4939999999999999,0.12300000000000005,0.35800000000000004,26.300000000000004,67.39999999999999,48.10000000000001,70.29999999999998,3.1000000000000005,5.299999999999999,13.8,108.70000000000002,118.0,41.0,82.0,0.503,4.5,14.0,0.331,13.0,21.5,0.6219999999999999,11.0,32.0,43.0,27.0,9.5,5.5,17.5,25.5,99.5,0.5455000000000001,0.5315,0.17049999999999998,0.2675,27.25,70.80000000000001,50.65,66.0,9.9,8.350000000000001,15.950000000000001,103.85,108.5,0.0,0.0,0.0,0.0
2009-10-31_Cleveland Cavaliers_Charlotte Hornets,2009-10-31,Cleveland Cavaliers,Charlotte Hornets,0.0,0.0,0.8571428571428571,0.7142857142857143,-0.023333333333333206,2.8115476190476176,1.0316666666666667,12.745833333333335,-1.0,1.0,1.0,1.0,0.0,32.666666666666664,79.0,0.413,8.333333333333334,19.0,0.4393333333333333,21.0,29.666666666666668,0.71,9.666666666666666,31.666666666666668,41.333333333333336,20.0,7.333333333333333,5.333333333333333,12.666666666666666,23.333333333333332,94.66666666666667,0.5156666666666667,0.4656666666666666,0.24066666666666667,0.38033333333333336,21.233333333333338,77.93333333333332,48.0,61.366666666666674,7.966666666666669,9.1,12.133333333333335,102.3,101.90000000000002,29.0,83.0,0.34550000000000003,1.5,14.0,0.08349999999999999,21.0,30.5,0.6629999999999998,13.0,37.5,50.5,14.0,7.0,5.0,16.5,21.0,80.5,0.41,0.35400000000000004,0.1655,0.3645,26.15,78.65000000000002,51.75,47.44999999999999,7.200000000000001,9.1,14.85,81.44999999999999,99.89999999999998,0.3333333333333333,0.5,0.3333333333333333,0.5
2009-10-31_Los Angeles Clippers_Dallas Mavericks,2009-10-31,Los Angeles Clippers,Dallas Mavericks,0.0,0.0,1.0,0.7142857142857142,0.30298076923076955,0.01346153846153797,2.7092307692307696,1.458461538461538,-3.0,0.0,2.0,0.0,0.0,38.666666666666664,79.33333333333333,0.4883333333333333,5.0,13.666666666666666,0.3746666666666667,16.666666666666668,25.666666666666668,0.6499999999999999,8.333333333333334,32.0,40.333333333333336,24.0,8.666666666666666,7.0,14.666666666666666,24.0,99.0,0.5473333333333334,0.521,0.1723333333333333,0.3313333333333333,20.733333333333334,71.43333333333335,47.833333333333336,61.633333333333326,9.066666666666668,9.666666666666668,13.700000000000001,103.59999999999998,111.23333333333335,31.0,76.5,0.4055000000000001,4.5,16.5,0.2775,26.0,33.0,0.7875,12.0,32.0,44.0,17.5,6.0,6.0,13.0,20.5,92.5,0.508,0.4345000000000001,0.21600000000000005,0.43150000000000005,27.7,74.60000000000001,50.6,56.349999999999994,6.65,8.95,12.349999999999998,102.44999999999999,100.89999999999999,0.0,0.5,0.0,0.5
2009-10-31_San Antonio Spurs_Sacramento Kings,2009-10-31,San Antonio Spurs,Sacramento Kings,0.0,0.0,1.0,0.7142857142857143,-0.012499999999999956,3.987499999999999,1.0225,14.0375,4.5,2.0,0.0,1.0,0.0,39.0,82.0,0.47299999999999986,6.5,22.5,0.2825,14.5,21.5,0.676,9.5,33.5,43.0,22.0,4.5,2.5,11.5,22.5,99.0,0.539,0.5125000000000001,0.274,0.264,23.0,78.35000000000002,50.9,54.949999999999996,4.95,3.7,11.200000000000001,108.95000000000002,103.55,34.0,87.5,0.39000000000000007,5.0,20.0,0.23999999999999996,17.5,24.0,0.718,15.5,29.0,44.5,17.0,6.5,4.0,11.0,23.5,90.5,0.463,0.4175,0.2265,0.281,31.099999999999998,76.35000000000002,51.05,49.45,7.3999999999999995,6.699999999999998,10.149999999999999,102.6,112.79999999999998,0.5,0.0,0.5,0.0
2009-10-31_Washington Wizards_Brooklyn Nets,2009-10-31,Washington Wizards,Brooklyn Nets,0.0,0.0,0.8571428571428571,0.42857142857142855,-0.016153846153846185,0.34461538461538455,1.366153846153846,3.0884615384615386,0.5,0.0,0.0,1.0,0.0,37.0,81.5,0.4535,4.5,13.0,0.3464999999999999,17.0,23.0,0.7344999999999999,8.5,34.5,43.0,19.0,5.5,4.5,11.5,26.0,95.5,0.5205,0.48149999999999993,0.16,0.28200000000000003,20.35,75.75,49.15,51.5,6.050000000000001,7.749999999999999,11.149999999999999,105.25,105.05,32.5,81.0,0.40149999999999997,2.5,11.5,0.16650000000000004,21.5,27.0,0.7909999999999999,10.5,35.0,45.5,18.0,6.0,7.5,14.0,22.0,89.0,0.4790000000000001,0.417,0.14200000000000002,0.3335,22.799999999999997,72.94999999999999,47.9,55.2,6.500000000000002,10.45,12.55,94.95,101.55000000000001,0.5,0.0,0.5,0.0
2009-11-01_Boston Celtics_New Orleans Pelicans,2009-11-01,Boston Celtics,New Orleans Pelicans,0.0,0.0,0.8571428571428571,0.7142857142857143,0.0014285714285713347,0.4876666666666676,1.13,5.886666666666668,-3.0,1.0,1.0,1.0,0.0,36.0,74.0,0.48633333333333345,10.666666666666666,24.0,0.45100000000000007,19.0,23.0,0.8226666666666667,8.666666666666666,32.666666666666664,41.333333333333336,27.0,8.666666666666666,7.0,14.0,23.666666666666668,101.66666666666667,0.604,0.5586666666666666,0.3233333333333334,0.31166666666666665,25.3,73.9,52.333333333333336,74.66666666666667,9.9,11.699999999999998,14.266666666666667,115.56666666666668,89.96666666666665,36.0,75.5,0.476,5.0,13.0,0.4065000000000001,19.5,27.0,0.7020000000000001,7.5,30.5,38.0,16.5,5.5,6.5,10.5,20.0,96.5,0.552,0.5089999999999999,0.1735,0.3599999999999999,19.15,66.45,44.65,46.050000000000004,6.149999999999999,9.5,10.7,107.85,114.30000000000001,1.0,0.5,1.0,0.5
2009-11-01_Denver Nuggets_Memphis Grizzlies,2009-11-01,Denver Nuggets,Memphis Grizzlies,0.0,0.0,1.0,0.8571428571428571,0.006442307692307692,0.04615384615384688,1.1276923076923078,5.8861538461538485,2.0,1.0,0.0,1.0,0.0,35.5,75.0,0.471,4.0,12.0,0.32900000000000007,30.5,39.5,0.7715000000000001,9.5,29.5,39.0,16.5,5.5,4.5,10.5,27.5,105.5,0.5725,0.4975,0.16299999999999998,0.5700000000000001,23.450000000000006,71.30000000000001,48.449999999999996,45.25,6.1000000000000005,6.6499999999999995,10.049999999999999,115.95000000000002,109.55000000000001,34.0,77.0,0.43650000000000005,2.5,10.5,0.25,24.0,33.0,0.7224999999999999,17.5,29.5,47.0,17.0,7.0,4.0,15.5,24.0,94.5,0.511,0.45250000000000007,0.1385,0.4290000000000001,41.6,70.25,55.650000000000006,47.80000000000001,7.699999999999999,6.5,14.5,106.39999999999999,115.55,1.0,0.5,1.0,0.5
2009-11-01_Los Angeles Lakers_Atlanta Hawks,2009-11-01,Los Angeles Lakers,Atlanta Hawks,0.0,0.0,0.8571428571428571,1.0,-0.08416666666666694,0.999166666666667,1.2208333333333332,4.275,4.0,2.0,1.0,1.0,0.0,33.5,83.0,0.40349999999999997,5.5,20.0,0.26949999999999996,17.0,25.5,0.6595,15.0,28.5,43.5,18.0,10.0,2.5,17.5,22.0,89.5,0.474,0.4364999999999999,0.24199999999999997,0.304,30.20000000000001,67.10000000000001,47.25,54.0,10.500000000000002,3.6000000000000005,15.750000000000002,94.74999999999999,98.85,39.0,82.5,0.46950000000000003,6.0,16.0,0.41650000000000004,26.0,31.5,0.8180000000000003,9.5,31.5,41.0,24.0,10.5,6.5,11.0,24.5,110.0,0.5694999999999999,0.5055000000000001,0.19700000000000006,0.38449999999999995,22.3,81.79999999999998,50.35,60.75,10.650000000000002,10.75,10.25,113.75,102.35,0.5,1.0,0.5,1.0
2009-11-01_Phoenix Suns_Minnesota Timberwolves,2009-11-01,Phoenix Suns,Minnesota Timberwolves,0.0,0.0,1.0,0.42857142857142855,0.0,1.8561538461538438,1.07,8.776153846153845,2.0,1.0,0.0,1.0,0.0,43.0,82.0,0.5245,9.5,18.5,0.506,20.5,30.5,0.6795,9.5,32.0,41.5,24.5,6.5,6.0,18.5,22.5,116.0,0.6070000000000001,0.5815000000000001,0.225,0.37150000000000005,25.0,79.84999999999998,53.0,56.50000000000001,6.4,8.75,16.049999999999997,113.9,102.79999999999998,35.0,89.5,0.39249999999999996,2.0,10.5,0.1785,19.0,26.0,0.7244999999999999,16.5,32.0,48.5,16.0,10.5,2.5,13.5,19.0,91.0,0.4514999999999999,0.40349999999999997,0.119,0.28700000000000003,31.70000000000001,72.9,50.60000000000001,45.6,10.9,3.6,11.900000000000002,95.5,103.7,1.0,0.5,1.0,0.5
2009-11-01_Toronto Raptors_Orlando Magic,2009-11-01,Toronto Raptors,Orlando Magic,0.0,0.0,0.8571428571428571,0.8571428571428571,0.10991452991452944,0.012564102564102342,2.897692307692308,1.4092307692307693,-2.0,1.0,1.0,0.0,0.0,36.5,81.5,0.44799999999999995,6.0,19.0,0.31550000000000006,25.0,32.5,0.7714999999999997,11.0,31.0,42.0,21.5,5.5,5.5,13.5,29.5,104.0,0.5429999999999998,0.48499999999999993,0.23150000000000004,0.40549999999999997,26.000000000000004,64.84999999999998,46.94999999999999,59.45,5.800000000000001,8.299999999999999,12.35,109.2,108.25,41.0,78.0,0.5245000000000001,11.0,25.0,0.419,14.5,21.0,0.712,8.5,34.0,42.5,24.5,3.0,5.5,14.5,19.5,107.5,0.6149999999999999,0.5934999999999999,0.31900000000000006,0.2715,22.75,81.59999999999998,53.650000000000006,59.5,3.1999999999999993,8.799999999999999,14.25,117.05000000000001,103.95,0.5,1.0,0.5,1.0
